cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.007558,20.081774,0.954003,0.954965,0.126830,-50.000000,9.784075,202.366592,0.000000,20.017921,20.081774,22.180029,2.098255
1,R7,1.029930,18.182184,0.954003,1.027868,0.002788,-50.000000,9.851321,204.619110,0.000000,18.131872,18.182184,20.223289,2.041105
2,R8,0.977911,19.035181,0.954003,1.033073,-0.423654,-50.000000,9.961279,190.699326,0.000000,18.975510,19.035181,21.055746,2.020565
3,L1,1.024038,-11.023970,0.954003,1.035625,0.219477,-50.000000,9.318827,193.758759,-0.002777,-10.918943,-11.023970,-11.483732,-0.459763
4,L2,1.024409,-20.042131,0.954003,0.953446,-0.497077,-50.000000,9.691331,207.925430,0.027643,-19.900978,-20.042131,-20.615299,-0.573168
5,L3,0.967987,-7.129933,0.954003,1.015076,0.169045,-50.000000,10.208101,201.666687,0.000000,-7.075900,-7.129933,-7.375421,-0.245487
6,L4,1.002805,-0.110143,0.954003,0.953157,-0.358311,-50.000000,9.420530,203.814438,0.027775,-0.101826,-0.110143,-0.126809,-0.016666
7,L5,0.994996,-2.380513,0.954003,0.955228,-0.044095,-50.000000,9.876161,193.516418,0.012553,-2.383992,-2.380513,-2.356580,0.023934
8,Mi1,0.963292,-3.602617,0.954003,0.953552,-0.037973,-50.000000,9.920577,198.802216,0.000000,-3.630117,-3.602617,-3.548277,0.054340
9,Tm3,1.003525,1.282079,0.954003,0.952198,-0.349972,-50.000000,10.723215,201.405273,0.000000,1.247892,1.282079,1.351753,0.069674
10,Mi4,1.034046,1.517056,0.954003,1.004639,0.447548,-50.000000,9.018426,201.422836,0.000000,1.524090,1.517056,1.467575,-0.049481
11,Mi9,0.979223,2.087367,0.954003,1.028115,-0.248159,-50.000000,10.548469,190.133179,0.000000,2.100132,2.087367,2.049885,-0.037482
12,T4a,1.031026,2.396901,0.954003,0.991989,0.220514,-50.000000,10.958124,206.694611,0.000000,2.389453,2.396901,2.406837,0.009937
13,T4b,1.046233,2.139880,0.954003,1.022164,0.285960,-50.000000,10.778632,194.948410,0.000000,2.133250,2.139880,2.148856,0.008976
14,T4c,0.958930,1.974293,0.954003,0.959051,-0.020000,-50.000000,10.754918,191.530090,0.000000,1.967156,1.974293,1.983426,0.009133
15,T4d,0.960017,1.425661,0.954003,1.009205,-0.490032,-50.000000,9.419639,194.397415,0.000000,1.418242,1.425661,1.433792,0.008131
16,Tm1,1.039980,3.077054,0.954003,0.956349,0.300925,-50.000000,9.085942,209.301163,0.000000,3.167401,3.077054,2.911771,-0.165283
17,Tm2,1.028839,4.969625,0.954003,1.028960,0.149967,-50.000000,10.941501,204.922501,0.000000,5.027276,4.969625,4.834033,-0.135592
18,Tm4,1.025415,2.224260,0.954003,1.004427,0.305707,-50.000000,9.945952,197.407181,0.000000,2.267806,2.224260,2.136459,-0.087801
19,Tm9,0.956243,0.423101,0.954003,0.987103,0.022741,-50.000000,9.932597,197.205215,0.000000,0.428230,0.423101,0.412467,-0.010634
20,T5a,0.955968,4.581275,0.954003,0.973439,0.467691,-50.000000,10.723284,201.304260,0.000000,4.574172,4.581275,4.577815,-0.003460
21,T5b,1.036909,3.706625,0.954003,0.985615,0.066352,-50.000000,10.992678,193.090973,0.000000,3.699913,3.706625,3.704551,-0.002073
22,T5c,1.032913,3.603988,0.954003,1.026919,-0.454406,-50.000000,10.196444,196.621384,0.000000,3.596388,3.603988,3.600876,-0.003111
23,T5d,1.043163,3.685711,0.954003,0.973635,0.243842,-50.000000,9.300272,190.084427,0.000000,3.679743,3.685711,3.681719,-0.003992
24,T1,1.022529,-0.801941,0.954003,1.042340,0.467666,-50.000000,9.385023,205.647568,0.000000,-0.727784,-0.801941,-0.939526,-0.137585
25,T2,0.988777,6.955659,0.954003,1.036567,0.173398,-50.000000,9.631117,206.663864,0.000000,6.935618,6.955659,6.962693,0.007034
26,T2a,1.022023,5.467207,0.954003,0.969570,-0.082240,-50.000000,10.397125,208.073364,0.000000,5.458240,5.467207,5.464866,-0.002341
27,T3,1.049658,7.249983,0.954003,1.001531,-0.087914,-50.000000,10.182304,200.485550,0.000000,7.233874,7.249983,7.253178,0.003195
28,C2,0.957989,0.222583,0.954003,1.017584,-0.083437,-50.000000,10.093688,197.672134,0.000000,0.204837,0.222583,0.259988,0.037405
29,C3,1.025701,-0.457443,0.954003,0.975844,0.477236,-50.000000,10.401436,206.765579,0.000000,-0.481817,-0.457443,-0.398716,0.058727
30,Lawf1,1.020606,7.743988,0.954003,0.952393,0.154531,-50.000000,10.825646,198.285904,0.000000,7.727844,7.743988,7.753857,0.009870
31,Lawf2,1.026279,0.983569,0.954003,1.017452,-0.473829,-50.000000,10.508772,193.665634,0.000000,0.981339,0.983569,0.980650,-0.002919
32,Dm3v,1.046913,2.105795,0.954003,0.998698,-0.453040,-50.000000,9.492019,203.334305,0.000000,2.104142,2.105795,2.097864,-0.007931
33,Lai,1.008107,-18.529774,0.954003,0.972867,-0.225175,-50.000000,9.822438,207.531860,0.000000,-18.369598,-18.529774,-19.305632,-0.775858
34,Mi10,1.026717,-2.252200,0.954003,1.041021,-0.273602,-50.000000,9.629431,204.723267,0.000000,-2.244926,-2.252200,-2.255441,-0.003241
35,Mi13,0.993984,0.221672,0.954003,1.031236,0.004344,-50.000000,9.237918,196.452408,0.000000,0.223423,0.221672,0.218758,-0.002914
36,Mi14,1.045032,4.492685,0.954003,0.982904,0.000532,-50.000000,9.694079,194.442413,0.000000,4.479344,4.492685,4.497724,0.005039
37,Mi15,0.992016,-2.508730,0.954003,0.969645,-0.452380,-50.000000,10.135926,201.031158,0.000000,-2.496120,-2.508730,-2.557093,-0.048363
38,Mi2,0.960001,2.233616,0.954003,1.028922,0.220830,-50.000000,10.832851,199.104858,0.000000,2.230608,2.233616,2.232884,-0.000732
39,Tm16,0.990137,-4.614900,0.954003,0.998043,0.286559,-50.000000,9.853140,199.551178,0.000000,-4.598927,-4.614900,-4.620158,-0.005259
40,Tm20,1.020575,0.657383,0.954003,1.009018,0.034875,-50.000000,10.916205,200.907196,0.000000,0.674947,0.657383,0.590449,-0.066934
41,Tm21,0.988890,3.814317,0.954003,1.032945,0.340454,-50.000000,10.253394,202.427490,0.000000,3.809856,3.814317,3.809820,-0.004497
42,Tm27,1.017841,1.503498,0.954003,0.981722,-0.234755,-50.000000,10.841659,190.382095,0.000000,1.497729,1.503498,1.510959,0.007461
43,Tm5a,0.970043,-1.332503,0.954003,1.001224,-0.055727,-50.000000,10.014985,209.091675,0.000000,-1.323182,-1.332503,-1.391642,-0.059139
44,Tm5b,0.965279,-1.859418,0.954003,0.969322,-0.193900,-50.000000,9.731641,194.904053,0.000000,-1.848910,-1.859418,-1.897810,-0.038391
45,Tm5c,0.954245,0.768661,0.954003,0.952834,-0.470409,-50.000000,9.218034,199.629791,0.000000,0.775379,0.768661,0.718443,-0.050218
46,Tm5f,1.047013,1.729663,0.954003,1.030588,0.081263,-50.000000,10.501130,207.588531,0.000000,1.725679,1.729663,1.730132,0.000469
47,TmY10,1.021784,-0.715143,0.954003,0.977919,-0.454835,-50.000000,9.531089,202.820160,0.000000,-0.711138,-0.715143,-0.720695,-0.005552
48,TmY11,0.975024,-9.782505,0.954003,1.027785,0.108600,-50.000000,9.285029,201.681488,0.000000,-9.750613,-9.782505,-9.789436,-0.006931
49,TmY14,0.993014,10.419258,0.954003,0.957736,0.268832,-50.000000,9.278836,203.883118,0.000000,10.392878,10.419258,10.427546,0.008287
50,TmY15,1.024801,11.006874,0.954003,0.976997,-0.019359,-50.000000,10.074883,198.024658,0.000000,10.976096,11.006874,11.021464,0.014590
51,TmY3,0.973286,5.806138,0.954003,0.964996,0.363307,-50.000000,9.231901,208.418289,0.000000,5.797075,5.806138,5.804453,-0.001685
52,TmY4,0.964477,1.627810,0.954003,1.022583,0.200801,-50.000000,10.798919,202.855331,0.000000,1.627520,1.627810,1.623482,-0.004328
53,TmY5a,1.035523,6.011206,0.954003,1.036299,0.174301,-50.000000,10.660802,190.327805,0.000000,5.992316,6.011206,6.022170,0.010964
54,TmY9q,1.036247,2.544502,0.954003,1.030654,-0.281822,-50.000000,10.062881,191.069641,0.000000,2.540299,2.544502,2.540872,-0.003630
55,TmY9q__perp,1.015517,2.584801,0.954003,1.004389,-0.298470,-50.000000,9.292094,199.938919,0.000000,2.580090,2.584801,2.581563,-0.003239
