idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,3.417302,-0.034200,0.991565,0.091571,11.983382,983.064042,0.000000,1.000000
1,R7,1.000000,7.798795,-0.055020,0.950088,-0.174800,59.352741,1046.155131,0.000000,0.936158
2,R8,1.000000,7.168757,-0.027982,1.011609,0.345100,28.731096,989.759490,0.000000,0.781853
3,L1,1.000000,6.894467,7.833092,0.246127,0.058283,33.325919,224.013382,0.000000,0.355146
4,L2,1.000000,10.000000,14.423633,1.181153,0.427313,10.000000,216.409238,0.000000,1.000000
5,L3,1.000000,3.111376,6.042249,0.306887,-0.330132,38.813371,1053.279438,0.000000,0.969975
6,L4,1.000000,10.000000,-3.984397,0.484849,0.249277,10.000000,229.102221,0.000000,0.430244
7,L5,1.000000,10.000000,-6.754176,0.687171,-0.035879,10.000000,189.586491,0.000000,0.854891
8,Mi1,1.000000,4.734578,-1.055278,1.154506,-0.173642,10.000000,1040.177736,0.000000,0.792051
9,Mi4,1.000000,8.353759,-0.000928,0.890282,0.983636,12.980197,1072.081921,0.000000,1.000000
10,Mi9,1.000000,4.241891,12.670343,0.468699,-0.151385,15.309634,1057.915581,0.000000,0.496498
11,T1,1.000000,0.241240,-1.074365,0.958611,-0.402274,49.590309,992.679637,0.000000,0.010000
12,T2,1.000000,0.738895,-0.548100,0.953611,-0.452564,48.112576,1006.329136,0.000000,0.024013
13,T2a,1.000000,9.761261,4.715996,1.031163,-0.321264,10.000000,955.004793,0.000000,1.000000
14,T3,1.000000,0.729317,-0.677029,0.959388,-0.155277,47.992446,994.226168,0.000000,0.010000
15,T4a,1.000000,6.474265,0.364114,0.976962,0.240113,10.000000,968.224330,0.000000,0.933755
16,T4b,1.000000,6.821726,0.237910,1.034639,-0.353393,10.000000,956.884061,0.000000,0.924978
17,T4c,1.000000,0.889237,-0.799044,0.973068,-0.086553,48.902452,1003.455390,0.000000,0.010000
18,T4d,1.000000,0.967310,-0.876878,1.017882,-0.499141,51.446037,1002.752299,0.000000,0.044029
19,T5a,1.000000,0.706822,-0.924472,0.981728,0.135351,48.952836,999.307943,0.000000,0.010000
20,T5b,1.000000,1.043508,-0.385848,1.022792,0.420940,48.483286,999.084271,0.000000,0.506392
21,T5c,1.000000,1.017984,0.278103,1.013175,-0.073091,48.023486,1009.512509,0.000000,0.505834
22,T5d,1.000000,0.991651,-0.130517,1.003954,0.109487,48.090298,994.028884,0.000000,0.477259
23,Tm1,1.000000,5.225811,-0.038878,1.533587,0.594296,17.854136,1034.448477,0.000000,0.879066
24,Tm2,1.000000,1.705758,5.909055,0.317961,0.047990,10.000000,944.387689,0.000000,0.501219
25,Tm20,1.000000,8.952299,6.077014,0.952557,-0.136571,81.093684,1055.796455,0.000000,1.000000
26,Tm21,1.000000,9.994931,1.708117,1.001800,0.048075,72.218487,1028.057093,0.000000,0.994578
27,Tm3,1.000000,5.349029,4.560769,0.194285,-0.197934,10.000000,951.234664,0.000000,0.606061
28,Tm4,1.000000,10.000000,7.804953,0.545054,0.453952,10.000000,974.077996,0.000000,0.488734
29,Tm9,1.000000,6.416276,1.342269,1.015463,0.564803,39.317906,1067.404460,0.000000,0.783035
30,C2,1.000000,0.558059,-0.850759,1.032641,0.274058,50.091654,1008.913541,0.000000,0.010000
31,C3,1.000000,1.618656,-1.555052,1.030519,-0.151200,52.121742,1002.403522,0.000000,0.010000
32,Lawf1,1.000000,10.000000,0.368815,1.037383,-0.082441,10.000000,941.249958,0.000000,1.000000
33,Lawf2,1.000000,0.845432,-0.935304,0.957733,-0.220649,50.776308,1001.820899,0.000000,0.010000
