idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
15,T2a,0.427695,0.387867,0.957521,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
16,T3,0.100000,0.100000,1.042700,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
17,T4a,0.977624,1.033583,0.960825,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
18,T4b,0.792837,1.315542,1.032200,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
19,T4c,1.064927,1.540036,0.965496,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
20,T4d,0.839679,0.830640,0.992604,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
21,T5a,2.760803,3.570398,1.048887,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
22,T5b,0.937615,1.610032,0.981508,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
23,T5c,5.959458,5.549380,0.982601,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
24,T5d,4.993342,6.664115,0.960741,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
25,Tm1,0.157120,0.384393,1.889423,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
26,Tm2,0.221240,0.339192,1.220395,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
27,Tm20,2.815921,1.163853,0.968814,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
28,Tm21,1.728074,1.802848,0.956891,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
29,Tm3,0.517333,0.597636,4.874990,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
30,Tm4,0.369192,0.100000,4.176283,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
31,Tm9,3.671838,0.267924,1.356725,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
