idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.234532,0.554434,0.998450,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
1,C3,0.100000,0.100000,0.957477,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
2,L1,2.366977,5.293791,4.411853,56.782435,36.319882,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
3,L2,1.516845,1.709025,5.697314,52.775112,48.202714,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
4,L3,4.628714,0.824356,3.516599,47.087719,46.604444,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
5,L4,14.433659,0.657784,12.642020,48.331799,48.859911,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
6,L5,5.032954,1.526269,4.746628,52.025807,44.867971,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
7,Mi1,0.100000,1.210300,3.824067,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
8,Mi4,0.100000,0.100000,0.100000,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
9,Mi9,1.976674,1.200138,1.149378,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
10,R1-6,4.438323,3.565994,0.988711,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
11,R7,0.310036,1.122177,1.019580,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
12,R8,0.577417,1.143793,1.010384,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
13,T1,0.100000,0.100000,1.018972,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
14,T2,1.011385,0.722369,0.979519,0.000000,0.000000,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995,-46.392027,-0.200000,-48.901971,-43.301256,-0.200000,-49.326995
