idx,ctype,in_gain,out_gain,out_scale,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,5.000000,0.954265,15.555288,9995.684257,-0.475675,1.000000
1,R7,1.000000,5.000000,0.996496,10.000000,10000.000000,-0.451307,1.000000
2,R8,1.000000,5.000000,1.009224,27.115505,10000.000000,0.643578,1.000000
3,L1,1.000000,4.490214,2.559630,26.806080,214.157817,5.776424,4.761371
4,L2,1.000000,3.712837,2.706013,15.332235,218.863193,4.521045,2.889036
5,L3,1.000000,5.000000,5.000000,28.613003,10000.000000,0.937656,1.000000
6,L4,1.000000,1.667155,4.693665,12.935494,174.166345,1.901116,4.334673
7,L5,1.000000,2.032132,1.590874,10.409436,198.336098,-0.034192,2.319099
8,Mi1,1.000000,2.156499,1.453715,23.764351,10000.000000,1.862058,1.000000
9,Mi4,1.000000,5.000000,2.764169,16.960605,10000.000000,3.427083,1.000000
10,Mi9,1.000000,5.000000,5.000000,30.140038,10000.000000,0.055999,1.000000
11,T1,1.000000,0.639058,1.022954,53.291621,9999.874550,-3.231560,1.000000
12,T2,1.000000,1.370808,0.954544,46.774249,9995.153824,1.154398,1.000000
13,T2a,1.000000,3.613568,0.954945,10.000000,9961.628223,-0.232620,1.000000
14,T3,1.000000,5.000000,0.964022,100.000000,9933.146856,-5.299566,1.000000
15,T4a,1.000000,0.898394,1.011858,51.019398,9992.646316,-0.663497,1.000000
16,T4b,1.000000,3.963995,1.010269,34.635004,9971.932121,9.501682,1.000000
17,T4c,1.000000,0.500000,1.006386,49.132844,9994.398814,-1.294554,1.000000
18,T4d,1.000000,5.000000,0.997094,48.513987,9994.602164,11.815120,1.000000
19,T5a,1.000000,0.500000,0.960500,49.239577,9999.998517,-3.222600,1.000000
20,T5b,1.000000,0.671364,1.005751,43.214816,9993.455245,-1.389213,1.000000
21,T5c,1.000000,2.251636,0.992028,43.489426,9999.609170,1.421642,1.000000
22,T5d,1.000000,5.000000,1.043532,62.665023,10000.000000,0.777752,1.000000
23,Tm1,1.000000,1.625071,4.083654,22.724720,10000.000000,19.375418,1.000000
24,Tm2,1.000000,3.106486,5.000000,10.000000,9973.430091,15.134913,1.000000
25,Tm20,1.000000,5.000000,1.035537,60.591013,9989.921265,19.140136,1.000000
26,Tm21,1.000000,0.500000,1.045407,49.862894,9999.996816,-1.958479,1.000000
27,Tm3,1.000000,4.172786,4.820838,10.000000,10000.000000,0.050108,1.000000
28,Tm4,1.000000,4.999749,5.000000,10.000000,10000.000000,3.251362,1.000000
29,Tm9,1.000000,0.500000,5.000000,23.797504,9992.046125,6.305994,1.000000
30,C2,1.000000,0.500000,1.016881,55.999193,9998.395637,-2.185213,1.000000
31,C3,1.000000,5.000000,1.005426,43.195651,10000.000000,-1.118862,1.000000
