cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
17,Tm2,2.000000,6.986558,2.785781,0.836876,-10.730235,-39.197227,10.000000,206.657211,0.000000,7.011816,6.986558,0.463395,-6.523163
18,Tm4,1.682794,-8.325144,2.785781,3.991627,-12.993032,-36.778049,10.000000,201.728363,0.000000,-8.459511,-8.325144,-17.597225,-9.272081
19,Tm9,1.382162,7.491105,2.785781,0.156094,1.669504,-51.651440,30.513218,198.107452,0.000000,7.574014,7.491105,3.070925,-4.420180
20,T5a,0.964568,200.000000,2.785781,7.601981,-20.965822,-29.205194,10.000000,203.654327,0.000000,276.599792,330.271301,883.771790,553.500488
21,T5b,1.037620,22.509033,2.785781,5.466660,7.599300,-57.370708,22.355659,192.365814,0.000000,22.395519,22.509033,20.826403,-1.682631
22,T5c,1.004699,67.041451,2.785781,5.304620,1.119998,-50.777023,23.106291,206.194382,0.000000,66.438171,67.041451,59.794758,-7.246693
23,T5d,1.027673,-1.868864,2.785781,5.016274,6.198712,-56.015663,17.872274,205.722946,0.000000,-1.925849,-1.868864,-2.329916,-0.461052
24,T1,1.041854,-3.471078,2.785781,0.763820,-10.353243,-39.170116,26.937624,200.625961,0.000000,-3.124646,-3.471078,-22.296362,-18.825284
25,T2,0.999167,17.062262,2.785781,0.829304,-4.724205,-45.608673,32.498558,190.401825,0.000000,17.041140,17.062262,24.012274,6.950012
26,T2a,0.959739,8.565824,2.785781,2.660297,-5.528080,-44.679974,19.499033,194.960602,0.000000,8.616575,8.565824,10.236532,1.670709
27,T3,1.009148,25.912563,2.785781,0.619209,-1.210380,-48.327671,20.837315,207.706207,0.000000,25.705212,25.912563,22.365805,-3.546759
28,C2,1.031919,-58.828159,2.785781,1.845675,-6.299252,-43.713490,10.000000,203.662598,0.000000,-58.728428,-58.828159,-40.666615,18.161545
29,C3,0.962766,-60.547356,2.785781,1.726603,-3.656577,-46.539490,10.000000,201.777756,0.000000,-60.291698,-60.547356,-41.223621,19.323734
30,Lawf1,1.002224,-4.895667,2.785781,1.217235,-18.203756,-31.629515,10.000000,195.405869,0.000000,-2.486346,-4.895667,-18.691399,-13.795732
31,Lawf2,0.987450,14.254730,2.785781,0.569254,-6.806960,-42.821846,10.000000,201.267639,0.000000,13.943929,14.254730,7.681179,-6.573551
32,Dm3v,0.992276,36.758774,2.785781,3.126899,-2.596881,-47.205143,18.591885,202.283112,0.000000,36.319492,36.758774,26.389900,-10.368874
33,Lai,0.996363,-157.721451,2.785781,0.162679,-1.069302,-48.993530,10.000000,195.440750,0.000000,-156.439377,-157.721451,-172.373184,-14.651733
34,Mi10,0.961423,7.066303,2.785781,0.118109,-6.790336,-42.993958,14.731281,199.717422,0.000000,6.848671,7.066303,5.070044,-1.996259
35,Mi13,1.047786,0.130613,2.785781,0.273849,-3.987704,-46.328583,35.056805,207.654709,0.000000,0.628589,0.130613,-7.010699,-7.141312
36,Mi14,0.987604,72.023491,2.785781,2.727312,-2.667525,-47.722878,13.655046,194.804047,0.000000,70.853287,72.023491,56.118946,-15.904545
37,Mi15,0.987342,-29.090816,2.785781,1.936524,-1.725140,-48.330704,12.932889,206.505020,0.000000,-28.865608,-29.090816,-25.101511,3.989305
38,Mi2,1.020933,-15.797198,2.785781,1.011066,-14.206956,-35.322155,10.000000,204.507797,0.000000,-15.970473,-15.797198,-13.812518,1.984680
39,Tm16,0.980096,-26.515921,2.785781,6.959686,-18.776588,-31.354052,50.426559,205.433014,0.000000,-26.282137,-26.515921,-84.965111,-58.449190
40,Tm20,1.009765,-8.749364,2.785781,6.721544,-16.918665,-33.328590,41.124359,200.211960,0.000000,-9.186678,-8.749364,-24.185843,-15.436479
41,Tm21,1.004144,113.458473,2.785781,4.650099,-0.133684,-50.254532,38.872116,208.737793,0.000000,108.976471,113.458473,143.782669,30.324196
42,Tm27,0.954652,16.240799,2.785781,1.182071,-10.538008,-39.280094,10.000000,193.281235,0.000000,15.118946,16.240799,1.840145,-14.400654
43,Tm5a,1.042006,200.000000,2.785781,9.999526,20.421759,-70.740929,20.047836,190.531769,0.000000,558.539551,817.294556,6622.574219,5805.279663
44,Tm5b,1.010586,-12.159795,2.785781,9.865530,17.692583,-68.177834,30.886038,203.992249,0.000000,-12.143844,-12.159795,-10.827615,1.332180
45,Tm5c,1.003587,25.332962,2.785781,4.303809,-4.312521,-46.061134,30.041750,193.210449,0.000000,25.713253,25.332962,19.195234,-6.137728
46,Tm5f,1.036302,200.000000,2.785781,1.520030,8.147297,-57.649708,19.782806,196.728424,0.000000,188.692871,224.915131,944.522156,719.607025
47,TmY10,1.035552,4.419803,2.785781,1.312226,-7.021038,-43.466938,10.000000,207.529266,0.000000,4.589845,4.419803,-28.089548,-32.509351
48,TmY11,0.996641,-10.913527,2.785781,3.327475,-25.164528,-24.886595,10.000000,195.024323,0.000000,-11.315193,-10.913527,-138.511002,-127.597475
49,TmY14,0.991210,200.000000,2.785781,0.179622,-12.922404,-37.528503,13.141380,207.424133,0.000000,571.326416,670.318176,1595.698364,925.380188
50,TmY15,1.041455,12.863406,2.785781,4.201589,-14.724960,-35.317604,10.000000,208.595215,0.000000,13.598061,12.863406,11.184359,-1.679048
51,TmY3,0.978747,13.242848,2.785781,9.984645,8.084370,-57.888123,10.000000,196.489578,0.000000,15.197234,13.242848,4.303584,-8.939264
52,TmY4,1.019408,200.000000,2.785781,9.183286,7.472652,-57.828163,23.978697,206.048111,0.000000,394.051300,644.138977,5704.144043,5060.005066
53,TmY5a,1.010471,73.125175,2.785781,1.305134,-26.960142,-23.019625,11.595897,199.939606,0.000000,50.945957,73.125175,367.614777,294.489601
54,TmY9q,0.981452,0.742822,2.785781,0.100000,-3.477451,-46.912289,10.931433,205.223770,0.000000,0.600839,0.742822,-0.022639,-0.765461
55,TmY9q__perp,0.964917,143.023041,2.785781,3.266577,-27.532133,-22.356234,24.767544,209.298447,0.000000,115.744453,143.023041,703.008240,559.985199
