cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.979325,12.260800,2.785781,1.521119,-7.838666,-42.178165,14.457701,202.394592,0.000000,12.215995,12.260800,16.190155,3.929355
1,R7,1.017565,-16.306767,2.785781,10.000000,-35.186981,-14.355728,18.801275,198.536255,0.000000,-16.340014,-16.306767,-12.265739,4.041027
2,R8,1.046883,-0.571814,2.785781,5.553043,-20.490156,-29.141016,40.957008,202.385406,0.000000,-0.593496,-0.571814,2.374852,2.946667
3,L1,2.000000,-17.931520,2.785781,2.823049,-17.874014,-31.630840,10.000000,221.100174,1.000000,-17.874012,-17.931520,-24.465752,-6.534231
4,L2,2.000000,-18.194757,2.785781,2.973118,-17.350128,-32.971603,10.000000,227.702316,0.993388,-18.138832,-18.194757,-25.444935,-7.250177
5,L3,2.000000,-20.661001,2.785781,4.394881,-20.889315,-28.841991,19.118866,196.777527,0.000000,-20.440714,-20.661001,-24.848141,-4.187140
6,L4,0.700981,-3.881477,2.785781,0.916732,-3.866863,-46.126915,10.000000,227.132065,1.000000,-3.866863,-3.881477,-8.540303,-4.658827
7,L5,1.980070,-30.492611,2.785781,3.461472,-24.871309,-24.924023,10.000000,209.336533,0.769641,-30.529869,-30.492611,-21.721504,8.771107
8,Mi1,2.000000,-17.189795,2.785781,0.288014,-7.506779,-42.829624,17.234922,199.635895,0.000000,-17.155609,-17.189795,-8.815167,8.374627
9,Tm3,1.481950,-8.934256,2.785781,1.434676,-5.060841,-44.776337,10.000000,206.171463,0.000000,-8.888601,-8.934256,2.599112,11.533367
10,Mi4,2.000000,-26.596928,2.785781,7.565593,-25.337572,-24.594616,10.000000,202.995728,0.000000,-26.549366,-26.596928,-17.113033,9.483894
11,Mi9,2.000000,-12.373701,2.785781,2.253716,-19.680542,-30.037308,18.148928,202.975769,0.000000,-12.362223,-12.373701,-18.317236,-5.943535
12,T4a,0.977248,-1.672618,2.785781,0.857534,-1.885724,-48.250813,10.234982,191.692993,0.000000,-1.751737,-1.672618,-7.151676,-5.479058
13,T4b,1.026773,-7.060841,2.785781,0.887415,-4.841291,-44.897987,10.075077,204.495453,0.000000,-7.014164,-7.060841,2.735964,9.796805
14,T4c,0.958304,-31.800102,2.785781,4.110057,-14.041710,-36.274445,10.000000,191.720947,0.000000,-31.502855,-31.800102,-26.604296,5.195807
15,T4d,0.988920,10.568981,2.785781,7.585795,5.414802,-55.223171,11.587065,196.461014,0.000000,10.668531,10.568981,14.521600,3.952619
16,Tm1,2.000000,2.093707,2.785781,0.845089,-12.513335,-37.574440,10.000000,207.420151,0.000000,2.087679,2.093707,-6.261151,-8.354858
