,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,10.000000,,,1.723490,1.457646,2.354414,4.131457,,,,,,,,,,,,,,,,,,0.132144,,,,2.532903,1.824200,,,,2.443504,,,,,,,,,,,,,,,,,,,,,,
R7,,,8.349670,6.088023,,4.523159,,,0.100000,,0.100000,2.656061,,,,,,,,,,,,,,,,,,0.100000,0.100000,,,1.043360,0.657159,,,0.100000,10.000000,,0.914626,,1.039594,1.058409,0.131569,10.000000,1.019867,,,,,,,,,
R8,,1.611930,9.673849,8.926349,0.100000,8.602776,,1.330088,0.100000,,0.100000,7.065846,,,,,,,,,,,,,0.647766,,,,3.120404,0.100000,7.848507,0.100000,,,0.409993,,0.100000,0.561526,10.000000,,5.898276,1.025547,,,2.832644,5.017511,,1.007298,,9.856623,,,,,0.994533,
L1,0.260431,0.100000,10.000000,0.100000,1.958330,0.343567,0.100000,4.307127,2.012461,1.083461,0.312799,,,,,,0.100000,0.100000,,,,,,,8.420917,0.100000,7.251115,,2.305258,8.829094,,0.100000,,2.092266,,,,0.100000,2.195178,,,,1.048619,,,,,,,,,3.961771,,,,
L2,4.093453,,8.322182,0.100000,0.100000,0.487694,10.000000,0.100000,0.100000,0.100000,2.824802,0.909149,,,,,1.097880,1.086851,0.850173,,,,,,0.100000,0.100000,6.445520,,0.100000,0.100000,,,,0.100000,,0.100000,0.100000,,0.720417,,0.100000,,,,0.100000,,,,,,,0.102059,,,,
L3,,8.526729,5.028436,5.629073,5.811688,,,,3.005510,,0.100000,3.651865,,,,,5.831492,2.165380,10.000000,6.717751,,,,,7.671596,,,,0.100000,6.896822,0.100000,,4.277426,,1.010855,4.675755,,1.039750,1.949985,1.035061,0.274772,1.020375,0.967966,0.167076,0.996181,9.582753,10.000000,0.330233,,,,,1.034667,,0.100003,10.000000
L4,1.242252,,,7.301809,2.178748,6.065974,10.000000,8.628653,0.434001,,,0.100000,,,,,0.100000,2.911275,4.429315,0.100000,,,,,,4.862606,,,,0.100000,0.630334,10.000000,,,,10.000000,10.000000,,,,,,0.991595,,,,,,,,,2.929391,,,,
L5,,,,0.759737,0.100000,,,6.031430,6.273290,9.183528,7.598686,0.100000,,,,,0.100000,0.100000,0.100000,,,,,,9.884815,1.986328,0.100000,,0.100000,0.902654,0.144474,0.100000,,1.000649,1.032888,10.000000,10.000000,5.903760,0.100000,,1.413874,0.124188,0.128572,,1.017021,,,,0.100000,8.233489,10.000000,3.209127,,0.100000,,
Mi1,,1.982559,10.000000,4.229339,10.000000,,,0.100000,6.908098,0.100000,10.000000,0.100000,0.100000,1.430722,9.888585,9.998669,0.100000,2.849261,0.100000,,,,,,10.000000,0.100000,0.100000,0.100000,1.206255,0.100000,0.100000,0.100000,9.124234,,1.027124,0.100000,8.521675,0.171144,10.000000,,0.472739,0.995096,0.251555,,,10.000000,,0.973149,1.048340,9.999085,0.100000,0.100000,10.000000,0.100000,0.100000,0.873790
Tm3,,,,0.100000,0.100000,,,,0.100000,4.050567,0.100000,0.100000,0.100000,9.183262,7.698504,0.100000,,,0.100000,,,0.981412,,1.043135,,0.100000,9.103254,0.158551,0.100000,5.806990,9.998799,1.128556,,,0.963835,8.707346,5.521492,,,0.971768,,,0.100000,,,,0.970004,,10.000000,1.938393,3.357164,2.836364,,0.100000,,
