idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.053882,3.062766,-39.074539,0.969429,0.000000,10.000000,200.676066,-50.000000,0.000000,-29.503890,-29.503413
1,R7,1.053882,4.795546,-33.367163,0.957608,0.000000,10.280283,194.910446,-50.000000,0.000000,-30.002026,-30.002280
2,R8,1.053882,10.000000,-30.000000,1.014305,0.000000,39.549263,201.190921,-50.000000,0.000000,-30.878704,-30.878296
3,L1,1.053882,1.905429,-40.904515,3.925861,0.000000,11.322133,221.576354,0.600000,0.600000,-12.148950,-12.146801
4,L2,1.053882,3.916146,-32.591486,2.770889,0.000000,10.000000,173.077809,0.600000,0.600000,-10.842545,-10.843585
5,L3,1.053882,0.686203,-69.316148,0.582951,0.000000,10.000000,209.781481,-50.000000,0.000000,-38.708428,-37.757316
6,L4,1.053882,1.696324,-58.338964,0.732393,0.000000,11.131694,212.922196,-20.000000,1.000000,-20.000000,-20.001913
7,L5,1.053882,3.115357,-45.450006,2.279923,0.000000,10.000000,191.534534,-20.000000,1.000000,-20.000000,-20.023785
8,Mi1,1.053882,1.953477,-44.247507,1.269220,0.000000,12.611940,207.553522,-50.000000,0.000000,-42.989363,-42.985011
9,Tm3,1.053882,9.963075,-30.076733,0.690675,0.000000,10.000000,203.734062,-50.000000,0.000000,-36.393477,-36.349790
10,Mi4,1.053882,6.194526,-54.938027,1.618231,0.000000,10.000000,191.804673,-50.000000,0.000000,-51.587023,-54.370843
11,Mi9,1.053882,7.936906,-53.047584,1.301417,0.000000,13.698102,200.319039,-50.000000,0.000000,-45.477297,-45.424028
12,T4a,1.053882,5.225556,-50.635257,0.977008,0.000000,10.000000,207.104011,-50.000000,0.000000,-49.508178,-49.079199
13,T4b,1.053882,0.295490,-47.498730,1.019666,0.000000,42.015594,203.807317,-50.000000,0.000000,-50.864921,-50.777523
14,T4c,1.053882,8.311161,-41.949733,1.043955,0.000000,10.000000,197.995156,-50.000000,0.000000,-52.457507,-51.841774
15,T4d,1.053882,3.417013,-61.432477,1.014624,0.000000,12.996273,195.629207,-50.000000,0.000000,-49.919461,-49.615334
16,Tm1,1.053882,1.145701,-54.112113,1.337020,0.000000,12.957827,201.948412,-50.000000,0.000000,-31.932943,-32.269783
17,Tm2,1.053882,3.695620,-50.735372,0.845335,0.000000,10.000000,194.176797,-50.000000,0.000000,-39.573754,-39.563210
18,Tm4,1.053882,0.864511,-47.585803,1.143367,0.000000,10.000000,206.966578,-50.000000,0.000000,-21.564330,-21.588279
