idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.942929,1.482748,-30.000000,1.010400,0.000000,15.306740,206.975446,0.000000,0.000000,20.079665,20.181609
1,R7,1.942929,3.456819,-31.305623,1.002937,0.000000,18.686849,201.948776,0.000000,0.000000,-9.562242,-10.577025
2,R8,1.942929,3.221785,-30.632755,1.035077,0.000000,32.280238,197.653483,0.000000,0.000000,14.466935,15.008531
3,L1,1.942929,2.642797,-44.427104,0.423814,0.000000,25.954643,189.576565,0.000000,0.600000,-12.141340,-12.071097
4,L2,1.942929,3.918488,-48.579535,1.141234,0.000000,10.000000,183.198542,0.000000,0.600000,-24.393518,-24.783650
5,L3,1.942929,2.070836,-48.555212,0.521596,0.000000,24.007178,207.985587,0.000000,0.000000,-9.000220,-11.252092
6,L4,1.942929,0.280504,-47.518701,0.245898,0.000000,10.000000,174.746679,0.000000,1.000000,0.000000,-0.102317
7,L5,1.942929,2.174673,-43.788582,0.960857,0.000000,10.000000,182.143779,0.000000,1.000000,0.000000,0.163259
8,Mi1,1.942929,3.330181,-39.374891,0.319458,0.000000,19.226813,204.585065,0.000000,0.000000,-16.213729,-15.582702
9,Tm3,1.942929,3.441474,-39.064972,0.129540,0.000000,10.000000,202.124863,0.000000,0.000000,-16.528442,-16.207982
10,Mi4,1.942929,1.567984,-50.005130,0.480992,0.000000,10.000000,198.045206,0.000000,0.000000,11.976729,14.990015
11,Mi9,1.942929,3.937605,-43.994085,0.378871,0.000000,21.313540,196.195174,0.000000,0.000000,7.132885,5.006035
12,T4a,1.942929,4.379838,-49.856143,0.977163,0.000000,53.366552,193.428702,0.000000,0.000000,17.367197,26.213600
13,T4b,1.942929,6.551893,-47.147129,1.024499,0.000000,43.165349,201.179771,0.000000,0.000000,-25.516047,-10.168698
14,T4c,1.942929,2.176918,-45.604190,1.048066,0.000000,42.843397,190.893895,0.000000,0.000000,-24.544819,-17.493323
15,T4d,1.942929,5.218981,-51.015806,1.026457,0.000000,38.234848,199.322099,0.000000,0.000000,15.123358,22.919793
16,Tm1,1.942929,1.206680,-45.202526,0.684186,0.000000,10.227030,205.017356,0.000000,0.000000,0.886652,-0.773749
17,Tm2,1.942929,3.176496,-46.242841,0.395839,0.000000,10.000000,194.780352,0.000000,0.000000,-15.826395,-13.969536
18,Tm4,1.942929,4.228936,-49.648033,0.454742,0.000000,10.000000,190.528990,0.000000,0.000000,-9.150269,-9.387749
19,Tm9,1.942929,2.010133,-47.412570,0.181095,0.000000,12.650530,206.798140,0.000000,0.000000,-1.554283,-4.930657
20,T5a,1.942929,1.845249,-49.656350,0.991705,0.000000,10.000000,200.938167,0.000000,0.000000,21.179110,21.283057
21,T5b,1.942929,2.207030,-49.474785,0.959804,0.000000,41.003625,204.748544,0.000000,0.000000,14.025326,14.954139
22,T5c,1.942929,0.121849,-47.847267,1.037635,0.000000,35.374904,201.104618,0.000000,0.000000,-3.625850,-2.634902
