idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
23,T5d,1.942929,1.767665,-48.820057,1.017201,0.000000,26.454684,208.403240,0.000000,0.000000,-4.214454,-2.542342
24,T1,1.942929,1.547534,-49.427266,1.039394,0.000000,32.637836,209.881798,0.000000,0.000000,-34.598602,-33.654208
25,T2,1.942929,3.051672,-50.983824,0.970699,0.000000,70.574289,197.580085,0.000000,0.000000,56.155811,62.617560
26,T2a,1.942929,3.141285,-52.080583,1.045259,0.000000,29.969840,197.291028,0.000000,0.000000,25.330682,23.411108
27,T3,1.942929,2.354105,-51.741775,1.049325,0.000000,38.960710,197.514219,0.000000,0.000000,51.206567,48.177228
28,C2,1.942929,2.517485,-52.449267,0.956337,0.000000,51.738554,205.454945,0.000000,0.000000,0.626439,0.627694
29,C3,1.942929,2.077702,-51.010268,0.989727,0.000000,17.295151,199.259246,0.000000,0.000000,4.358783,4.147719
30,Lawf1,1.942929,3.349194,-40.432004,1.004868,0.000000,70.751473,200.597013,0.000000,0.000000,5.983678,2.004813
31,Lawf2,1.942929,3.453239,-46.330488,0.971957,0.000000,53.249663,192.810633,0.000000,0.000000,6.384394,-0.137969
32,Dm3v,1.942929,3.586438,-43.676136,0.997592,0.000000,10.000000,203.191422,0.000000,0.000000,29.858266,26.390624
33,Lai,1.942929,1.093715,-46.424315,1.021522,0.000000,10.000000,201.701419,0.000000,0.000000,65.281687,47.600544
34,Mi10,1.942929,2.448088,-50.063803,0.979622,0.000000,52.529190,205.064473,0.000000,0.000000,-42.833988,-36.728854
35,Mi13,1.942929,2.034381,-47.204343,1.049100,0.000000,24.227839,209.300790,0.000000,0.000000,14.014289,10.863670
36,Mi14,1.942929,3.027320,-45.511185,1.015739,0.000000,27.163667,202.674115,0.000000,0.000000,89.723092,83.881477
37,Mi15,1.942929,6.064123,-49.984125,0.963156,0.000000,57.775353,204.276686,0.000000,0.000000,-50.225024,-46.887249
38,Mi2,1.942929,3.719629,-45.425065,0.981952,0.000000,28.800914,195.644428,0.000000,0.000000,8.567706,8.435661
39,Tm16,1.942929,6.731429,-51.602787,0.963018,0.000000,69.319209,194.644837,0.000000,0.000000,-51.459302,-57.363945
40,Tm20,1.942929,3.349905,-49.371934,1.021273,0.000000,14.019757,198.238446,0.000000,0.000000,-39.277787,-42.839705
41,Tm21,1.942929,4.903170,-51.138777,0.950937,0.000000,39.897276,190.538239,0.000000,0.000000,186.978201,204.204956
42,Tm27,1.942929,1.625713,-50.526065,1.006743,0.000000,50.678373,201.815726,0.000000,0.000000,-14.192843,-10.492238
43,Tm5a,1.942929,4.221125,-52.923579,1.008968,0.000000,38.720734,208.582801,0.000000,0.000000,11.223450,11.227992
44,Tm5b,1.942929,5.023275,-50.219390,1.000801,0.000000,43.041222,206.095614,0.000000,0.000000,-28.961761,-25.598727
45,Tm5c,1.942929,3.456726,-46.039451,0.955287,0.000000,60.678981,196.072238,0.000000,0.000000,22.238657,18.666219
46,Tm5f,1.942929,2.409083,-51.360712,0.966807,0.000000,37.918188,192.093194,0.000000,0.000000,13.677386,12.914657
47,TmY10,1.942929,1.182412,-50.300972,1.039542,0.000000,10.000000,206.792914,0.000000,0.000000,1.690325,1.089225
48,TmY11,1.942929,8.883797,-53.307430,1.022297,0.000000,42.917258,199.965161,0.000000,0.000000,-114.562943,-111.974458
49,TmY14,1.942929,3.791451,-49.858785,0.961908,0.000000,37.774122,190.696789,0.000000,0.000000,-109.330725,-68.844841
50,TmY15,1.942929,3.214142,-46.337101,0.981929,0.000000,61.332868,197.025962,0.000000,0.000000,141.126937,129.151143
51,TmY3,1.942929,2.043885,-50.248598,1.000529,0.000000,49.758196,196.156953,0.000000,0.000000,-31.878334,-23.843300
52,TmY4,1.942929,3.664028,-49.918391,1.034662,0.000000,50.703776,191.670771,0.000000,0.000000,-33.147422,-24.936899
53,TmY5a,1.942929,2.449589,-45.368000,1.016366,0.000000,35.156596,203.957089,0.000000,0.000000,86.694296,96.320315
54,TmY9q,1.942929,0.100000,-48.693512,1.019281,0.000000,50.245136,199.304021,0.000000,0.000000,3.794981,3.764788
55,TmY9q__perp,1.942929,1.249727,-49.447934,1.034787,0.000000,27.227193,191.291689,0.000000,0.000000,18.282579,20.511196
