idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,1.661773,1.441493,0.987482,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
1,C3,0.199874,0.250383,0.967519,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
2,L1,6.230358,5.843530,2.719175,47.265069,49.860300,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
3,L2,6.094611,3.722218,1.929811,52.121951,53.360162,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
4,L3,2.173113,0.128869,0.453724,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
5,L4,4.818895,0.100000,4.447341,52.885253,50.205292,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
6,L5,0.100000,0.100000,0.100000,53.026835,55.685135,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
7,Mi1,0.195796,0.290013,1.245448,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
8,Mi4,0.580499,0.100000,1.978469,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
9,Mi9,2.289709,2.580522,0.675328,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
10,R1-6,0.100000,4.074251,0.982370,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
11,R7,0.100000,4.000499,1.027074,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
12,R8,3.722930,0.100000,0.988685,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
13,T1,0.933194,0.100000,1.005380,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
14,T2,0.100000,0.100000,0.951786,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
15,T2a,0.100000,0.100000,1.015733,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
16,T3,0.100000,0.100000,1.045912,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
17,T4a,0.100000,0.100000,1.011576,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
18,T4b,0.100000,0.100000,1.040371,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
19,T4c,0.100000,0.100000,0.989323,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
20,T4d,0.522781,0.508558,1.042414,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
21,T5a,0.470786,0.462505,0.997245,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
22,T5b,0.100000,0.100000,0.957474,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
23,T5c,0.286844,0.311461,1.028670,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
24,T5d,0.498332,0.500401,1.019976,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
25,Tm1,0.100000,0.524819,1.068262,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
26,Tm2,0.329534,0.383541,0.368799,0.000000,0.000000,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798,-52.137268,-0.200000,-55.649600,-52.368702,-0.200000,-49.231798
