idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.000000,2.333999,-19.723222,0.994194,0.433196,13.486943,192.329405,0.000000,0.000000,20.092516,20.092529
1,R7,1.000000,8.409769,-20.000000,1.008937,0.191754,46.189938,199.572295,0.000000,0.000000,20.000826,20.000826
2,R8,1.000000,3.385197,-19.997093,1.018600,0.428865,16.920484,205.753666,0.000000,0.000000,19.999256,19.999256
3,L1,1.000000,4.622768,3.863322,0.527050,-0.026110,18.471920,180.907154,0.000000,0.600000,-0.011865,-0.134426
4,L2,1.000000,2.691396,5.132926,0.752188,-0.189267,10.000000,159.757752,0.000000,0.600000,-0.205879,-0.203876
5,L3,1.000000,6.103503,1.391768,1.462475,-2.235637,29.327480,199.588146,0.000000,0.000000,-0.120926,-0.121061
6,L4,1.000000,3.755924,-1.509369,0.100000,0.115852,10.000000,216.288712,0.000000,1.000000,0.000000,0.000057
7,L5,1.000000,8.842818,0.895531,0.616231,-0.777715,24.856123,206.966184,0.000000,1.000000,0.000000,-0.003475
8,Mi1,1.000000,6.775144,-2.940432,0.969444,-8.056329,29.776432,205.668384,0.000000,0.000000,-7.461063,-7.454657
9,Tm3,1.000000,5.235842,-2.602665,0.531140,-0.334864,27.051678,198.869241,0.000000,0.000000,0.249214,0.246096
10,Mi4,1.000000,8.456364,-1.688414,2.300492,-1.128584,22.855489,196.699929,0.000000,0.000000,-0.676142,-0.678732
11,Mi9,1.000000,7.418911,1.166017,0.554414,2.517891,19.357138,193.590703,0.000000,0.000000,2.343646,2.343969
12,T4a,1.000000,7.427410,-3.283012,1.049349,-0.496310,35.357329,206.208005,0.000000,0.000000,-0.033486,-0.182042
13,T4b,1.000000,0.100000,-0.747563,1.029346,0.337303,49.614483,193.753172,0.000000,0.000000,-0.576358,-0.581756
14,T4c,1.000000,10.000000,-5.880647,0.987540,-0.088156,34.871002,204.702620,0.000000,0.000000,-0.158199,-0.413354
15,T4d,1.000000,0.260554,-0.647785,0.991384,0.276702,46.084140,190.212239,0.000000,0.000000,-0.258216,-0.260214
16,Tm1,1.000000,3.936050,1.675034,0.477115,4.893661,23.455193,196.586571,0.000000,0.000000,4.667258,4.675336
17,Tm2,1.000000,2.252411,-0.043082,0.577799,4.244620,24.735192,206.120713,0.000000,0.000000,4.003495,4.003807
18,Tm4,1.000000,6.053888,-1.306408,0.667298,3.498602,24.163528,203.701113,0.000000,0.000000,3.387056,3.387186
19,Tm9,1.000000,0.100000,-0.316641,0.411900,1.883400,21.899895,195.414099,0.000000,0.000000,1.405707,1.406401
20,T5a,1.000000,0.100000,-1.819206,1.014130,0.461965,49.153720,192.817680,0.000000,0.000000,0.339523,0.339512
21,T5b,1.000000,5.802881,-0.437744,1.046270,0.409955,37.066178,198.805053,0.000000,0.000000,0.209048,0.209036
22,T5c,1.000000,8.480735,8.022101,1.003014,-0.242584,43.859076,199.591142,0.000000,0.000000,1.780542,1.780472
23,T5d,1.000000,10.000000,4.084864,0.964299,-0.009504,53.471870,205.787717,0.000000,0.000000,7.587652,7.587298
24,T1,1.000000,5.158135,-4.170463,0.950681,-0.149555,24.058566,201.429762,0.000000,0.000000,0.331734,0.335251
25,T2,1.000000,7.815812,-0.090057,0.991899,-0.210371,63.581081,194.730688,0.000000,0.000000,3.696396,3.691920
26,T2a,1.000000,4.354463,0.232222,1.043094,0.053315,56.709705,190.868969,0.000000,0.000000,7.545765,7.545666
27,T3,1.000000,4.451228,-5.010798,0.967909,-0.391995,59.761395,206.924580,0.000000,0.000000,6.851707,6.847379
28,C2,1.000000,7.833548,0.114030,1.031975,-0.230621,23.040713,197.756583,0.000000,0.000000,-6.574209,-6.643416
29,C3,1.000000,6.142676,3.860545,1.035372,-0.303914,30.546393,194.193793,0.000000,0.000000,-8.294905,-8.311044
30,Lawf1,1.000000,4.191106,-1.795311,0.970375,-0.464613,14.351829,192.936043,0.000000,0.000000,0.410294,0.410447
31,Lawf2,1.000000,9.697836,1.053009,1.001098,0.159194,76.835762,196.204387,0.000000,0.000000,1.797983,1.797930
32,Dm3v,1.000000,0.100000,-1.436252,0.988435,0.115083,52.757322,203.095909,0.000000,0.000000,0.170491,0.170494
33,Lai,1.000000,1.971375,-3.973812,0.952116,0.281846,66.335133,193.227238,0.000000,0.000000,3.854782,3.855910
34,Mi10,1.000000,0.100000,-1.102425,1.018172,-0.302274,48.258567,197.472228,0.000000,0.000000,-3.187475,-3.187273
35,Mi13,1.000000,0.136359,-1.140762,1.047423,0.136586,51.425613,204.139204,0.000000,0.000000,0.052207,0.052220
36,Mi14,1.000000,0.100000,-1.737143,1.005218,-0.471008,51.686684,208.768894,0.000000,0.000000,0.086903,0.086893
37,Mi15,1.000000,5.757309,6.146921,1.003688,0.150405,31.369179,209.321912,0.000000,0.000000,-1.231639,-1.231935
38,Mi2,1.000000,9.411554,0.861241,1.003769,-0.076574,27.274958,195.487101,0.000000,0.000000,0.257298,0.257480
39,Tm16,1.000000,0.100000,-0.712837,1.046097,-0.250107,52.599664,205.411259,0.000000,0.000000,-1.100032,-1.098977
40,Tm20,1.000000,0.100000,-0.626719,1.003901,0.039416,53.509098,198.795173,0.000000,0.000000,0.044332,0.045001
41,Tm21,1.000000,6.957026,4.336697,0.980137,-0.355036,74.867992,199.082604,0.000000,0.000000,-1.555028,-1.555512
42,Tm27,1.000000,0.100000,-1.721075,0.984505,-0.254942,62.271819,193.865183,0.000000,0.000000,-1.070394,-1.069155
43,Tm5a,1.000000,3.429747,2.215708,1.042912,-0.418252,48.784146,201.902434,0.000000,0.000000,-0.000260,0.000629
44,Tm5b,1.000000,0.748137,-0.720965,0.966651,0.144742,51.831300,207.935870,0.000000,0.000000,-0.145137,-0.145112
45,Tm5c,1.000000,5.298236,0.033720,0.966051,-0.333084,40.878887,208.560963,0.000000,0.000000,1.115847,1.116187
46,Tm5f,1.000000,1.541018,-0.968928,0.994086,0.115359,47.729536,192.223035,0.000000,0.000000,0.110560,0.111546
47,TmY10,1.000000,7.180929,0.429719,1.009699,-0.380128,59.458636,209.613785,0.000000,0.000000,0.725816,0.729737
48,TmY11,1.000000,0.182715,-0.680793,0.987232,0.185174,43.353638,203.445729,0.000000,0.000000,-3.173473,-3.172114
49,TmY14,1.000000,9.809274,-0.624905,0.975168,0.451688,57.467160,193.290205,0.000000,0.000000,1.031086,1.031184
50,TmY15,1.000000,3.927197,0.093135,0.982850,-0.161810,11.901433,201.637558,0.000000,0.000000,2.487813,2.487778
51,TmY3,1.000000,9.972909,1.138928,1.000104,0.252883,81.524531,205.760466,0.000000,0.000000,1.181207,1.189176
52,TmY4,1.000000,2.634721,-2.104102,0.963302,0.488793,47.952749,198.705585,0.000000,0.000000,1.992146,1.992135
53,TmY5a,1.000000,5.269070,4.561908,1.032836,-0.170129,48.578019,199.284252,0.000000,0.000000,12.728418,12.728616
54,TmY9q,1.000000,2.667183,2.823071,0.953600,-0.196460,59.615686,201.488857,0.000000,0.000000,3.396575,3.396474
55,TmY9q__perp,1.000000,10.000000,-6.986033,1.008461,0.219941,31.014866,201.760336,0.000000,0.000000,3.171675,3.171842
