idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.817199,-2.729935,1.024980,0.283966,10.000000,983.957840,0.000000,1.000000
1,R7,1.000000,6.365484,-5.084195,0.991106,-0.164937,37.936013,1034.339672,0.000000,1.000000
2,R8,1.000000,5.579530,2.788738,1.030682,0.301948,10.000000,957.240142,0.000000,1.000000
3,L1,1.000000,3.414305,3.378593,1.612403,1.389010,10.000000,189.050632,0.000000,0.884165
4,L2,1.000000,2.348690,2.365509,1.808429,1.172016,33.130245,211.129682,0.000000,1.525129
5,L3,1.000000,2.660122,5.950327,0.429935,0.742824,47.785340,978.954825,0.000000,1.000000
6,L4,1.000000,3.034613,-11.392026,0.926895,0.781074,74.364950,231.536351,0.000000,4.164131
7,L5,1.000000,3.615583,0.850161,2.618549,-0.283616,57.993830,199.094244,0.000000,3.118255
8,Mi1,1.000000,4.560150,2.198439,3.540906,0.140335,51.510772,980.608869,0.000000,1.000000
9,Mi4,1.000000,7.952011,-4.418157,3.858892,0.132093,10.000000,985.971590,0.000000,1.000000
10,Mi9,1.000000,8.742629,9.010800,2.405763,-0.055747,10.000000,1003.701321,0.000000,1.000000
11,T1,1.000000,6.796831,2.378281,0.995773,-0.449131,66.744746,1026.905360,0.000000,1.000000
12,T2,1.000000,7.236199,-3.988147,0.968462,0.218706,46.402260,989.388450,0.000000,1.000000
13,T2a,1.000000,6.078866,0.548088,0.984584,0.491264,21.863347,970.820357,0.000000,1.000000
14,T3,1.000000,7.508559,3.922677,1.010944,-0.159093,30.360825,964.152814,0.000000,1.000000
15,T4a,1.000000,5.781668,0.725603,0.958782,0.148227,43.739784,976.049686,0.000000,1.000000
16,T4b,1.000000,4.171082,1.984748,1.028848,0.432711,57.839304,1002.834834,0.000000,1.000000
17,T4c,1.000000,2.459168,0.424203,1.047531,-0.319400,34.809717,989.850577,0.000000,1.000000
18,T4d,1.000000,6.894650,2.255583,0.973332,-0.114814,25.196810,971.454630,0.000000,1.000000
19,T5a,1.000000,10.000000,1.419056,1.035981,0.276844,50.147552,1036.605309,0.000000,1.000000
20,T5b,1.000000,10.000000,-0.968039,1.002349,0.100740,38.636210,1000.127895,0.000000,1.000000
21,T5c,1.000000,3.584588,1.769187,1.037481,0.243717,52.916421,995.153291,0.000000,1.000000
22,T5d,1.000000,10.000000,8.369006,1.019777,-0.028746,65.430285,1007.176113,0.000000,1.000000
23,Tm1,1.000000,1.316003,5.266881,1.619868,0.848222,13.761903,1010.196964,0.000000,1.000000
24,Tm2,1.000000,2.234056,9.941822,1.183015,0.626981,10.000000,951.066919,0.000000,1.000000
25,Tm20,1.000000,0.100000,-3.000414,0.964493,-0.415588,52.168661,999.388588,0.000000,1.000000
26,Tm21,1.000000,8.238865,8.998082,0.971126,-0.385768,40.944807,1004.506041,0.000000,1.000000
27,Tm3,1.000000,2.867456,4.125311,0.895614,-2.025158,10.000000,983.799526,0.000000,1.000000
28,Tm4,1.000000,6.044303,6.614614,0.878020,0.889888,10.000000,955.283381,0.000000,1.000000
29,Tm9,1.000000,9.377462,-4.278312,1.217168,0.710020,57.447000,1040.958105,0.000000,1.000000
30,C2,1.000000,0.100000,-0.694098,1.014638,-0.458456,54.010367,1009.479856,0.000000,1.000000
31,C3,1.000000,4.920267,1.576528,1.026300,-0.158628,10.000000,969.033817,0.000000,1.000000
32,Lawf1,1.000000,7.326609,1.809891,0.953919,0.189412,12.375916,980.721422,0.000000,1.000000
33,Lawf2,1.000000,0.100000,-2.245969,0.987277,-0.435256,49.579096,1001.155535,0.000000,1.000000
