,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T3,,,,,,,,,,,,,0.392309,0.988551,1.030852,,,,1.049089,,,,,0.100000,,,9.149011,1.786398,,,,4.677604,,1.045558
T4a,,,,,,,,,,,4.071539,,,,,7.299327,0.958575,0.978117,0.977722,1.027950,,,,,,,,,,,,5.674736,,
T4b,,,,,,,,,0.100000,6.586671,5.344993,,,,,0.736037,0.750923,,0.977998,,0.100000,,,,,,,,,,,,,
T4c,,,,,,,,,,,2.480842,,1.007371,,,,,0.158924,,,,0.990278,1.040130,,,,,,,,,,,
T4d,,,,,,,,,7.129088,,,,,,,,,0.963841,4.724749,,,,1.047912,,,,,,,,,,,
T5a,,,,,,,,,,,,,2.407884,,,1.576463,,,,0.100000,1.048684,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,9.864824,,,,6.869818,,,0.966236,9.776352,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,3.832265,,,,,0.100000,,,1.029092,2.022611,1.045119,,,,,,,,,,,
T5d,,,,,,,,,,,,,5.051498,,,,,10.000000,0.981900,,,,6.712480,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,3.652871,7.328087,0.100000,10.000000,4.680338,3.821331,0.100000,,,1.027458,,10.000000,5.320436,5.653330,6.203725,3.018678,10.000000,0.100000,0.813441,0.100000,0.100000,10.000000,0.707941,9.080943,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,8.981135,0.100000,0.100000,0.862649,0.100000,0.929232,0.953507,,8.197007,,10.000000,0.638739,3.437766,10.000000,0.100000,,,0.100000,3.053383,0.100000,9.042258,,0.100000,0.100000,0.955778
Tm20,,,,,,,,,,1.039330,0.100000,0.993466,0.978053,0.979652,,,,,,,,,,0.937681,0.997267,1.019014,1.040924,,,0.100000,,1.010107,,
Tm21,,,,,,,,,8.247626,,,,0.100000,0.995683,,,,,,,,,,0.100000,,,0.818439,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.918050,2.487696,4.265037,,2.342851,0.100000,5.131151,10.000000,7.461150,2.371855,4.453904,,1.032096,,0.950982,,,,,9.249738,0.100000,,0.441619,10.000000,10.000000,0.116069
Tm4,,,,,6.301952,,,,0.100000,4.254664,,10.000000,0.886899,5.046850,0.100000,,,,,6.608262,10.000000,5.690872,6.442701,10.000000,10.000000,,1.695982,0.100000,1.239236,,0.100000,0.100000,,0.100000
Tm9,,,,,,0.100000,,,,5.809863,9.415174,,0.978000,0.110540,,,,,,6.921204,0.100000,0.987490,0.827609,0.385995,0.100000,0.978057,1.044695,,0.100000,2.082128,,,,
C2,1.984287,0.820063,0.233821,1.819613,2.099924,0.118190,2.047809,0.846368,0.135771,1.981012,,0.103646,1.007403,1.044276,0.964358,,,,,,,,,2.024498,,,,,,1.910604,1.170825,1.003381,,
C3,0.100000,,,0.100000,3.371924,0.100000,10.000000,0.132800,6.940338,0.100000,2.396368,4.735562,3.590429,1.010728,2.592969,0.100000,0.100000,0.100000,1.001614,,,,,8.735549,0.100000,1.086403,1.815954,0.100000,7.032159,10.000000,0.971023,,,
Lawf1,9.942405,,,0.100000,0.100000,6.163228,,10.000000,,,10.000000,9.204589,,,,,,,,,,,,,,,,10.000000,,,,,0.100000,
Lawf2,0.979608,,,0.957156,1.035200,1.002587,,0.100000,,,,0.999127,,,,,,,,,,,,0.193810,1.148145,,,,,0.959424,0.981767,1.665360,1.102177,
