,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,2.460380,,,2.578703,0.256436,1.109170,0.180268,,,,,2.663482,,,,,,,,,,,,,,,,,,,1.213653,6.455042,,
R7,,,5.216317,0.100000,,6.475342,,,0.843229,0.100000,7.167970,,,,,,,,,,,,,,,0.998834,,,,,,3.811799,10.000000,
R8,,3.487053,0.878164,9.990290,10.000000,0.902607,,0.100000,0.100000,0.100000,3.508838,10.000000,,,,,,,,,,,,,,0.100000,0.999197,,,,0.282326,2.264345,0.100000,1.030730
L1,10.000000,5.588698,0.100000,0.100000,8.498804,2.957674,0.100000,3.661802,0.132520,4.558823,,0.100000,0.966049,10.000000,,,,,,,,,,0.100000,0.100000,,,4.311611,,,0.685901,6.368731,,0.997163
L2,0.100000,,10.000000,8.700520,0.837583,0.100000,4.093020,0.100000,0.143204,3.116402,0.100000,0.576691,0.100000,1.045994,,,,,,,,,,0.838126,2.026804,0.100000,,5.025338,2.428301,,0.107198,0.100000,,
L3,,0.100000,10.000000,10.000000,0.809096,,,,5.365168,0.100000,1.157540,1.496075,,,,,,,,,,,,0.100000,6.386273,0.100000,1.035770,,10.000000,0.100000,0.878190,5.975934,0.100000,
L4,0.779131,,,10.000000,2.673510,0.126199,0.100044,0.100000,1.874270,,0.100000,,0.119639,,,,,,,,,,,0.114083,0.103257,,,,4.267567,6.463347,,0.114202,0.378890,1.020403
L5,,,,0.100000,2.407803,,,1.217121,4.388831,4.879352,0.100000,10.000000,1.959516,10.000000,,,,,,,,,,0.100000,0.100000,2.408881,7.697425,6.163733,0.100000,,0.100000,3.903576,0.100000,1.038544
Mi1,,0.100000,6.380881,0.100000,0.110496,,,7.605449,0.966877,2.583045,3.759125,0.100000,0.944026,7.525553,8.909362,2.501764,1.702540,1.641907,8.113822,,,,,0.100000,0.100000,0.119725,8.667353,1.581113,3.635611,,0.100000,5.052869,0.100000,0.260169
Mi4,,,,,0.100000,10.000000,,3.107423,9.400495,10.000000,1.915137,3.851893,,0.950037,,1.260363,0.100000,0.100000,10.000000,,,,,3.529661,2.034669,0.100000,,3.497584,0.100000,3.345967,0.963966,0.100000,0.100000,1.028879
Mi9,,,,,,1.691406,0.100000,,1.524720,9.358491,,,2.575702,10.000000,0.100000,1.296694,9.786921,10.000000,0.100000,,,,,0.559513,0.100000,1.259566,0.100000,1.208953,2.454124,0.335310,0.100000,,0.100000,1.008008
T1,0.100000,10.000000,0.100000,,0.256314,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.261813,1.654945,0.100000,,,10.000000,,,,,
T2,,,,,,,,0.100000,7.010279,,2.748206,,3.743749,1.025904,0.100000,,,,,,,,,10.000000,0.100000,,0.100000,0.866226,3.930239,,,,,1.039387
T2a,,,,,,,,,6.294116,,,,0.577067,6.872985,0.748790,,,,,,,,,0.100000,,0.100000,0.964905,0.100000,10.000000,,0.100000,,,0.955297
