cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.048704,17.203951,2.883451,1.495031,-1.903340,-22.973454,14.163866,206.185440,195.923645,0.043310,17.049465,17.203951,17.166332,-0.037619
1,R7,1.003470,12.011106,2.883451,7.338220,8.598098,-33.261223,27.758743,206.057327,198.190430,0.000000,12.316552,12.011106,12.823110,0.812004
2,R8,1.027532,-1.162292,2.883451,2.047266,-1.417507,-23.724390,10.000000,183.370590,204.474884,1.000000,-1.417506,-1.162292,-2.566266,-1.403974
3,L1,1.007938,-1.707111,2.883451,2.427583,0.693944,-25.622040,10.555458,206.341858,212.638763,0.774217,-1.465228,-1.707111,-1.320583,0.386528
4,L2,1.009220,2.892718,2.883451,3.679485,2.444748,-27.193106,10.780777,199.476730,209.418518,0.936368,3.016190,2.892718,3.445268,0.552550
5,L3,0.963125,-13.144255,2.883451,1.257138,-2.785476,-21.809175,10.000000,206.222992,189.805496,0.937373,-5.013495,-13.144255,-13.276358,-0.132103
6,L4,0.978297,35.218002,2.883451,2.721227,-0.335310,-24.439037,10.000000,211.735046,208.766373,0.017545,36.294136,35.218002,35.748653,0.530651
7,L5,0.957848,5.632482,2.883451,2.485631,0.112914,-25.393497,13.716840,194.925690,219.952896,0.104740,7.079737,5.632482,5.911608,0.279126
8,Mi1,0.950831,-15.320890,2.883451,1.619838,-1.183008,-24.246002,10.000000,202.136093,195.214874,0.079301,-18.280920,-15.320890,-16.046095,-0.725204
9,Tm3,1.002857,37.863392,2.883451,2.143489,-2.564615,-22.494215,16.184750,204.469223,200.670547,0.064566,20.528399,37.863392,34.294189,-3.569202
10,Mi4,1.030892,17.199478,2.883451,3.449181,-7.499657,-17.860907,99.759804,212.246964,196.629135,0.000000,24.423689,17.199478,16.451567,-0.747911
11,Mi9,0.978968,16.062889,2.883451,2.303231,-5.486602,-20.279236,29.385065,198.954605,204.642700,0.313939,-0.483273,16.062889,13.321947,-2.740942
12,T4a,0.929990,21.205688,2.883451,1.950211,4.593781,-29.344036,18.667025,199.853638,194.087646,0.003069,16.290018,21.205688,19.211388,-1.994301
13,T4b,0.868991,-4.179849,2.883451,0.857105,1.257947,-27.720469,16.269241,207.911713,190.973480,0.004145,-6.701161,-4.179849,-5.249434,-1.069585
14,T4c,1.272710,15.765403,2.883451,0.654663,-3.184992,-21.945614,14.327226,184.210785,232.884644,0.508815,12.097880,15.765403,14.500852,-1.264551
15,T4d,0.892569,27.282051,2.883451,4.906543,11.913836,-37.123798,19.973261,204.367310,201.004364,0.193004,27.389477,27.282051,27.326279,0.044228
16,Tm1,0.962022,23.555107,2.883451,1.686867,0.492731,-25.668552,18.380384,185.442413,214.247604,0.000000,30.687202,23.555107,25.400093,1.844986
17,Tm2,1.046649,43.084248,2.883451,2.168728,0.338192,-25.650824,10.000000,183.839203,203.761093,0.008287,46.124870,43.084248,44.546955,1.462708
18,Tm4,1.013793,17.895815,2.883451,3.322163,0.738114,-25.553093,10.000000,210.519562,190.716873,0.130331,22.105465,17.895815,19.831364,1.935549
19,Tm9,1.004878,6.546484,2.883451,4.933738,-1.514701,-23.181847,24.283447,208.231781,216.101868,0.000000,0.212576,6.546484,5.527761,-1.018723
20,T5a,0.974494,2.097467,2.883451,0.822793,-0.417854,-24.339346,19.706247,205.345230,204.835754,0.940467,3.104563,2.097467,3.222818,1.125351
21,T5b,1.011646,16.056772,2.883451,2.451390,-0.710255,-23.969477,10.000000,193.595825,203.045822,1.000000,-0.710255,16.056772,13.606872,-2.449901
22,T5c,1.030993,78.580643,2.883451,3.007721,-1.435869,-24.292383,10.000000,210.464218,209.100952,0.043725,74.620659,78.580643,77.035706,-1.544937
23,T5d,1.021299,86.038414,2.883451,4.579488,-0.069181,-26.777388,32.388859,222.236938,197.575317,0.024846,85.095093,86.038414,85.451050,-0.587364
