idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.874268,1.754347,1.294867,0.983208,0.000000,37.542314,195.545858,0.000000,0.070963,18.538424,18.538424
1,R7,1.874268,3.211342,2.521619,0.973250,0.000000,36.007506,202.100547,0.000000,0.000000,19.746432,19.746432
2,R8,1.874268,2.615173,1.537197,1.017355,0.000000,37.293240,201.603298,0.000000,0.000000,18.941215,18.941215
3,L1,1.874268,0.955689,0.100578,1.087823,0.000000,35.755779,194.649755,0.000000,0.032390,-26.724378,-26.724378
4,L2,1.874268,3.687242,3.160525,1.058328,0.000000,37.053319,193.361593,0.000000,0.025559,-36.238306,-36.238306
5,L3,1.874268,1.036104,-0.128982,0.951714,0.000000,37.481788,194.482025,0.000000,0.000000,-18.448418,-18.448418
6,L4,1.874268,0.100000,-0.750713,0.159826,0.000000,36.477590,197.637234,0.000000,0.000000,-0.932526,-0.932526
7,L5,1.874268,1.688309,0.824247,2.634544,0.000000,41.764975,199.641446,0.000000,0.000000,4.345309,4.345309
8,Mi1,1.874268,0.745579,-0.633370,1.047843,0.000000,40.294106,199.517652,0.000000,0.247394,-0.058720,-0.058720
9,Tm3,1.874268,0.874699,-0.272041,1.010307,0.000000,40.310703,200.238349,0.000000,0.065882,0.793347,0.793347
10,Mi4,1.874268,3.178838,2.564327,1.014132,0.000000,40.877503,203.614951,0.000000,0.053004,-0.282069,-0.282069
11,Mi9,1.874268,3.128504,2.216148,1.022353,0.000000,38.669691,188.301490,0.000000,0.000000,-0.328901,-0.328901
12,T4a,1.874268,0.956157,-0.329532,1.042812,0.000000,40.662872,200.281189,0.000000,0.015101,-0.243846,-0.243846
13,T4b,1.874268,0.630797,-0.456596,0.968633,0.000000,39.812697,199.381217,0.000000,0.373547,-0.184813,-0.184813
14,T4c,1.874268,1.043206,-0.451583,1.016336,0.000000,39.382282,195.149422,0.000000,0.000000,-0.169176,-0.169176
15,T4d,1.874268,1.002884,-0.371828,0.950039,0.000000,40.993057,191.328822,0.000000,0.000000,-0.146549,-0.146549
16,Tm1,1.874268,1.912981,0.928527,0.951554,0.000000,39.504347,198.457020,0.000000,0.176624,-1.201185,-1.201185
17,Tm2,1.874268,4.129468,3.630076,0.973060,0.000000,37.078658,197.815812,0.000000,0.000000,0.015666,0.015666
18,Tm4,1.874268,0.976543,-0.423216,1.036608,0.000000,40.871759,192.364279,0.000000,0.018423,-0.962123,-0.962123
19,Tm9,1.874268,0.203977,-0.764751,1.005363,0.000000,39.829885,196.623198,0.000000,0.135309,-0.139646,-0.139646
20,T5a,1.874268,3.818304,3.103186,0.998290,0.000000,41.582890,200.544416,0.000000,0.000000,3.541514,3.541514
21,T5b,1.874268,3.767683,3.336196,0.955393,0.000000,41.972491,190.953555,0.000000,0.000000,3.068726,3.068726
22,T5c,1.874268,3.011015,2.260955,0.977376,0.000000,40.509582,206.808079,0.000000,0.000000,2.449565,2.449565
23,T5d,1.874268,0.145774,-0.392284,1.013401,0.000000,40.477580,200.221559,0.000000,0.432776,0.225592,0.225592
