cell,intensity_from,intensity_to,branch,time_s,vm_mv
Mi1,0.5,0.9,negative,-0.075,-0.27027027027027023
Mi1,0.5,0.9,positive,-0.05,1.3513513513513513
Mi1,0.5,0.9,negative,-0.05,-0.27027027027027023
Mi1,0.5,0.9,positive,-0.025,0.27027027027027023
Mi1,0.5,0.9,negative,-0.025,-0.8108108108108107
Mi1,0.5,0.9,positive,0.0,0.27027027027027023
Mi1,0.5,0.9,negative,0.0,-0.27027027027027023
Mi1,0.5,0.9,positive,0.025,0.27027027027027023
Mi1,0.5,0.9,negative,0.025,-0.27027027027027023
Mi1,0.5,0.9,positive,0.05,1.081081081081081
Mi1,0.5,0.9,positive,0.075,2.4324324324324325
Mi1,0.5,0.9,positive,0.1,7.837837837837838
Mi1,0.5,0.9,negative,0.1,-1.3513513513513513
Mi1,0.5,0.9,positive,0.125,13.783783783783782
Mi1,0.5,0.9,negative,0.125,-1.081081081081081
Mi1,0.5,0.9,positive,0.15,16.486486486486484
Mi1,0.5,0.9,negative,0.15,-2.972972972972973
Mi1,0.5,0.9,positive,0.175,18.91891891891892
Mi1,0.5,0.9,negative,0.175,-5.675675675675675
Mi1,0.5,0.9,positive,0.2,20.0
Mi1,0.5,0.9,negative,0.2,-8.108108108108107
Mi1,0.5,0.9,positive,0.225,20.27027027027027
Mi1,0.5,0.9,negative,0.225,-8.648648648648647
Mi1,0.5,0.9,positive,0.25,20.54054054054054
Mi1,0.5,0.9,negative,0.25,-8.91891891891892
Mi1,0.5,0.9,positive,0.275,19.18918918918919
Mi1,0.5,0.9,negative,0.275,-9.18918918918919
Mi1,0.5,0.9,positive,0.3,18.37837837837838
Mi1,0.5,0.9,negative,0.3,-9.45945945945946
Mi1,0.5,0.9,positive,0.325,18.37837837837838
Mi1,0.5,0.9,negative,0.325,-9.72972972972973
Mi1,0.5,0.9,positive,0.35,18.10810810810811
Mi1,0.5,0.9,negative,0.35,-10.0
Mi1,0.5,0.9,positive,0.375,18.37837837837838
Mi1,0.5,0.9,negative,0.375,-10.0
Mi1,0.5,0.9,positive,0.4,18.64864864864865
Mi1,0.5,0.9,negative,0.4,-10.27027027027027
Mi1,0.5,0.9,positive,0.425,17.56756756756757
Mi1,0.5,0.9,negative,0.425,-10.81081081081081
Mi1,0.5,0.9,positive,0.45,17.56756756756757
Mi1,0.5,0.9,negative,0.45,-10.81081081081081
Mi1,0.5,0.9,positive,0.475,17.56756756756757
Mi1,0.5,0.9,negative,0.475,-11.08108108108108
Mi1,0.5,0.9,positive,0.5,17.83783783783784
Mi1,0.5,0.9,negative,0.5,-11.08108108108108
Mi1,0.5,0.9,positive,0.525,17.83783783783784
Mi1,0.5,0.9,negative,0.525,-11.35135135135135
Mi1,0.5,0.9,positive,0.55,18.10810810810811
Mi1,0.5,0.9,negative,0.55,-11.35135135135135
Mi1,0.5,0.9,positive,0.575,18.10810810810811
Mi1,0.5,0.9,negative,0.575,-11.35135135135135
Mi1,0.5,0.9,positive,0.6,17.83783783783784
Mi1,0.5,0.9,negative,0.6,-11.35135135135135
Mi1,0.5,0.9,positive,0.625,17.83783783783784
Mi1,0.5,0.9,negative,0.625,-10.54054054054054
Mi1,0.5,0.9,positive,0.65,18.10810810810811
Mi1,0.5,0.9,negative,0.65,-10.81081081081081
Mi1,0.5,0.9,positive,0.675,17.83783783783784
Mi1,0.5,0.9,negative,0.675,-11.35135135135135
Mi1,0.5,0.9,positive,0.7,17.83783783783784
Mi1,0.5,0.9,negative,0.7,-11.35135135135135
Mi1,0.5,0.9,positive,0.725,18.91891891891892
Mi1,0.5,0.9,negative,0.725,-11.621621621621621
Mi1,0.5,0.9,positive,0.75,18.91891891891892
Mi1,0.5,0.9,negative,0.75,-11.621621621621621
Mi1,0.5,0.9,positive,0.775,17.56756756756757
Mi1,0.5,0.9,negative,0.775,-11.621621621621621
Mi1,0.5,0.9,positive,0.8,16.486486486486484
Mi1,0.5,0.9,negative,0.8,-11.35135135135135
Mi1,0.5,0.9,positive,0.825,15.405405405405405
Mi1,0.5,0.9,negative,0.825,-11.08108108108108
Mi1,0.5,0.9,positive,0.85,14.864864864864865
Mi1,0.5,0.9,negative,0.85,-11.08108108108108
Mi1,0.5,0.9,positive,0.875,14.864864864864865
Mi1,0.5,0.9,negative,0.875,-11.08108108108108
Mi1,0.5,0.9,positive,0.9,14.594594594594595
Mi1,0.5,0.9,negative,0.9,-11.08108108108108
Mi1,0.5,0.9,positive,0.925,13.243243243243242
Mi1,0.5,0.9,negative,0.925,-11.08108108108108
Mi1,0.5,0.9,positive,0.95,12.702702702702702
Mi1,0.5,0.9,negative,0.95,-11.35135135135135
Mi1,0.5,0.9,positive,0.975,12.702702702702702
Mi1,0.5,0.9,negative,0.975,-12.162162162162161
Mi1,0.5,0.9,positive,1.0,12.972972972972972
Mi1,0.5,0.9,negative,1.0,-11.891891891891891
Mi1,0.5,0.9,positive,1.025,12.432432432432432
Mi1,0.5,0.9,negative,1.025,-11.891891891891891
Mi1,0.5,0.9,positive,1.05,11.621621621621621
Mi1,0.5,0.9,negative,1.05,-11.891891891891891
Mi1,0.5,0.9,positive,1.075,8.648648648648647
Mi1,0.5,0.9,negative,1.075,-11.35135135135135
Mi1,0.5,0.9,positive,1.1,8.378378378378377
Mi1,0.5,0.9,negative,1.1,-11.35135135135135
Mi1,0.5,0.9,positive,1.125,8.108108108108107
Mi1,0.5,0.9,negative,1.125,-11.35135135135135
Mi1,0.5,0.9,positive,1.15,8.91891891891892
Mi1,0.5,0.9,negative,1.15,-10.81081081081081
Mi1,0.5,0.9,positive,1.175,9.72972972972973
Mi1,0.5,0.9,negative,1.175,-10.81081081081081
Mi1,0.5,0.9,positive,1.2,9.72972972972973
Mi1,0.5,0.9,negative,1.2,-10.81081081081081
Mi1,0.5,0.9,positive,1.225,8.108108108108107
Mi1,0.5,0.9,negative,1.225,-10.81081081081081
Mi1,0.5,0.9,positive,1.25,7.837837837837838
Mi1,0.5,0.9,negative,1.25,-10.0
Mi1,0.5,0.9,positive,1.275,8.378378378378377
Mi1,0.5,0.9,negative,1.275,-9.45945945945946
Mi1,0.5,0.9,positive,1.3,8.91891891891892
Mi1,0.5,0.9,negative,1.3,-8.91891891891892
Mi1,0.5,0.9,positive,1.325,9.45945945945946
Mi1,0.5,0.9,negative,1.325,-8.91891891891892
Mi1,0.5,0.9,positive,1.35,10.27027027027027
Mi1,0.5,0.9,negative,1.35,-9.45945945945946
Mi1,0.5,0.9,positive,1.375,10.0
Mi1,0.5,0.9,negative,1.375,-9.45945945945946
Mi1,0.5,0.9,positive,1.4,9.18918918918919
Mi1,0.5,0.9,negative,1.4,-9.45945945945946
Mi1,0.5,0.9,positive,1.425,8.108108108108107
Mi1,0.5,0.9,negative,1.425,-9.45945945945946
Mi1,0.5,0.9,positive,1.45,6.756756756756756
Mi1,0.5,0.9,negative,1.45,-9.45945945945946
Mi1,0.5,0.9,positive,1.475,6.216216216216216
Mi1,0.5,0.9,negative,1.475,-9.72972972972973
Mi1,0.5,0.9,positive,1.5,5.945945945945946
Mi1,0.5,0.9,negative,1.5,-9.72972972972973
Mi1,0.5,0.9,positive,1.525,5.945945945945946
Mi1,0.5,0.9,negative,1.525,-10.0
Mi1,0.5,0.9,positive,1.55,5.945945945945946
Mi1,0.5,0.9,negative,1.55,-9.18918918918919
Mi1,0.5,0.9,positive,1.575,5.945945945945946
Mi1,0.5,0.9,negative,1.575,-9.18918918918919
Mi1,0.5,0.9,positive,1.6,8.91891891891892
Mi1,0.5,0.9,negative,1.6,-8.91891891891892
Mi1,0.5,0.9,positive,1.625,8.91891891891892
Mi1,0.5,0.9,negative,1.625,-8.91891891891892
Mi1,0.5,0.9,positive,1.65,9.18918918918919
Mi1,0.5,0.9,negative,1.65,-8.648648648648647
Mi1,0.5,0.9,positive,1.675,9.45945945945946
Mi1,0.5,0.9,negative,1.675,-8.378378378378377
Mi1,0.5,0.9,positive,1.7,9.45945945945946
Mi1,0.5,0.9,negative,1.7,-8.378378378378377
Mi1,0.5,0.9,positive,1.725,9.45945945945946
Mi1,0.5,0.9,negative,1.725,-7.837837837837838
Mi1,0.5,0.9,positive,1.75,9.45945945945946
Mi1,0.5,0.9,negative,1.75,-7.837837837837838
Mi1,0.5,0.9,positive,1.775,9.45945945945946
Mi1,0.5,0.9,negative,1.775,-7.5675675675675675
Mi1,0.5,0.9,positive,1.8,9.45945945945946
Mi1,0.5,0.9,negative,1.8,-7.837837837837838
Mi1,0.5,0.9,positive,1.825,8.378378378378377
Mi1,0.5,0.9,negative,1.825,-7.837837837837838
Mi1,0.5,0.9,positive,1.85,6.216216216216216
Mi1,0.5,0.9,negative,1.85,-7.297297297297297
Mi1,0.5,0.9,positive,1.875,5.405405405405405
Mi1,0.5,0.9,negative,1.875,-7.297297297297297
Mi1,0.5,0.9,positive,1.9,5.675675675675675
Mi1,0.5,0.9,negative,1.9,-7.297297297297297
Mi1,0.5,0.9,positive,1.925,7.027027027027026
Mi1,0.5,0.9,negative,1.925,-7.5675675675675675
Mi1,0.5,0.9,positive,1.95,7.027027027027026
Mi1,0.5,0.9,negative,1.95,-7.5675675675675675
Mi1,0.5,0.9,positive,1.975,7.027027027027026
Mi1,0.5,0.9,negative,1.975,-7.5675675675675675
Mi1,0.5,0.9,positive,2.0,6.756756756756756
Mi1,0.5,0.9,negative,2.0,-7.5675675675675675
Mi1,0.5,0.9,positive,2.025,5.405405405405405
Mi1,0.5,0.9,negative,2.025,-7.837837837837838
Mi1,0.5,0.9,positive,2.05,5.405405405405405
Mi1,0.5,0.9,negative,2.05,-7.837837837837838
Mi1,0.5,0.9,positive,2.075,6.216216216216216
Mi1,0.5,0.9,negative,2.075,-7.5675675675675675
Mi1,0.5,0.9,positive,2.1,6.486486486486486
Mi1,0.5,0.9,negative,2.1,-7.297297297297297
Mi1,0.5,0.9,positive,2.125,6.486486486486486
Mi1,0.5,0.9,negative,2.125,-7.297297297297297
Mi1,0.5,0.9,positive,2.15,6.216216216216216
Mi1,0.5,0.9,negative,2.15,-7.297297297297297
Mi1,0.5,0.9,positive,2.175,6.486486486486486
Mi1,0.5,0.9,negative,2.175,-6.486486486486486
Mi1,0.5,0.9,positive,2.2,7.837837837837838
Mi1,0.5,0.9,negative,2.2,-5.945945945945946
Mi1,0.5,0.9,positive,2.225,7.5675675675675675
Mi1,0.5,0.9,negative,2.225,-6.486486486486486
Mi1,0.5,0.9,positive,2.25,6.216216216216216
Mi1,0.5,0.9,negative,2.25,-6.216216216216216
Mi1,0.5,0.9,positive,2.275,5.675675675675675
Mi1,0.5,0.9,negative,2.275,-6.486486486486486
Mi1,0.5,0.9,positive,2.3,5.675675675675675
Mi1,0.5,0.9,negative,2.3,-6.756756756756756
Mi1,0.5,0.9,positive,2.325,5.675675675675675
Mi1,0.5,0.9,negative,2.325,-6.756756756756756
Mi1,0.5,0.9,positive,2.35,5.945945945945946
Mi1,0.5,0.9,negative,2.35,-7.5675675675675675
Mi1,0.5,0.9,positive,2.375,7.297297297297297
Mi1,0.5,0.9,negative,2.375,-7.5675675675675675
Mi1,0.5,0.9,positive,2.4,7.297297297297297
Mi1,0.5,0.9,negative,2.4,-7.5675675675675675
Mi1,0.5,0.9,positive,2.425,6.486486486486486
Mi1,0.5,0.9,negative,2.425,-6.756756756756756
Mi1,0.5,0.9,positive,2.45,5.945945945945946
Mi1,0.5,0.9,negative,2.45,-6.756756756756756
Mi1,0.5,0.9,positive,2.475,5.945945945945946
Mi1,0.5,0.9,negative,2.475,-6.486486486486486
Mi1,0.5,0.9,positive,2.5,4.324324324324324
Mi1,0.5,0.9,negative,2.5,-5.405405405405405
Mi1,0.5,0.9,positive,2.525,4.0540540540540535
Mi1,0.5,0.9,negative,2.525,-5.135135135135135
Mi1,0.5,0.9,positive,2.55,3.7837837837837838
Mi1,0.5,0.9,negative,2.55,-4.864864864864865
Mi1,0.5,0.9,positive,2.575,3.7837837837837838
Mi1,0.5,0.9,negative,2.575,-4.594594594594595
Mi1,0.5,0.9,positive,2.6,3.513513513513513
Mi1,0.5,0.9,negative,2.6,-4.324324324324324
Mi1,0.5,0.9,positive,2.625,2.162162162162162
Mi1,0.5,0.9,negative,2.625,-5.675675675675675
Mi1,0.5,0.9,positive,2.65,1.8918918918918919
Mi1,0.5,0.9,negative,2.65,-5.945945945945946
Mi1,0.5,0.9,positive,2.675,0.5405405405405405
Mi1,0.5,0.9,negative,2.675,-6.216216216216216
Mi1,0.5,0.9,positive,2.7,0.5405405405405405
Mi1,0.5,0.9,negative,2.7,-5.405405405405405
Mi1,0.5,0.9,positive,2.725,1.3513513513513513
Mi1,0.5,0.9,negative,2.725,-5.135135135135135
Mi1,0.5,0.9,positive,2.75,1.6216216216216215
Mi1,0.5,0.9,negative,2.75,-5.135135135135135
Mi1,0.5,0.9,positive,2.775,1.8918918918918919
Mi1,0.5,0.9,negative,2.775,-5.675675675675675
Mi1,0.5,0.9,positive,2.8,4.324324324324324
Mi1,0.5,0.9,negative,2.8,-5.675675675675675
Mi1,0.5,0.9,positive,2.825,4.324324324324324
Mi1,0.5,0.9,negative,2.825,-5.945945945945946
Mi1,0.5,0.9,positive,2.85,3.7837837837837838
Mi1,0.5,0.9,negative,2.85,-6.216216216216216
Mi1,0.5,0.9,positive,2.875,3.7837837837837838
Mi1,0.5,0.9,negative,2.875,-6.216216216216216
Mi1,0.5,0.9,positive,2.9,2.972972972972973
Mi1,0.5,0.9,negative,2.9,-6.486486486486486
Mi1,0.5,0.9,positive,2.925,2.4324324324324325
Mi1,0.5,0.9,negative,2.925,-6.216216216216216
Mi1,0.5,0.9,positive,2.95,2.7027027027027026
Mi1,0.5,0.9,negative,2.95,-6.216216216216216
Mi1,0.5,0.9,positive,2.975,4.0540540540540535
Mi1,0.5,0.9,negative,2.975,-4.594594594594595
Mi1,0.5,0.9,positive,3.0,5.405405405405405
Mi1,0.5,0.9,negative,3.0,-4.594594594594595
Mi1,0.5,0.9,positive,3.025,6.216216216216216
Mi1,0.5,0.9,negative,3.025,-4.864864864864865
Mi1,0.5,0.9,positive,3.05,7.027027027027026
Mi1,0.5,0.9,negative,3.05,-4.864864864864865
Mi1,0.5,0.9,positive,3.075,7.027027027027026
Mi1,0.5,0.9,negative,3.075,-5.405405405405405
Mi1,0.5,0.9,positive,3.1,5.945945945945946
Mi1,0.5,0.9,negative,3.1,-6.486486486486486
Mi1,0.5,0.9,positive,3.125,5.675675675675675
Mi1,0.5,0.9,negative,3.125,-6.486486486486486
Mi1,0.5,0.9,positive,3.15,5.675675675675675
Mi1,0.5,0.9,negative,3.15,-6.756756756756756
Mi1,0.5,0.9,positive,3.175,5.945945945945946
Mi1,0.5,0.9,negative,3.175,-5.405405405405405
Mi1,0.5,0.9,positive,3.2,6.216216216216216
Mi1,0.5,0.9,negative,3.2,-4.864864864864865
Mi1,0.5,0.9,positive,3.225,6.756756756756756
Mi1,0.5,0.9,negative,3.225,-4.864864864864865
Mi1,0.5,0.9,positive,3.25,6.486486486486486
Mi1,0.5,0.9,negative,3.25,-5.405405405405405
Mi1,0.5,0.9,positive,3.275,4.864864864864865
Mi1,0.5,0.9,negative,3.275,-5.405405405405405
Mi1,0.5,0.9,positive,3.3,4.864864864864865
Mi1,0.5,0.9,negative,3.3,-5.675675675675675
Mi1,0.5,0.9,positive,3.325,5.675675675675675
Mi1,0.5,0.9,negative,3.325,-5.675675675675675
Mi1,0.5,0.9,positive,3.35,5.675675675675675
Mi1,0.5,0.9,negative,3.35,-4.594594594594595
Mi1,0.5,0.9,positive,3.375,5.675675675675675
Mi1,0.5,0.9,negative,3.375,-4.594594594594595
Mi1,0.5,0.9,positive,3.4,5.405405405405405
Mi1,0.5,0.9,negative,3.4,-4.864864864864865
Mi1,0.5,0.9,positive,3.425,4.864864864864865
Mi1,0.5,0.9,negative,3.425,-5.675675675675675
Mi1,0.5,0.9,positive,3.45,4.324324324324324
Mi1,0.5,0.9,negative,3.45,-5.135135135135135
Mi1,0.5,0.9,positive,3.475,4.0540540540540535
Mi1,0.5,0.9,negative,3.475,-5.135135135135135
Mi1,0.5,0.9,positive,3.5,3.513513513513513
Mi1,0.5,0.9,negative,3.5,-4.864864864864865
Mi1,0.5,0.9,positive,3.525,2.972972972972973
Mi1,0.5,0.9,negative,3.525,-4.594594594594595
Mi1,0.5,0.9,positive,3.55,2.972972972972973
Mi1,0.5,0.9,negative,3.55,-4.594594594594595
Mi1,0.5,0.9,positive,3.575,3.243243243243243
Mi1,0.5,0.9,negative,3.575,-3.7837837837837838
Mi1,0.5,0.9,positive,3.6,3.243243243243243
Mi1,0.5,0.9,negative,3.6,-3.7837837837837838
Mi1,0.5,0.9,positive,3.625,2.7027027027027026
Mi1,0.5,0.9,negative,3.625,-3.7837837837837838
Mi1,0.5,0.9,positive,3.65,2.7027027027027026
Mi1,0.5,0.9,negative,3.65,-4.594594594594595
Mi1,0.5,0.9,positive,3.675,2.972972972972973
Mi1,0.5,0.9,negative,3.675,-4.864864864864865
Mi1,0.5,0.9,positive,3.7,3.243243243243243
Mi1,0.5,0.9,negative,3.7,-4.594594594594595
Mi1,0.5,0.9,positive,3.725,2.972972972972973
Mi1,0.5,0.9,negative,3.725,-4.0540540540540535
Mi1,0.5,0.9,positive,3.75,2.7027027027027026
Mi1,0.5,0.9,negative,3.75,-2.7027027027027026
Mi1,0.5,0.9,positive,3.775,2.4324324324324325
Mi1,0.5,0.9,negative,3.775,-2.7027027027027026
Mi1,0.5,0.9,positive,3.8,2.7027027027027026
Mi1,0.5,0.9,negative,3.8,-2.4324324324324325
Mi1,0.5,0.9,positive,3.825,1.6216216216216215
Mi1,0.5,0.9,negative,3.825,-2.4324324324324325
Mi1,0.5,0.9,positive,3.85,0.5405405405405405
Mi1,0.5,0.9,negative,3.85,-0.5405405405405405
Mi1,0.5,0.9,positive,3.875,0.5405405405405405
Mi1,0.5,0.9,negative,3.875,-0.27027027027027023
Mi1,0.5,0.9,positive,3.9,0.27027027027027023
Mi1,0.5,0.9,negative,3.9,-0.27027027027027023
Mi1,0.5,0.9,positive,3.925,0.5405405405405405
Mi1,0.5,0.9,negative,3.925,-0.27027027027027023
Mi1,0.5,0.9,positive,3.95,0.27027027027027023
Mi1,0.5,0.9,negative,3.95,-0.27027027027027023
Mi1,0.5,0.9,positive,3.975,0.27027027027027023
Mi1,0.5,0.9,negative,3.975,-0.27027027027027023
Mi1,0.5,0.9,positive,4.0,0.5405405405405405
Mi1,0.5,0.9,negative,4.0,-0.27027027027027023
Mi1,0.5,0.9,positive,4.025,0.27027027027027023
Mi1,0.5,0.9,negative,4.025,-0.27027027027027023
Mi1,0.5,0.9,positive,4.05,1.8918918918918919
Mi1,0.5,0.9,negative,4.05,-4.0540540540540535
Mi1,0.5,0.9,positive,4.075,1.6216216216216215
Mi1,0.5,0.9,negative,4.075,-4.324324324324324
Mi1,0.5,0.9,positive,4.1,0.27027027027027023
Mi1,0.5,0.9,negative,4.1,-0.27027027027027023
Mi1,0.5,0.9,positive,4.125,0.5405405405405405
Mi1,0.5,0.9,negative,4.125,-0.27027027027027023
Mi1,0.5,0.9,positive,4.15,0.5405405405405405
Mi1,0.5,0.9,negative,4.15,-0.27027027027027023
Mi1,0.5,0.9,positive,4.175,1.8918918918918919
Mi1,0.5,0.9,negative,4.175,-3.7837837837837838
Mi1,0.5,0.9,positive,4.2,1.6216216216216215
Mi1,0.5,0.9,negative,4.2,-3.7837837837837838
Mi1,0.5,0.9,positive,4.225,1.6216216216216215
Mi1,0.5,0.9,negative,4.225,-3.513513513513513
Mi1,0.5,0.9,positive,4.25,2.162162162162162
Mi1,0.5,0.9,negative,4.25,-3.513513513513513
Mi1,0.5,0.9,positive,4.275,2.972972972972973
Mi1,0.5,0.9,negative,4.275,-3.243243243243243
Mi1,0.5,0.9,positive,4.3,0.27027027027027023
Mi1,0.5,0.9,negative,4.3,-0.27027027027027023
Mi1,0.5,0.9,positive,4.325,0.5405405405405405
Mi1,0.5,0.9,negative,4.325,-0.27027027027027023
Mi1,0.5,0.9,positive,4.35,0.27027027027027023
Mi1,0.5,0.9,negative,4.35,-0.27027027027027023
Mi1,0.5,0.9,negative,4.375,-0.27027027027027023
Mi1,0.5,0.9,negative,4.4,-0.27027027027027023
Mi1,0.5,0.9,negative,4.425,-0.27027027027027023
Mi1,0.5,0.9,negative,4.45,-0.8108108108108107
Mi1,0.5,0.9,positive,4.475,0.27027027027027023
Mi1,0.5,0.9,negative,4.475,-0.27027027027027023
Mi1,0.5,0.9,positive,4.5,0.27027027027027023
Mi1,0.5,0.9,negative,4.5,-0.27027027027027023
Mi1,0.5,0.9,positive,4.525,1.6216216216216215
Mi1,0.5,0.9,negative,4.525,-3.243243243243243
Mi1,0.5,0.9,positive,4.55,0.27027027027027023
Mi1,0.5,0.9,negative,4.55,-3.243243243243243
Tm3,0.1,0.5,negative,-0.925,-0.5405405405405405
Tm3,0.1,0.5,negative,-0.9,-0.27027027027027023
Tm3,0.1,0.5,positive,-0.875,0.5405405405405405
Tm3,0.1,0.5,negative,-0.875,-0.5405405405405405
Tm3,0.1,0.5,positive,-0.85,0.5405405405405405
Tm3,0.1,0.5,negative,-0.85,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.825,1.081081081081081
Tm3,0.1,0.5,negative,-0.825,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.8,1.081081081081081
Tm3,0.1,0.5,negative,-0.8,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.775,1.3513513513513513
Tm3,0.1,0.5,negative,-0.775,-0.8108108108108107
Tm3,0.1,0.5,negative,-0.75,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.725,0.5405405405405405
Tm3,0.1,0.5,negative,-0.725,-0.27027027027027023
Tm3,0.1,0.5,positive,-0.7,0.5405405405405405
Tm3,0.1,0.5,positive,-0.675,0.5405405405405405
Tm3,0.1,0.5,positive,-0.65,0.27027027027027023
Tm3,0.1,0.5,positive,-0.625,0.5405405405405405
Tm3,0.1,0.5,positive,-0.6,0.5405405405405405
Tm3,0.1,0.5,positive,-0.575,0.5405405405405405
Tm3,0.1,0.5,positive,-0.55,0.5405405405405405
Tm3,0.1,0.5,positive,-0.525,0.27027027027027023
Tm3,0.1,0.5,positive,-0.5,0.5405405405405405
Tm3,0.1,0.5,positive,-0.475,0.5405405405405405
Tm3,0.1,0.5,negative,-0.475,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.45,0.5405405405405405
Tm3,0.1,0.5,negative,-0.45,-1.081081081081081
Tm3,0.1,0.5,positive,-0.425,0.8108108108108107
Tm3,0.1,0.5,negative,-0.425,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.4,0.8108108108108107
Tm3,0.1,0.5,negative,-0.4,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.375,0.8108108108108107
Tm3,0.1,0.5,negative,-0.375,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.35,0.5405405405405405
Tm3,0.1,0.5,negative,-0.35,-1.081081081081081
Tm3,0.1,0.5,positive,-0.325,0.27027027027027023
Tm3,0.1,0.5,negative,-0.325,-1.081081081081081
Tm3,0.1,0.5,positive,-0.3,0.27027027027027023
Tm3,0.1,0.5,positive,-0.275,0.27027027027027023
Tm3,0.1,0.5,negative,-0.275,-0.27027027027027023
Tm3,0.1,0.5,negative,-0.25,-0.27027027027027023
Tm3,0.1,0.5,positive,-0.2,0.5405405405405405
Tm3,0.1,0.5,negative,-0.2,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.175,0.8108108108108107
Tm3,0.1,0.5,negative,-0.175,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.15,0.8108108108108107
Tm3,0.1,0.5,negative,-0.15,-0.8108108108108107
Tm3,0.1,0.5,positive,-0.125,0.8108108108108107
Tm3,0.1,0.5,positive,-0.1,0.5405405405405405
Tm3,0.1,0.5,negative,-0.1,-0.27027027027027023
Tm3,0.1,0.5,negative,-0.075,-0.27027027027027023
Tm3,0.1,0.5,negative,-0.05,-0.5405405405405405
Tm3,0.1,0.5,positive,-0.025,0.5405405405405405
Tm3,0.1,0.5,negative,-0.025,-0.5405405405405405
Tm3,0.1,0.5,positive,0.0,0.5405405405405405
Tm3,0.1,0.5,negative,0.0,-0.8108108108108107
Tm3,0.1,0.5,positive,0.025,0.5405405405405405
Tm3,0.1,0.5,negative,0.025,-0.8108108108108107
Tm3,0.1,0.5,positive,0.05,1.6216216216216215
Tm3,0.1,0.5,negative,0.05,-0.8108108108108107
Tm3,0.1,0.5,positive,0.075,4.594594594594595
Tm3,0.1,0.5,negative,0.075,-1.081081081081081
Tm3,0.1,0.5,positive,0.1,5.945945945945946
Tm3,0.1,0.5,negative,0.1,-3.513513513513513
Tm3,0.1,0.5,positive,0.125,15.945945945945946
Tm3,0.1,0.5,negative,0.125,-5.945945945945946
Tm3,0.1,0.5,positive,0.15,15.945945945945946
Tm3,0.1,0.5,negative,0.15,-7.297297297297297
Tm3,0.1,0.5,positive,0.175,18.37837837837838
Tm3,0.1,0.5,negative,0.175,-7.297297297297297
Tm3,0.1,0.5,positive,0.2,18.91891891891892
Tm3,0.1,0.5,negative,0.2,-7.837837837837838
Tm3,0.1,0.5,positive,0.225,19.72972972972973
Tm3,0.1,0.5,negative,0.225,-8.378378378378377
Tm3,0.1,0.5,positive,0.25,20.0
Tm3,0.1,0.5,negative,0.25,-8.378378378378377
Tm3,0.1,0.5,positive,0.275,20.27027027027027
Tm3,0.1,0.5,negative,0.275,-8.91891891891892
Tm3,0.1,0.5,positive,0.3,20.27027027027027
Tm3,0.1,0.5,negative,0.3,-8.91891891891892
Tm3,0.1,0.5,positive,0.325,20.27027027027027
Tm3,0.1,0.5,negative,0.325,-8.91891891891892
Tm3,0.1,0.5,positive,0.35,20.54054054054054
Tm3,0.1,0.5,negative,0.35,-9.18918918918919
Tm3,0.1,0.5,positive,0.375,20.54054054054054
Tm3,0.1,0.5,negative,0.375,-9.18918918918919
Tm3,0.1,0.5,positive,0.4,20.0
Tm3,0.1,0.5,negative,0.4,-9.18918918918919
Tm3,0.1,0.5,positive,0.425,19.72972972972973
Tm3,0.1,0.5,negative,0.425,-9.18918918918919
Tm3,0.1,0.5,positive,0.45,19.45945945945946
Tm3,0.1,0.5,negative,0.45,-9.18918918918919
Tm3,0.1,0.5,positive,0.475,19.45945945945946
Tm3,0.1,0.5,negative,0.475,-8.91891891891892
Tm3,0.1,0.5,positive,0.5,19.18918918918919
Tm3,0.1,0.5,negative,0.5,-8.91891891891892
Tm3,0.1,0.5,positive,0.525,18.91891891891892
Tm3,0.1,0.5,negative,0.525,-8.648648648648647
Tm3,0.1,0.5,positive,0.55,18.91891891891892
Tm3,0.1,0.5,negative,0.55,-8.378378378378377
Tm3,0.1,0.5,positive,0.575,18.91891891891892
Tm3,0.1,0.5,negative,0.575,-8.378378378378377
Tm3,0.1,0.5,positive,0.6,18.37837837837838
Tm3,0.1,0.5,negative,0.6,-8.108108108108107
Tm3,0.1,0.5,positive,0.625,17.56756756756757
Tm3,0.1,0.5,negative,0.625,-7.837837837837838
Tm3,0.1,0.5,positive,0.65,16.756756756756754
Tm3,0.1,0.5,negative,0.65,-7.837837837837838
Tm3,0.1,0.5,positive,0.675,15.405405405405405
Tm3,0.1,0.5,negative,0.675,-7.5675675675675675
Tm3,0.1,0.5,positive,0.7,15.405405405405405
Tm3,0.1,0.5,negative,0.7,-7.027027027027026
Tm3,0.1,0.5,positive,0.725,14.594594594594595
Tm3,0.1,0.5,negative,0.725,-7.027027027027026
Tm3,0.1,0.5,positive,0.75,14.054054054054053
Tm3,0.1,0.5,negative,0.75,-7.027027027027026
Tm3,0.1,0.5,positive,0.775,13.243243243243242
