idx,ctype,in_gain,out_gain,v_th,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,R1-6,1.000000,2.493865,-50.000000,1.017739,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
1,R7,1.000000,0.500000,-50.000000,1.045132,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
2,R8,1.000000,0.904450,-50.000000,1.035748,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
3,L1,1.000000,2.908953,-50.000000,1.027125,55.836687,16.580028,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
4,L2,1.000000,1.215406,-50.000000,0.971169,62.904036,38.055732,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
5,L3,1.000000,0.500000,-50.000000,1.000535,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
6,L4,1.000000,1.038368,-50.000000,1.022702,38.248659,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
7,L5,1.000000,1.107570,-50.000000,0.984778,22.403866,8.597911,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
8,Mi1,1.000000,1.088707,-50.000000,1.042900,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
9,Mi4,1.000000,0.909647,-50.000000,1.043611,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
10,Mi9,1.000000,3.231223,-50.000000,1.042662,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
11,T1,1.000000,0.645770,-50.000000,1.022450,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
12,T2,1.000000,1.304534,-50.000000,0.991158,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
13,T2a,1.000000,0.853076,-50.000000,0.987741,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
14,T3,1.000000,0.500000,-50.000000,0.965726,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
15,T4a,1.000000,0.865743,-50.000000,0.983855,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
16,T4b,1.000000,0.962490,-50.000000,1.027008,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
17,T4c,1.000000,0.500000,-50.000000,1.005490,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
18,T4d,1.000000,0.500000,-50.000000,0.976590,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
19,T5a,1.000000,0.500000,-50.000000,0.980267,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
20,T5b,1.000000,2.520803,-50.000000,0.988682,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
21,T5c,1.000000,5.000000,-50.000000,0.995402,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
22,T5d,1.000000,0.500000,-50.000000,0.960757,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
23,Tm1,1.000000,0.500000,-50.000000,1.016755,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
24,Tm2,1.000000,0.500000,-50.000000,1.009763,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
25,Tm20,1.000000,1.327288,-50.000000,1.015477,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
26,Tm21,1.000000,0.500000,-50.000000,1.005084,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
27,Tm3,1.000000,1.554637,-50.000000,0.996283,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
28,Tm4,1.000000,0.500000,-50.000000,0.978565,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
29,Tm9,1.000000,1.616347,-50.000000,0.969740,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
30,C2,1.000000,1.105502,-50.000000,0.976552,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
31,C3,1.000000,0.532552,-50.000000,1.012917,0.000000,0.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000,-43.044102,-0.200000,-40.000000,-36.165359,-0.200000,-40.000000
