idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,1.033837,0.000000,1.831344,1.550733,-50.000000,-50.000000,20.000000,200.000000,0.000000,-30.148901,-30.109653
1,R7,1.035604,0.000000,1.831344,1.996737,-50.000000,-50.000000,20.000000,200.000000,0.000000,-30.376867,-30.339687
2,R8,0.994437,0.000000,1.831344,0.455585,-50.000000,-50.000000,20.000000,200.000000,0.000000,-31.816124,-31.796215
3,L1,0.560393,0.000000,1.831344,1.813014,-50.000000,-50.000000,20.000000,200.000000,0.361649,-63.166924,-63.325050
4,L2,0.510921,0.000000,1.831344,1.544726,-50.000000,-50.000000,20.000000,200.000000,0.740379,-56.672104,-56.758698
5,L3,1.535167,0.000000,1.831344,0.343616,-50.000000,-50.000000,20.000000,200.000000,0.000000,-52.194126,-52.219772
6,L4,0.162138,0.000000,1.831344,0.764772,-50.000000,-50.000000,20.000000,200.000000,1.000000,-50.000000,-50.000023
7,L5,1.281578,0.000000,1.831344,1.638012,-50.000000,-50.000000,20.000000,200.000000,0.198380,-50.000034,-50.000046
8,Mi1,1.317445,0.000000,1.831344,1.005107,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.025799,-50.026070
9,Tm3,0.677566,0.000000,1.831344,0.511952,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
10,Mi4,1.151139,0.000000,1.831344,0.772925,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.150002,-50.151478
11,Mi9,0.539265,0.000000,1.831344,3.413621,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.013996,-50.014164
12,T4a,1.005915,0.000000,1.831344,1.328913,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
13,T4b,1.002019,0.000000,1.831344,0.216490,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
14,T4c,1.043859,0.000000,1.831344,1.265656,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
15,T4d,0.966827,0.000000,1.831344,9.977992,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
16,Tm1,0.692976,0.000000,1.831344,0.428926,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
17,Tm2,0.457460,0.000000,1.831344,0.646794,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
18,Tm4,0.274251,0.000000,1.831344,0.548681,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
19,Tm9,1.046282,0.000000,1.831344,1.134938,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
20,T5a,0.991695,0.000000,1.831344,0.507609,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
21,T5b,1.046611,0.000000,1.831344,6.277004,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
22,T5c,0.986347,0.000000,1.831344,2.696974,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
23,T5d,1.026332,0.000000,1.831344,3.082570,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
24,T1,1.045718,0.000000,1.831344,1.410407,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.081909,-50.082863
25,T2,1.017889,0.000000,1.831344,1.705336,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
26,T2a,1.007971,0.000000,1.831344,0.715879,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
27,T3,0.984082,0.000000,1.831344,1.479260,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
28,C2,1.046315,0.000000,1.831344,0.297929,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.005604,-50.005672
29,C3,1.021313,0.000000,1.831344,0.680101,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.073109,-50.073975
30,Lawf1,1.049608,0.000000,1.831344,1.287561,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.006474,-50.006557
31,Lawf2,1.018677,0.000000,1.831344,1.300752,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.004833,-50.004890
32,Dm3v,1.026375,0.000000,1.831344,4.526688,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
33,Lai,1.020905,0.000000,1.831344,3.188514,-50.000000,-50.000000,20.000000,200.000000,0.000000,-70.266167,-70.505486
34,Mi10,0.985424,0.000000,1.831344,1.136314,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.089176,-50.090096
35,Mi13,1.044371,0.000000,1.831344,1.987634,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000004
36,Mi14,1.028407,0.000000,1.831344,7.657510,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000332,-50.000351
37,Mi15,1.045406,0.000000,1.831344,0.597447,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.239197,-50.241592
38,Mi2,0.988049,0.000000,1.831344,1.055381,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.007915,-50.008007
39,Tm16,1.032114,0.000000,1.831344,5.281370,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
40,Tm20,1.027942,0.000000,1.831344,1.180766,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.040829,-50.041264
41,Tm21,1.019548,0.000000,1.831344,3.930030,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.010376,-50.010479
42,Tm27,1.043296,0.000000,1.831344,2.696705,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.008583,-50.008690
43,Tm5a,0.985820,0.000000,1.831344,9.820349,-50.000000,-50.000000,20.000000,200.000000,0.000000,-52.963360,-52.997616
44,Tm5b,0.971509,0.000000,1.831344,2.622499,-50.000000,-50.000000,20.000000,200.000000,0.000000,-52.931671,-52.965656
45,Tm5c,0.961171,0.000000,1.831344,1.527219,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.729786,-50.737320
46,Tm5f,1.005959,0.000000,1.831344,0.979786,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.022797,-50.023071
47,TmY10,1.013820,0.000000,1.831344,1.196765,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.001427,-50.001446
48,TmY11,1.032158,0.000000,1.831344,7.143978,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
49,TmY14,1.044062,0.000000,1.831344,5.150554,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000080,-50.000084
50,TmY15,1.036237,0.000000,1.831344,3.104594,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
51,TmY3,0.987045,0.000000,1.831344,3.675979,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
52,TmY4,1.006494,0.000000,1.831344,6.250048,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000004
53,TmY5a,0.987945,0.000000,1.831344,3.774090,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
54,TmY9q,0.964664,0.000000,1.831344,0.421158,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000854,-50.000866
55,TmY9q__perp,0.991725,0.000000,1.831344,3.513961,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.000000,-50.000008
