cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.023921,18.028057,2.220080,1.523507,-3.758001,-100.000000,-100.000000,1.025050,348.062897,10.000000,221.100403,0.000000,17.961124,18.028057,23.288877,5.260820
1,R7,1.018080,-50.000000,2.220080,5.392689,-9.161837,-100.000000,-100.000000,0.987169,349.851898,10.000000,221.100403,0.000000,-63.723930,-64.834572,-64.741318,0.093254
2,R8,0.950599,-0.376671,2.220080,3.237214,-9.063999,-100.000000,-100.000000,0.960666,347.606934,10.000000,221.100403,0.000000,-0.942007,-0.376671,5.521561,5.898232
3,L1,2.000000,-20.355799,2.220080,1.930976,-18.947720,-100.000000,-100.000000,0.979275,347.773163,10.000000,221.100403,0.996840,-20.165358,-20.355799,-33.532848,-13.177050
4,L2,2.000000,-19.721836,2.220080,2.013398,-18.691154,-100.000000,-100.000000,0.989144,347.550079,10.000000,221.100403,0.996681,-19.666485,-19.721836,-30.425415,-10.703579
5,L3,2.000000,-3.933822,2.220080,0.607034,-1.736431,-100.000000,-100.000000,0.964405,351.520935,10.000000,221.100403,0.000000,-4.004932,-3.933822,-5.568694,-1.634872
6,L4,0.848659,-1.198071,2.220080,0.307654,-1.661488,-100.000000,-100.000000,1.014950,349.024078,10.000000,221.100403,0.988810,-1.191892,-1.198071,-6.420565,-5.222494
7,L5,2.000000,-23.696926,2.220080,1.927898,-16.523115,-100.000000,-100.000000,1.046219,348.710815,10.000000,221.100403,0.913488,-23.738041,-23.696926,-12.441531,11.255395
8,Mi1,2.000000,-28.530088,2.220080,1.720588,-9.991955,-100.000000,-100.000000,1.033678,347.576416,10.000000,221.100403,0.000000,-28.515602,-28.530088,-21.255077,7.275011
9,Tm3,2.000000,-3.627095,2.220080,4.558347,2.502655,-100.000000,-100.000000,1.008626,349.292267,10.000000,221.100403,0.000000,-3.566485,-3.627095,6.359963,9.987059
10,Mi4,2.000000,-5.121993,2.220080,0.738596,-6.951145,-100.000000,-100.000000,1.001259,348.793945,10.000000,221.100403,0.000000,-5.082692,-5.121993,-3.751702,1.370291
11,Mi9,2.000000,-16.154018,2.220080,0.468032,-22.043409,-100.000000,-100.000000,1.023538,349.046936,10.000000,221.100403,0.000000,-16.137306,-16.154018,-19.607325,-3.453306
12,T4a,1.005920,50.000000,2.220080,3.360499,-0.571966,-100.000000,-100.000000,1.036524,348.891907,10.000000,221.100403,0.000000,63.921886,63.079021,73.387390,10.308369
13,T4b,1.031537,29.195389,2.220080,0.456923,-0.820068,-100.000000,-100.000000,0.961672,348.211334,10.000000,221.100403,0.000000,29.211039,29.195389,32.127129,2.931740
14,T4c,1.010939,-33.176365,2.220080,1.121136,-8.709820,-100.000000,-100.000000,1.014553,347.578674,10.000000,221.100403,0.000000,-31.859024,-33.176365,-31.501631,1.674734
15,T4d,1.028471,-28.863865,2.220080,10.000000,13.410018,-100.000000,-100.000000,0.966081,349.390259,10.000000,221.100403,0.000000,-27.895863,-28.863865,-29.766022,-0.902157
16,Tm1,2.000000,17.236557,2.220080,0.523870,-1.979135,-100.000000,-100.000000,1.027463,351.805115,10.000000,221.100403,0.000000,17.086870,17.236557,11.816107,-5.420450
17,Tm2,2.000000,25.378447,2.220080,0.302566,-2.575576,-100.000000,-100.000000,0.952549,351.952759,10.000000,221.100403,0.000000,25.301613,25.378447,21.718109,-3.660337
18,Tm4,1.531654,6.007654,2.220080,1.670750,-0.686592,-100.000000,-100.000000,0.993795,348.083344,10.000000,221.100403,0.000000,5.755630,6.007654,0.024295,-5.983359
19,Tm9,0.994157,0.087288,2.220080,1.519362,-0.840170,-100.000000,-100.000000,1.010576,350.938446,10.000000,221.100403,0.000000,0.070946,0.087288,-0.861150,-0.948438
20,T5a,1.044665,50.000000,2.220080,4.935051,4.007435,-100.000000,-100.000000,1.037690,349.489838,10.000000,221.100403,0.000000,291.348969,298.394592,303.616730,5.222137
21,T5b,1.027333,50.000000,2.220080,7.623124,1.944424,-100.000000,-100.000000,1.047007,352.057159,10.000000,221.100403,0.000000,196.373398,208.647278,244.020050,35.372772
22,T5c,1.013632,50.000000,2.220080,5.952309,-2.011794,-100.000000,-100.000000,0.978383,349.715424,10.000000,221.100403,0.000000,163.243988,163.775314,160.227371,-3.547943
23,T5d,1.038309,50.000000,2.220080,9.654064,12.118733,-100.000000,-100.000000,1.022231,351.422546,10.000000,221.100403,0.000000,115.727234,115.706047,112.674728,-3.031319
24,T1,1.020096,-14.262549,2.220080,0.520265,-7.946438,-100.000000,-100.000000,0.968079,349.232361,10.000000,221.100403,0.000000,-16.277287,-14.262549,-63.123333,-48.860784
25,T2,1.005062,50.000000,2.220080,1.256208,-3.044811,-100.000000,-100.000000,0.998574,349.111847,10.000000,221.100403,0.000000,488.168732,489.667480,507.859528,18.192047
26,T2a,0.983248,40.993652,2.220080,10.000000,11.151740,-100.000000,-100.000000,0.966502,349.018890,10.000000,221.100403,0.000000,41.077442,40.993652,42.655106,1.661453
27,T3,1.024062,50.000000,2.220080,1.772316,-2.433091,-100.000000,-100.000000,0.960859,349.414551,10.000000,221.100403,0.000000,55.569958,55.540703,60.537994,4.997292
28,C2,0.955199,-50.000000,2.220080,1.850568,-1.075042,-100.000000,-100.000000,1.037032,352.275787,10.000000,221.100403,0.000000,-111.464546,-111.744179,-89.200211,22.543968
29,C3,1.020607,-50.000000,2.220080,1.479814,-3.528098,-100.000000,-100.000000,1.013841,350.621277,10.000000,221.100403,0.000000,-122.643250,-123.103958,-84.980064,38.123894
30,Lawf1,1.047057,3.657260,2.220080,0.652960,-0.285896,-100.000000,-100.000000,0.991691,347.974304,10.000000,221.100403,0.000000,4.004695,3.657260,3.617231,-0.040029
31,Lawf2,1.046830,-17.096413,2.220080,0.603440,-1.846147,-100.000000,-100.000000,1.017158,347.648499,10.000000,221.100403,0.000000,-16.135262,-17.096413,-19.398863,-2.302450
32,Dm3v,0.969474,33.936600,2.220080,0.566337,-4.862594,-100.000000,-100.000000,1.013646,352.408630,10.000000,221.100403,0.000000,33.525635,33.936600,33.180321,-0.756279
33,Lai,1.010399,-50.000000,2.220080,0.100000,-0.790277,-100.000000,-100.000000,0.998525,351.150421,10.000000,221.100403,0.000000,-285.415558,-286.980743,-304.963745,-17.983002
34,Mi10,1.026136,14.935340,2.220080,0.753384,-1.805140,-100.000000,-100.000000,1.038726,349.240540,10.000000,221.100403,0.000000,14.625240,14.935340,15.845946,0.910606
35,Mi13,1.011227,15.883253,2.220080,0.141649,-1.872924,-100.000000,-100.000000,1.030195,349.747803,10.000000,221.100403,0.000000,15.888108,15.883253,16.860178,0.976925
