idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,1.033837,0.000000,1.831344,1.550733,-50.000000,-50.000000,20.000000,200.000000,0.000000,-30.144400,-30.105188
1,R7,1.035604,0.000000,1.831344,1.996737,-50.000000,-50.000000,20.000000,200.000000,0.000000,-30.376987,-30.339815
2,R8,0.994437,0.000000,1.831344,0.455585,-50.000000,-50.000000,20.000000,200.000000,0.000000,-31.810841,-31.790968
3,L1,0.560393,0.000000,1.831344,1.813014,-20.000000,-50.000000,20.000000,200.000000,0.361649,-32.076752,-32.243584
4,L2,0.510921,0.000000,1.831344,1.544726,-20.000000,-50.000000,20.000000,200.000000,0.740379,-26.661949,-26.748419
5,L3,1.535167,0.000000,1.831344,0.343616,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.649368,-50.688583
6,L4,0.162138,0.000000,1.831344,0.764772,-50.000000,-50.000000,20.000000,200.000000,1.000000,-50.000000,-50.001389
7,L5,1.281578,0.000000,1.831344,1.638012,-50.000000,-50.000000,20.000000,200.000000,0.198380,-69.549103,-69.127205
8,Mi1,1.317445,0.000000,1.831344,1.005107,-50.000000,-50.000000,20.000000,200.000000,0.000000,-52.978161,-52.917603
9,Tm3,0.677566,0.000000,1.831344,0.511952,-50.000000,-50.000000,20.000000,200.000000,0.000000,-78.529884,-77.921692
10,Mi4,1.151139,0.000000,1.831344,0.772925,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.188145,-50.193317
11,Mi9,0.539265,0.000000,1.831344,3.413621,-50.000000,-50.000000,20.000000,200.000000,0.000000,-49.233337,-49.236279
12,T4a,1.005915,0.000000,1.831344,1.328913,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.085472,-50.088184
13,T4b,1.002019,0.000000,1.831344,0.216490,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.213299,-50.220589
14,T4c,1.043859,0.000000,1.831344,1.265656,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.007145,-50.007240
15,T4d,0.966827,0.000000,1.831344,9.977992,-50.000000,-50.000000,20.000000,200.000000,0.000000,-50.096069,-50.100166
16,Tm1,0.692976,0.000000,1.831344,0.428926,-50.000000,-50.000000,20.000000,200.000000,0.000000,-45.508911,-45.542114
17,Tm2,0.457460,0.000000,1.831344,0.646794,-50.000000,-50.000000,20.000000,200.000000,0.000000,-27.092823,-27.259739
18,Tm4,0.274251,0.000000,1.831344,0.548681,-50.000000,-50.000000,20.000000,200.000000,0.000000,-13.202475,-13.470125
19,Tm9,1.046282,0.000000,1.831344,1.134938,-50.000000,-50.000000,20.000000,200.000000,0.000000,-49.899986,-49.901443
20,T5a,0.991695,0.000000,1.831344,0.507609,-50.000000,-50.000000,20.000000,200.000000,0.000000,-49.336540,-49.347923
21,T5b,1.046611,0.000000,1.831344,6.277004,-50.000000,-50.000000,20.000000,200.000000,0.000000,-49.173046,-49.186569
22,T5c,0.986347,0.000000,1.831344,2.696974,-50.000000,-50.000000,20.000000,200.000000,0.000000,-46.176441,-46.190353
23,T5d,1.026332,0.000000,1.831344,3.082570,-50.000000,-50.000000,20.000000,200.000000,0.000000,-49.935284,-49.939110
24,T1,1.045718,0.000000,1.831344,1.410407,-50.000000,-50.000000,20.000000,200.000000,0.000000,-47.992744,-48.007595
25,T2,1.017889,0.000000,1.831344,1.705336,-50.000000,-50.000000,20.000000,200.000000,0.000000,-49.788017,-49.787983
26,T2a,1.007971,0.000000,1.831344,0.715879,-50.000000,-50.000000,20.000000,200.000000,0.000000,-49.967182,-49.967442
