idx,ctype,inp_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,R1,0.370841,2.096158,1.071006,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
1,R2,0.603160,2.171859,1.007615,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
2,R3,0.100000,2.247742,1.092091,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
3,R4,1.678640,2.274445,0.968375,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
4,R5,0.717610,2.230376,0.988952,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
5,R6,1.270012,2.211174,0.959473,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
6,R7,0.100000,4.572680,0.915523,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
7,R8,4.532923,1.591594,0.941730,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
8,L1,2.029129,1.522675,1.089608,50.529529,53.354686,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
9,L2,0.100000,0.496138,1.051384,54.664394,52.735971,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
10,L3,0.484132,1.553453,1.010917,4.014662,0.019931,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
11,L4,1.255486,1.097055,0.936225,0.015549,0.582058,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
12,L5,2.015387,0.778706,0.961144,51.210631,49.738923,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
13,Lawf1,1.287482,1.225932,0.970119,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
14,Lawf2,0.100000,0.100000,0.943593,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
15,Am,0.493110,0.419149,1.030797,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
16,C2,1.458696,1.379755,0.911469,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
17,C3,0.514597,0.494326,1.094762,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
18,CT1(Lo1),0.888884,0.825142,0.904935,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
19,CT1(M10),1.516398,2.145668,1.069533,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
20,Mi1,3.971697,2.666317,0.938779,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
21,Mi2,1.188358,1.684113,1.070005,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
22,Mi3,2.495613,2.370017,0.981560,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
23,Mi4,0.100000,0.100000,0.972667,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
24,Mi9,1.743022,2.255114,0.959774,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
25,Mi10,0.545649,0.494294,1.094512,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
26,Mi11,0.430689,0.594019,1.064953,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
27,Mi12,0.100000,0.100000,0.925341,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
28,Mi13,2.204088,2.239419,0.902770,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
29,Mi14,0.100000,0.100000,1.046954,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
30,Mi15,0.103668,0.103670,0.997930,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
31,T1,0.413018,0.372607,0.963155,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
32,T2,0.944443,0.344628,1.056975,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
33,T2a,0.100000,0.100000,1.093140,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
34,T3,0.100000,0.100000,0.947168,0.000000,0.000000,-47.379976,-0.228723,-47.800667,-49.881903,-0.200000,-49.329267
