idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
45,Tm5c,6.501146,0.228475,-50.000000,0.987081,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,-39.106392,-39.646967
46,Tm5f,6.501146,2.093739,-50.000000,1.037415,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,3.365498,-12.326974
47,TmY10,6.501146,1.771911,-50.000000,1.041979,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,-34.006106,-39.736565
48,TmY11,6.501146,5.488064,-50.000000,0.995318,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,-58.951200,-33.597189
49,TmY14,6.501146,1.691592,-50.000000,1.038663,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,-30.077402,-43.890385
50,TmY15,6.501146,0.646069,-50.000000,1.045658,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,3.079101,5.147212
51,TmY3,6.501146,1.988736,-50.000000,0.997957,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,5.393037,-25.252193
52,TmY4,6.501146,0.100000,-50.000000,1.030924,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,0.597620,-14.133281
53,TmY5a,6.501146,0.896377,-50.000000,1.008871,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,-20.289905,-41.506474
54,TmY9q,6.501146,0.100000,-50.000000,0.953758,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,-1.707189,-2.492030
55,TmY9q__perp,6.501146,1.792569,-50.000000,0.976640,0.000000,0.000000,0.000000,-49.992698,-0.378925,-56.297042,-50.572001,-0.292696,-53.972009,-0.052215,-0.098773
