idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.981700,0.000000,2.528496,2.552142,-3.111416,-50.000000,10.000000,256.800152,0.000000,16.592655,16.627365
1,R7,0.958159,0.000000,2.528496,9.304350,-37.590304,-50.000000,10.000000,256.800152,0.000000,-32.059702,-32.155361
2,R8,0.983100,0.000000,2.528496,4.987293,-29.090838,-50.000000,10.000000,256.800152,0.000000,-9.477923,-9.411258
3,L1,5.119574,0.000000,2.528496,0.814596,-5.896361,-50.000000,10.000000,256.800152,0.998777,-6.294336,-6.383435
4,L2,2.573247,0.000000,2.528496,2.473429,-1.314513,-50.000000,10.000000,256.800152,0.900775,-18.538829,-18.657840
5,L3,0.519835,0.000000,2.528496,0.673802,-1.902717,-50.000000,10.000000,256.800152,0.000000,-2.698164,-1.524728
6,L4,0.524879,0.000000,2.528496,3.417739,-35.843495,-50.000000,10.000000,256.800152,1.000000,-35.843495,-35.855290
7,L5,1.117611,0.000000,2.528496,2.089217,-39.117806,-50.000000,10.000000,256.800152,0.499660,-45.238716,-45.252585
8,Mi1,0.753936,0.000000,2.528496,3.357522,-35.005316,-50.000000,10.000000,256.800152,0.000000,-38.962560,-38.958766
9,Tm3,0.434038,0.000000,2.528496,4.018451,-38.145566,-50.000000,10.000000,256.800152,0.000000,-34.524083,-34.609730
10,Mi4,1.217102,0.000000,2.528496,1.519681,-36.977119,-50.000000,10.000000,256.800152,0.000000,-14.938379,-14.940565
11,Mi9,0.933492,0.000000,2.528496,3.822198,-38.259084,-50.000000,10.000000,256.800152,0.000000,-26.410876,-26.328817
12,T4a,0.960006,0.000000,2.528496,3.625215,-47.460738,-50.000000,10.000000,256.800152,0.000000,-34.262077,-34.255177
13,T4b,1.018265,0.000000,2.528496,7.446150,-44.705282,-50.000000,10.000000,256.800152,0.000000,-15.847882,-14.998997
14,T4c,0.987129,0.000000,2.528496,3.930298,-37.624405,-50.000000,10.000000,256.800152,0.000000,-39.443401,-39.574219
15,T4d,1.042430,0.000000,2.528496,10.000000,-50.000000,-50.000000,10.000000,256.800152,0.000000,-29.785676,-29.956358
16,Tm1,1.277101,0.000000,2.528496,0.890392,-41.442014,-50.000000,10.000000,256.800152,0.000000,-27.426170,-27.497593
17,Tm2,0.783518,0.000000,2.528496,1.916154,-30.874885,-50.000000,10.000000,256.800152,0.000000,-27.161765,-27.272028
18,Tm4,0.734785,0.000000,2.528496,2.785302,-50.000000,-50.000000,10.000000,256.800152,0.000000,-33.697966,-33.815808
19,Tm9,0.258784,0.000000,2.528496,5.481030,-28.794527,-50.000000,10.000000,256.800152,0.000000,-30.884850,-30.886910
20,T5a,0.958593,0.000000,2.528496,6.453998,-50.000000,-50.000000,10.000000,256.800152,0.000000,-40.807408,-40.704424
21,T5b,1.015386,0.000000,2.528496,5.236204,-28.063976,-50.000000,10.000000,256.800152,0.000000,9.036360,9.182579
22,T5c,1.020453,0.000000,2.528496,6.880394,-27.667653,-50.000000,10.000000,256.800152,0.000000,-15.035255,-14.969945
23,T5d,0.952219,0.000000,2.528496,10.000000,-40.356255,-50.000000,10.000000,256.800152,0.000000,-42.410738,-42.307867
24,T1,1.044691,0.000000,2.528496,2.649295,-28.396521,-50.000000,10.000000,256.800152,0.000000,-18.761902,-18.340471
25,T2,0.984528,0.000000,2.528496,3.698406,-39.774392,-50.000000,10.000000,256.800152,0.000000,-29.014404,-28.662851
26,T2a,0.965848,0.000000,2.528496,10.000000,-32.607281,-50.000000,10.000000,256.800152,0.000000,-11.032794,-11.026722
27,T3,0.977786,0.000000,2.528496,2.609667,-40.791892,-50.000000,10.000000,256.800152,0.000000,-23.992476,-23.964039
28,C2,0.960884,0.000000,2.528496,2.970388,-31.836447,-50.000000,10.000000,256.800152,0.000000,-37.572905,-37.597468
29,C3,1.036071,0.000000,2.528496,2.230860,-36.779587,-50.000000,10.000000,256.800152,0.000000,-45.292015,-45.319808
