idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
30,Lawf1,0.980971,0.000000,2.528496,3.933140,-50.000000,-50.000000,10.000000,256.800152,0.000000,0.893811,1.447399
31,Lawf2,1.013905,0.000000,2.528496,4.483834,-50.000000,-50.000000,10.000000,256.800152,0.000000,-41.140335,-41.184972
32,Dm3v,1.045962,0.000000,2.528496,9.540590,-34.365092,-50.000000,10.000000,256.800152,0.000000,-20.696307,-20.452227
33,Lai,0.993626,0.000000,2.528496,3.401690,1.110396,-50.000000,10.000000,256.800152,0.000000,-25.075698,-25.239587
34,Mi10,1.011158,0.000000,2.528496,4.308809,-3.777843,-50.000000,10.000000,256.800152,0.000000,-41.661062,-42.207929
35,Mi13,0.975884,0.000000,2.528496,2.791703,-38.344958,-50.000000,10.000000,256.800152,0.000000,-43.982234,-44.086165
36,Mi14,1.025182,0.000000,2.528496,3.958753,-50.000000,-50.000000,10.000000,256.800152,0.000000,2.051834,1.591064
37,Mi15,1.033518,0.000000,2.528496,2.673874,0.793084,-50.000000,10.000000,256.800152,0.000000,-0.912724,-0.933538
38,Mi2,0.959665,0.000000,2.528496,5.890598,-50.000000,-50.000000,10.000000,256.800152,0.000000,-34.551732,-34.653277
39,Tm16,1.003824,0.000000,2.528496,1.226428,-0.576250,-50.000000,10.000000,256.800152,0.000000,-22.247196,-22.270975
40,Tm20,0.965585,0.000000,2.528496,2.679634,-30.389029,-50.000000,10.000000,256.800152,0.000000,-45.190473,-45.322901
41,Tm21,1.006733,0.000000,2.528496,10.000000,-41.520175,-50.000000,10.000000,256.800152,0.000000,-53.800620,-53.517673
42,Tm27,0.989764,0.000000,2.528496,8.480239,-28.944460,-50.000000,10.000000,256.800152,0.000000,-34.102293,-34.076019
43,Tm5a,1.032875,0.000000,2.528496,3.676413,-0.712826,-50.000000,10.000000,256.800152,0.000000,-21.920316,-21.731755
44,Tm5b,0.985470,0.000000,2.528496,4.629991,-0.981483,-50.000000,10.000000,256.800152,0.000000,17.363699,17.558683
45,Tm5c,1.012944,0.000000,2.528496,3.644260,-29.335921,-50.000000,10.000000,256.800152,0.000000,-17.811713,-17.834464
46,Tm5f,1.007767,0.000000,2.528496,7.702996,-46.176158,-50.000000,10.000000,256.800152,0.000000,-33.672701,-33.995093
47,TmY10,1.044872,0.000000,2.528496,8.753838,-24.845678,-50.000000,10.000000,256.800152,0.000000,-40.420739,-40.428325
48,TmY11,0.981135,0.000000,2.528496,10.000000,2.294299,-50.000000,10.000000,256.800152,0.000000,-82.934216,-83.737217
49,TmY14,1.037306,0.000000,2.528496,1.600945,-50.000000,-50.000000,10.000000,256.800152,0.000000,48.344330,48.103479
50,TmY15,0.951872,0.000000,2.528496,1.880580,-50.000000,-50.000000,10.000000,256.800152,0.000000,52.565706,51.208687
51,TmY3,0.975101,0.000000,2.528496,8.175534,-28.234172,-50.000000,10.000000,256.800152,0.000000,-28.110954,-28.258273
52,TmY4,1.014694,0.000000,2.528496,7.954835,-49.992487,-50.000000,10.000000,256.800152,0.000000,-40.376897,-39.830757
53,TmY5a,1.014348,0.000000,2.528496,2.482970,-49.597237,-50.000000,10.000000,256.800152,0.000000,-15.857489,-15.802393
54,TmY9q,1.036146,0.000000,2.528496,4.345503,-50.000000,-50.000000,10.000000,256.800152,0.000000,-37.817010,-37.765953
55,TmY9q__perp,0.985024,0.000000,2.528496,9.521699,-50.000000,-50.000000,10.000000,256.800152,0.000000,-29.933646,-29.877914
