idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,C2,1.372481,1.790412,0.000000,1.000000,-50.865926,-0.200000,-47.041162
1,C3,0.864666,1.811154,0.000000,1.000000,-50.865926,-0.200000,-47.041162
2,L1,1.486321,0.100000,0.000000,1.447467,-50.865926,-0.200000,-47.041162
3,L2,1.795892,1.870113,0.000000,2.387359,-50.865926,-0.200000,-47.041162
4,L3,1.247463,0.100000,0.000000,0.000000,-50.865926,-0.200000,-47.041162
5,L4,1.342804,0.966768,0.000000,3.792082,-50.865926,-0.200000,-47.041162
6,L5,0.864666,1.811154,0.000000,0.465487,-50.865926,-0.200000,-47.041162
7,Mi1,1.630944,1.769364,0.000000,3.599083,-50.865926,-0.200000,-47.041162
8,Mi4,1.630944,1.769364,0.000000,0.000000,-50.865926,-0.200000,-47.041162
9,Mi9,1.397891,1.507027,46.349669,4.803281,-50.865926,-0.200000,-47.041162
10,R1-6,0.525365,1.427802,53.081378,1.000000,-50.865926,-0.200000,-47.041162
11,R7,1.367927,1.584584,0.000000,1.000000,-50.865926,-0.200000,-47.041162
12,R8,1.393669,1.798762,0.000000,1.000000,-50.865926,-0.200000,-47.041162
13,T1,0.781852,1.889224,0.000000,1.000000,-50.865926,-0.200000,-47.041162
14,T2,0.206420,0.322292,0.000000,1.000000,-50.865926,-0.200000,-47.041162
15,T2a,1.353496,0.372588,0.000000,1.000000,-50.865926,-0.200000,-47.041162
16,T3,1.353496,0.372588,0.000000,1.000000,-50.865926,-0.200000,-47.041162
17,T4a,0.743790,1.889318,0.000000,0.000000,-50.865926,-0.200000,-47.041162
18,T4b,1.788716,1.759750,0.000000,0.000000,-50.865926,-0.200000,-47.041162
19,T4c,0.956735,1.656364,0.000000,0.000000,-50.865926,-0.200000,-47.041162
20,T4d,0.100000,1.498157,0.866068,0.000000,-50.865926,-0.200000,-47.041162
21,T5a,1.367927,1.584584,0.000000,0.000000,-50.865926,-0.200000,-47.041162
22,T5b,1.590990,0.101296,0.000000,0.000000,-50.865926,-0.200000,-47.041162
23,T5c,0.525365,1.427802,53.081378,0.000000,-50.865926,-0.200000,-47.041162
24,T5d,1.367927,1.584584,0.000000,0.000000,-50.865926,-0.200000,-47.041162
25,Tm1,1.561080,1.789499,0.000000,2.350256,-50.865926,-0.200000,-47.041162
26,Tm2,1.486321,0.100000,0.000000,3.051152,-50.865926,-0.200000,-47.041162
27,Tm20,0.206420,0.322292,0.000000,1.000000,-50.865926,-0.200000,-47.041162
28,Tm21,1.483466,0.178057,0.726547,1.000000,-50.865926,-0.200000,-47.041162
29,Tm3,1.417786,0.100000,0.000000,5.072473,-50.865926,-0.200000,-47.041162
30,Tm4,0.206420,0.322292,0.000000,3.856822,-50.865926,-0.200000,-47.041162
31,Tm9,1.247463,0.100000,0.000000,4.907825,-50.865926,-0.200000,-47.041162
