cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
0,R1-6,0.979325,60.795246,3.049137,1.390722,-9.044404,-40.972404,16.373539,202.394592,0.000000,-50.000000,1.000000,500.000000,10.769742,10.811969,20.724644,9.912675,60.794743,60.837639,70.751732,9.914093,60.794743,60.795250,61.098583,0.303333
1,R7,1.017565,34.507004,3.049137,10.000000,-34.324703,-15.218000,19.201210,198.536255,0.000000,-50.000000,1.000000,500.000000,-15.493369,-15.461636,-6.008343,9.453293,34.506626,34.538364,43.991657,9.453293,34.506626,34.507004,34.786762,0.279758
2,R8,1.046883,45.463818,3.049137,7.256802,-24.440390,-25.190788,44.411476,202.385406,0.000000,-50.000000,1.000000,500.000000,-4.536418,-4.515981,1.083037,5.599018,45.463585,45.484016,51.083038,5.599022,45.463585,45.463818,45.614700,0.150883
3,L1,1.999852,15.632022,3.049137,3.216989,-18.098997,-31.387680,11.424067,222.637878,1.000000,-57.355831,0.398203,528.982117,-18.098999,-18.153423,-47.220684,-29.067261,15.632187,15.610514,5.708637,-9.901877,15.632187,15.632022,15.426981,-0.205041
4,L2,1.999449,13.048725,3.049137,2.450630,-18.377033,-32.012272,11.152695,230.853470,0.998989,-35.192848,0.780744,518.787231,-18.479479,-18.501108,-33.087532,-14.586424,13.048863,13.031976,4.413821,-8.618155,13.048863,13.048723,12.866947,-0.181776
5,L3,1.999980,11.027202,3.049137,3.744425,-22.690893,-26.928530,20.450111,196.777527,0.000000,-65.513023,0.247174,462.249023,-20.899817,-20.911530,-30.524319,-9.612789,11.027230,11.024335,8.648302,-2.376033,11.027230,11.027202,10.988055,-0.039146
6,L4,0.794859,27.356522,3.049137,0.611159,-4.444765,-45.548588,11.828529,230.439194,0.915188,-57.257305,0.508545,532.517456,-3.463581,-3.465497,-8.278928,-4.813431,27.356520,27.355545,24.907698,-2.447847,27.356520,27.356520,27.319040,-0.037479
7,L5,1.999978,3.426017,3.049137,3.678021,-25.139437,-24.726042,10.044199,206.650116,0.978793,-34.620193,0.401018,498.266815,-26.077131,-26.035501,-0.988742,25.046760,3.425924,3.442619,13.486825,10.044206,3.425924,3.426017,3.644493,0.218476
8,Mi1,1.999951,3.966830,3.049137,0.402304,-10.779681,-39.429794,17.938028,199.635895,0.000000,-50.048901,0.158537,495.562927,-25.027054,-25.052757,4.893332,29.946090,3.966886,3.962811,8.710371,4.747560,3.966886,3.966830,4.037302,0.070473
9,Tm3,1.715822,7.453982,3.049137,0.100000,-6.262008,-43.505451,10.000000,206.171463,0.000000,-67.000549,0.152432,475.700378,-18.099852,-18.128620,21.964834,40.093454,7.454051,7.449667,13.561209,6.111542,7.454051,7.453982,7.552710,0.098728
10,Mi4,1.999923,0.486896,3.049137,8.350838,-24.827486,-25.110155,10.556330,202.995728,0.000000,-35.821690,0.118596,506.451111,-31.926424,-32.095074,17.570076,49.665150,0.487087,0.471336,6.349973,5.878637,0.487087,0.486896,0.566506,0.079611
11,Mi9,2.000000,10.228975,3.049137,2.744233,-19.457386,-30.423401,19.206755,202.975769,0.000000,-39.218235,0.475413,507.131989,-17.702635,-17.669458,-42.339241,-24.669783,10.228793,10.244566,3.372923,-6.871643,10.228793,10.228976,10.151797,-0.077179
12,T4a,0.977248,46.263050,3.049137,0.197965,-2.325043,-47.811512,16.236925,191.692993,0.000000,-50.000000,1.000000,500.000000,-3.736902,-3.740961,-15.502582,-11.761621,46.263100,46.259041,34.776512,-11.482529,46.263100,46.263046,46.161892,-0.101154
