,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Tm1,,,,,0.100000,,,3.060990,5.687838,6.832025,0.100000,0.100000,10.000000,1.363310,0.100000,,,1.014738,,0.924749,2.718169,10.000000,0.421901,0.100000,0.100000,0.100000,6.396835,0.100000,0.100000,5.428842,3.181787,3.788495,,0.100000
Tm2,,,,1.632955,0.100000,,,1.509866,10.000000,10.000000,0.100000,0.100000,0.100000,0.100000,1.035916,1.016441,,1.759609,,8.515163,10.000000,10.000000,0.923018,0.100000,,,2.070599,10.000000,0.100000,0.100000,,0.358836,1.027963,0.874955
Tm20,,,,,,,,,,0.100000,4.786922,0.637583,10.000000,10.000000,,,,,,,,,,10.000000,5.540663,0.100000,1.024569,,,10.000000,,0.100000,,
Tm21,,,,,,,,,0.691564,,,,6.327807,1.038519,,,,,,,,,,1.811618,,,7.032285,,,,,,,
Tm3,,,,0.100000,0.100000,,,,2.192518,0.100000,2.415204,,10.000000,10.000000,0.100000,6.089118,6.902705,0.100000,2.986204,,1.028537,,0.962692,,,,,10.000000,0.100000,,0.993676,10.000000,0.100000,1.016272
Tm4,,,,,10.000000,,,,10.000000,5.062103,,10.000000,0.100000,4.652079,0.100000,,,,,1.020882,8.915098,9.997936,0.262264,7.782755,8.759729,,0.100000,0.100000,1.616286,,0.100000,0.100000,,0.395743
Tm9,,,,,,0.100000,,,,0.100000,0.100000,,10.000000,0.100000,,,,,,0.100000,0.100000,9.830032,0.991478,6.048917,9.798969,0.100000,0.100000,,0.100000,9.897757,,,,
C2,0.100000,1.358045,10.000000,0.100000,0.100000,0.100000,0.100000,6.368170,6.218419,10.000000,,0.100000,0.629973,1.064631,1.023488,,,,,,,,,0.111801,,,,,,0.442510,1.194641,0.100000,,
C3,10.000000,,,0.100000,3.237776,0.100000,10.000000,2.370188,0.946997,0.100000,0.100000,9.773171,1.891878,1.150194,0.986630,0.100000,0.100000,10.000000,0.983924,,,,,8.144041,0.100000,0.100000,0.100000,4.347921,3.928709,6.331904,5.272110,,,
Lawf1,0.100000,,,1.565513,2.237310,0.100000,,0.679202,,,1.698872,1.758020,,,,,,,,,,,,,,,,1.804391,,,,,1.229735,
Lawf2,0.445727,,,0.996663,1.959155,0.100000,,0.100000,,,,1.341491,,,,,,,,,,,,0.715195,0.267604,,,,,0.100000,1.611743,1.918860,1.657934,
