idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.428319,-0.641211,0.972275,0.333835,24.011062,997.202490,0.000000,1.000000
1,R7,1.000000,4.507191,-1.313382,1.011393,-0.069664,10.000000,999.085006,0.000000,1.000000
2,R8,1.000000,1.960803,12.105336,0.971926,0.478520,22.938477,976.031621,0.000000,1.000000
3,L1,1.000000,4.349509,8.789994,0.207659,-0.005373,26.112673,197.330669,0.000000,1.058341
4,L2,1.000000,3.252032,7.247560,0.845734,0.464184,22.212212,218.008355,0.000000,0.940732
5,L3,1.000000,1.322629,1.612033,0.440960,0.245347,66.345735,1004.914849,0.000000,1.000000
6,L4,1.000000,2.899668,1.304608,0.788764,0.628896,68.521157,232.133239,0.000000,4.462779
7,L5,1.000000,4.138825,2.941312,0.596902,0.087901,33.971592,206.773110,0.000000,3.403905
8,Mi1,1.000000,2.494531,-0.370158,1.273037,-0.524161,23.750831,995.044972,0.000000,1.000000
9,Mi4,1.000000,7.335068,-0.050436,0.527565,-0.223583,10.000000,997.921083,0.000000,1.000000
10,Mi9,1.000000,9.123649,17.648525,0.179895,-0.012057,23.881550,982.396937,0.000000,1.000000
11,T1,1.000000,2.716723,2.152234,1.036588,-0.039722,86.916008,1038.956977,0.000000,1.000000
12,T2,1.000000,9.380774,0.111133,1.043884,0.390123,46.848378,1008.734849,0.000000,1.000000
13,T2a,1.000000,7.712439,5.315474,0.998618,-0.365001,34.808848,1032.510331,0.000000,1.000000
14,T3,1.000000,0.100000,-1.356469,0.996740,-0.374160,51.586763,1004.631195,0.000000,1.000000
15,T4a,1.000000,8.249313,0.258848,1.001358,-0.101971,10.000000,1022.321051,0.000000,1.000000
16,T4b,1.000000,3.459414,7.114361,0.953755,-0.460740,10.708671,1019.111200,0.000000,1.000000
17,T4c,1.000000,4.089092,-0.692105,1.011664,0.286891,66.560640,1005.481860,0.000000,1.000000
18,T4d,1.000000,10.000000,5.676538,0.999359,0.398037,67.368590,1011.995981,0.000000,1.000000
19,T5a,1.000000,6.454943,-2.184036,1.044241,-0.148372,18.531671,999.632794,0.000000,1.000000
20,T5b,1.000000,10.000000,-4.487351,1.038590,0.295250,45.693806,1009.683637,0.000000,1.000000
21,T5c,1.000000,10.000000,20.000000,1.008729,0.444727,22.802989,1029.104704,0.000000,1.000000
22,T5d,1.000000,0.662719,-1.388190,0.955693,0.401332,49.187218,1000.228222,0.000000,1.000000
23,Tm1,1.000000,2.130903,2.554706,0.803093,-0.278897,28.667151,972.011781,0.000000,1.000000
24,Tm2,1.000000,4.494526,-1.928265,0.573377,0.090262,10.000000,978.528087,0.000000,1.000000
25,Tm20,1.000000,10.000000,-0.960018,0.992965,-0.383954,49.463783,1001.074115,0.000000,1.000000
26,Tm21,1.000000,8.277223,2.308641,1.031502,0.355816,10.000000,1042.601426,0.000000,1.000000
27,Tm3,1.000000,4.055338,0.730363,0.142568,-0.396617,11.699597,960.624246,0.000000,1.000000
28,Tm4,1.000000,10.000000,1.257797,0.405254,0.370509,10.000000,955.171641,0.000000,1.000000
29,Tm9,1.000000,9.081800,0.659229,0.484691,0.290043,47.225681,1010.737703,0.000000,1.000000
30,C2,1.000000,4.084673,-2.097822,1.048494,0.226855,53.379372,988.180835,0.000000,1.000000
31,C3,1.000000,4.657862,1.002697,1.009742,0.410327,10.000000,992.675697,0.000000,1.000000
32,Lawf1,1.000000,0.100000,-0.727347,1.043578,-0.066882,51.942989,1006.815690,0.000000,1.000000
33,Lawf2,1.000000,0.100000,-0.585790,0.973103,-0.279652,52.050327,997.877954,0.000000,1.000000
