idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,2.126824,2.270045,-30.000000,1.011875,0.000000,15.849336,208.262899,-10.769936,0.000000,-1.033093,-1.016716
1,R7,2.126824,4.947184,-30.000000,0.963728,0.000000,18.956337,203.474571,-4.893517,0.000000,0.906495,0.905162
2,R8,2.126824,3.717913,-30.000000,0.970167,0.000000,25.115622,193.693289,-8.183021,0.000000,-11.557419,-11.557749
3,L1,2.126824,2.666550,-38.278543,1.449706,0.000000,20.087814,185.196726,-7.287455,0.600000,-17.914420,-17.616339
4,L2,2.126824,3.378186,-49.037262,1.814697,0.000000,10.000000,185.813903,-0.084772,0.600000,-23.202123,-22.959275
5,L3,2.126824,2.995919,-44.631084,7.352368,0.000000,17.088373,200.411516,-3.702905,0.000000,-22.651383,-22.458788
6,L4,2.126824,1.440305,-51.239687,0.509812,0.000000,10.000000,173.317634,0.823185,1.000000,0.823185,0.911340
7,L5,2.126824,2.678065,-42.571014,1.203968,0.000000,31.294211,214.418148,-7.533013,1.000000,-7.533013,-6.468588
8,Mi1,2.126824,2.459543,-38.309020,0.669184,0.000000,30.945822,205.652044,0.483836,0.000000,-16.915848,-17.416819
9,Tm3,2.126824,4.375668,-31.315404,0.310864,0.000000,16.021783,196.738390,4.782051,0.000000,-10.342812,-11.508302
10,Mi4,2.126824,1.765897,-52.424117,0.465959,0.000000,10.000000,190.243532,-2.390608,0.000000,7.780099,8.691862
11,Mi9,2.126824,3.910465,-39.282117,0.607453,0.000000,35.899464,204.800035,-9.462532,0.000000,-8.070270,-5.301611
12,T4a,2.126824,3.078962,-41.044781,0.969525,0.000000,14.751681,204.046303,-8.527364,0.000000,-47.973745,-48.133037
13,T4b,2.126824,2.980571,-40.954220,0.994664,0.000000,21.020060,205.686287,-9.308100,0.000000,-49.595382,-48.526949
14,T4c,2.126824,2.054233,-43.206952,1.041712,0.000000,25.908952,202.082226,-7.086470,0.000000,-33.160357,-32.130887
15,T4d,2.126824,2.016011,-45.826538,0.997685,0.000000,67.131125,208.295620,-4.356056,0.000000,-38.803483,-38.064552
16,Tm1,2.126824,3.069171,-39.372842,0.946582,0.000000,18.307333,207.311395,4.444266,0.000000,-19.341547,-16.632775
17,Tm2,2.126824,3.521424,-40.356513,0.420290,0.000000,10.000000,208.626451,-0.011381,0.000000,-20.920946,-19.177633
18,Tm4,2.126824,4.367162,-37.234408,0.366601,0.000000,10.000000,204.882221,3.059985,0.000000,-13.999020,-12.338246
19,Tm9,2.126824,2.045772,-50.319401,0.320010,0.000000,20.339949,208.030167,-4.300881,0.000000,-6.536094,-6.638518
20,T5a,2.126824,3.649500,-41.361317,1.046451,0.000000,67.664065,204.574971,-9.178616,0.000000,26.681645,31.072847
21,T5b,2.126824,3.955143,-51.415602,0.976563,0.000000,59.576297,197.832249,1.144798,0.000000,35.343251,35.678176
22,T5c,2.126824,5.250227,-56.784528,0.960159,0.000000,44.146318,202.773825,6.287921,0.000000,100.819253,101.944899
23,T5d,2.126824,6.204370,-48.611109,1.027494,0.000000,22.382054,202.628946,-1.035787,0.000000,39.555733,46.998962
24,T1,2.126824,0.678053,-48.799656,1.017833,0.000000,43.559278,199.160148,-0.690967,0.000000,-4.033070,-3.659164
25,T2,2.126824,1.582731,-46.244049,0.964483,0.000000,58.384252,195.188840,-3.720776,0.000000,13.139356,14.790496
26,T2a,2.126824,1.249386,-49.728435,1.000718,0.000000,67.586828,205.398085,0.143990,0.000000,-4.836876,-4.559035
27,T3,2.126824,2.087951,-43.114337,0.961291,0.000000,35.467261,193.576905,-6.880367,0.000000,43.733088,53.367159
28,C2,2.126824,1.763701,-51.398152,1.005704,0.000000,33.899962,199.822821,1.822057,0.000000,6.316439,6.376799
29,C3,2.126824,1.851364,-49.486983,0.997025,0.000000,18.492814,205.280047,-0.578220,0.000000,2.434296,3.361905
30,Lawf1,2.126824,1.447158,-44.823138,0.953341,0.000000,10.000000,195.909264,-5.573310,0.000000,-14.275670,-12.073917
31,Lawf2,2.126824,1.594070,-49.536287,0.965434,0.000000,27.438127,204.911168,-0.062183,0.000000,7.769436,7.425372
32,Dm3v,2.126824,2.422525,-47.650799,0.970450,0.000000,13.698550,205.687076,-2.767626,0.000000,23.469385,29.808506
33,Lai,2.126824,1.871438,-51.221421,1.043264,0.000000,32.718224,193.639965,1.398455,0.000000,-42.046421,-41.541522
34,Mi10,2.126824,2.600392,-50.527652,0.977685,0.000000,19.921456,191.848967,0.383610,0.000000,-18.926814,-15.855840
35,Mi13,2.126824,2.921604,-45.568235,0.985533,0.000000,30.794419,201.889581,-5.095717,0.000000,-13.463691,-11.097368
36,Mi14,2.126824,2.272683,-43.758951,1.028274,0.000000,36.896590,190.480684,-6.690922,0.000000,63.355009,68.633161
37,Mi15,2.126824,7.857274,-54.841533,0.956814,0.000000,35.963555,193.355701,4.456110,0.000000,-10.833731,-9.879263
38,Mi2,2.126824,3.180901,-44.143189,0.981955,0.000000,43.192560,202.669367,-6.480367,0.000000,-0.003518,2.723846
39,Tm16,2.126824,1.791844,-50.287461,0.984643,0.000000,40.549790,202.121684,0.364950,0.000000,-40.521648,-41.196422
40,Tm20,2.126824,2.291481,-47.106612,0.969862,0.000000,23.804979,193.838004,-2.396656,0.000000,-16.909598,-16.631245
41,Tm21,2.126824,4.400768,-48.771378,1.020712,0.000000,38.831725,209.746236,-0.894582,0.000000,-27.183011,-17.668906
42,Tm27,2.126824,1.224710,-47.473910,1.048131,0.000000,26.609019,206.312583,-2.734134,0.000000,-3.241191,-3.404860
43,Tm5a,2.126824,7.026568,-52.930997,0.958091,0.000000,19.313072,208.202156,3.363643,0.000000,-43.899583,-43.969772
44,Tm5b,2.126824,3.475499,-51.041131,0.985089,0.000000,19.838757,201.263274,0.978007,0.000000,-3.659533,-3.436438
45,Tm5c,2.126824,3.330079,-54.584814,1.031534,0.000000,39.549706,203.834551,5.268909,0.000000,20.746955,20.705028
46,Tm5f,2.126824,0.291772,-45.534857,0.972839,0.000000,19.970591,196.829987,-4.878724,0.000000,3.238077,2.988694
47,TmY10,2.126824,3.847761,-49.373928,0.970660,0.000000,10.000000,193.231855,-0.947921,0.000000,-13.844768,-14.918767
48,TmY11,2.126824,10.000000,-57.423943,0.971121,0.000000,52.542135,209.714861,7.186335,0.000000,-173.940113,-170.351228
49,TmY14,2.126824,2.456955,-39.789640,0.953796,0.000000,23.004658,206.839237,-9.958941,0.000000,59.443957,53.352839
50,TmY15,2.126824,2.857152,-47.778262,0.958735,0.000000,10.000000,198.730494,-1.796996,0.000000,96.819162,90.458204
51,TmY3,2.126824,2.307220,-47.587496,0.977846,0.000000,10.000000,197.978401,-2.753256,0.000000,-3.234876,-3.896482
52,TmY4,2.126824,5.384179,-50.068783,0.956694,0.000000,44.793677,191.378195,0.262060,0.000000,-30.955187,-29.232520
53,TmY5a,2.126824,1.811698,-44.937429,0.989238,0.000000,22.844027,202.733809,-4.740303,0.000000,79.485321,78.020421
54,TmY9q,2.126824,2.167233,-43.606374,1.040592,0.000000,10.000000,202.768145,-6.845649,0.000000,18.372761,22.589604
55,TmY9q__perp,2.126824,0.995016,-46.359490,0.999649,0.000000,10.000000,209.156940,-4.009380,0.000000,31.232323,38.048600
