idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
22,T5c,0.971830,0.000000,0.950649,0.965094,-0.248011,-50.000000,-50.000000,1.001208,52.383286,10.000000,199.535645,0.000000,53.934494,53.935463,53.938564,0.003101
23,T5d,0.952957,0.000000,0.950649,1.033765,-0.306907,-50.000000,-50.000000,1.039425,52.383286,10.000000,199.535645,0.000000,55.278172,55.278927,55.281124,0.002197
24,T1,0.968341,0.000000,0.950649,1.019910,0.436767,-50.000000,-50.000000,0.971272,52.383286,10.000000,199.535645,0.000000,48.410328,48.402779,48.359993,-0.042786
25,T2,1.033704,0.000000,0.950649,0.952483,-0.006243,-50.000000,-50.000000,1.048427,52.383286,10.000000,199.535645,0.000000,59.975754,59.978401,59.989166,0.010765
26,T2a,1.044943,0.000000,0.950649,1.022557,-0.066952,-50.000000,-50.000000,1.008505,52.383286,10.000000,199.535645,0.000000,56.083908,56.085110,56.089088,0.003979
27,T3,0.966937,0.000000,0.950649,1.018364,-0.222619,-50.000000,-50.000000,0.993041,52.383286,10.000000,199.535645,0.000000,56.682537,56.684490,56.691837,0.007347
28,C2,0.981961,0.000000,0.950649,0.967338,-0.448527,-50.000000,-50.000000,1.028863,52.383286,10.000000,199.535645,0.000000,51.454994,51.456947,51.467747,0.010799
29,C3,0.962808,0.000000,0.950649,0.983703,-0.131718,-50.000000,-50.000000,1.012406,52.383286,10.000000,199.535645,0.000000,49.688332,49.691223,49.707848,0.016624
30,Lawf1,1.012475,0.000000,0.950649,1.029722,-0.172765,-50.000000,-50.000000,1.000210,52.383286,10.000000,199.535645,0.000000,56.961166,56.963020,56.970726,0.007706
31,Lawf2,0.981350,0.000000,0.950649,0.976741,-0.347692,-50.000000,-50.000000,1.007514,52.383286,10.000000,199.535645,0.000000,51.452991,51.453247,51.453747,0.000500
32,Dm3v,0.956623,0.000000,0.950649,0.977272,0.153645,-50.000000,-50.000000,0.964187,52.383286,10.000000,199.535645,0.000000,50.901875,50.902126,50.902046,-0.000080
33,Lai,0.990739,0.000000,0.950649,1.003946,-0.190797,-50.000000,-50.000000,0.974864,52.383286,10.000000,199.535645,0.000000,28.000290,27.980762,27.808359,-0.172403
34,Mi10,1.035468,0.000000,0.950649,1.007450,-0.099586,-50.000000,-50.000000,0.965299,52.383286,10.000000,199.535645,0.000000,46.418404,46.417694,46.414764,-0.002930
35,Mi13,1.007872,0.000000,0.950649,1.004725,-0.094661,-50.000000,-50.000000,1.038550,52.383286,10.000000,199.535645,0.000000,52.012463,52.012257,52.011154,-0.001102
36,Mi14,0.954807,0.000000,0.950649,1.025031,0.445270,-50.000000,-50.000000,1.010882,52.383286,10.000000,199.535645,0.000000,55.765316,55.766953,55.773582,0.006630
37,Mi15,1.047217,0.000000,0.950649,0.998909,0.498396,-50.000000,-50.000000,0.990283,52.383286,10.000000,199.535645,0.000000,48.081905,48.080574,48.070309,-0.010265
38,Mi2,0.973150,0.000000,0.950649,1.004777,0.063971,-50.000000,-50.000000,0.953244,52.383286,10.000000,199.535645,0.000000,49.642868,49.643238,49.644428,0.001190
39,Tm16,0.982987,0.000000,0.950649,1.022768,0.208371,-50.000000,-50.000000,1.001462,52.383286,10.000000,199.535645,0.000000,45.416542,45.414680,45.407021,-0.007660
40,Tm20,1.044469,0.000000,0.950649,1.041644,0.249376,-50.000000,-50.000000,1.014232,52.383286,10.000000,199.535645,0.000000,51.661697,51.659733,51.644848,-0.014885
41,Tm21,0.967712,0.000000,0.950649,1.036492,0.348613,-50.000000,-50.000000,0.981161,52.383286,10.000000,199.535645,0.000000,52.930485,52.931126,52.932835,0.001709
42,Tm27,0.972837,0.000000,0.950649,1.017329,-0.155460,-50.000000,-50.000000,0.993873,52.383286,10.000000,199.535645,0.000000,51.263176,51.263870,51.267254,0.003384
43,Tm5a,1.017105,0.000000,0.950649,1.000787,0.451761,-50.000000,-50.000000,1.005110,52.383286,10.000000,199.535645,0.000000,49.395420,49.394325,49.382710,-0.011616
44,Tm5b,0.962393,0.000000,0.950649,1.005329,-0.033617,-50.000000,-50.000000,1.010137,52.383286,10.000000,199.535645,0.000000,48.685986,48.684734,48.675297,-0.009438
45,Tm5c,0.968872,0.000000,0.950649,0.971336,0.421755,-50.000000,-50.000000,0.970784,52.383286,10.000000,199.535645,0.000000,50.052052,50.051403,50.043602,-0.007801
46,Tm5f,1.005691,0.000000,0.950649,1.015135,0.091658,-50.000000,-50.000000,0.962094,52.383286,10.000000,199.535645,0.000000,49.762707,49.763157,49.764854,0.001698
47,TmY10,1.029079,0.000000,0.950649,1.016933,0.430934,-50.000000,-50.000000,1.048436,52.383286,10.000000,199.535645,0.000000,52.561493,52.561050,52.558857,-0.002193
48,TmY11,1.039770,0.000000,0.950649,1.048564,0.124149,-50.000000,-50.000000,0.975583,52.383286,10.000000,199.535645,0.000000,39.618671,39.615368,39.602230,-0.013138
49,TmY14,1.011603,0.000000,0.950649,1.042501,0.498180,-50.000000,-50.000000,1.030274,52.383286,10.000000,199.535645,0.000000,62.904190,62.907459,62.920452,0.012993
50,TmY15,0.985299,0.000000,0.950649,1.013889,-0.145813,-50.000000,-50.000000,0.996481,52.383286,10.000000,199.535645,0.000000,61.070499,61.074284,61.089699,0.015415
51,TmY3,0.982570,0.000000,0.950649,1.049077,0.380440,-50.000000,-50.000000,1.037132,52.383286,10.000000,199.535645,0.000000,58.726990,58.728432,58.733814,0.005383
52,TmY4,1.004077,0.000000,0.950649,0.970796,0.066068,-50.000000,-50.000000,0.978154,52.383286,10.000000,199.535645,0.000000,50.489861,50.489960,50.489639,-0.000320
53,TmY5a,1.023132,0.000000,0.950649,0.957083,-0.453698,-50.000000,-50.000000,0.961597,52.383286,10.000000,199.535645,0.000000,53.496868,53.499146,53.508579,0.009434
54,TmY9q,1.024600,0.000000,0.950649,1.041799,0.327546,-50.000000,-50.000000,1.017968,52.383286,10.000000,199.535645,0.000000,54.223419,54.223976,54.225479,0.001503
55,TmY9q__perp,0.955682,0.000000,0.950649,1.032215,0.166524,-50.000000,-50.000000,1.015502,52.383286,10.000000,199.535645,0.000000,53.868233,53.868820,53.870464,0.001644
