cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.013947,16.512638,2.378377,4.467440,-1.897215,-48.141724,12.718877,195.268265,195.578934,0.000000,16.481750,16.512638,19.406898,2.894260
1,R7,1.040190,28.375359,2.378377,10.000000,11.340070,-61.364510,10.000000,206.185165,205.393356,0.000000,28.315813,28.375359,31.299286,2.923927
2,R8,0.987993,7.698288,2.378377,9.634956,-6.237637,-43.488022,10.000000,205.081314,209.178650,0.000000,7.675589,7.698288,10.561271,2.862982
3,L1,2.000000,0.150576,2.378377,4.101584,0.320089,-50.313789,19.248371,206.388687,209.657150,1.000000,0.320089,0.150576,-7.340556,-7.491132
4,L2,2.000000,-52.307850,2.378377,2.064565,-2.879355,-47.250500,10.000000,203.360733,196.641922,0.937233,-51.721336,-52.307850,-71.456963,-19.149113
5,L3,2.000000,7.130460,2.378377,7.273593,-0.153849,-49.877895,10.000000,187.138870,192.516830,0.207087,10.840269,7.130460,-4.423046,-11.553506
6,L4,1.237452,1.883837,2.378377,2.739021,2.121826,-52.458065,10.000000,186.474152,219.783264,0.790743,1.911330,1.883837,1.712688,-0.171149
7,L5,2.000000,5.436732,2.378377,3.126333,5.397002,-54.951462,14.770515,190.153336,170.937988,1.000000,5.397002,5.436732,10.512668,5.075936
8,Mi1,2.000000,-31.900936,2.378377,0.764602,-4.860903,-45.163620,12.639606,222.639084,234.406769,0.836573,-29.378275,-31.900936,-17.750587,14.150349
9,Tm3,2.000000,-87.486015,2.378377,1.369788,-4.284042,-45.822540,10.000000,197.247757,226.401932,0.000000,-86.561371,-87.486015,-66.742027,20.743988
10,Mi4,2.000000,-28.790945,2.378377,2.701903,-8.087345,-41.864342,20.330196,223.130035,166.764160,0.828633,-28.410372,-28.790945,-45.617897,-16.826952
11,Mi9,2.000000,22.377075,2.378377,1.483001,-6.907522,-43.115440,10.000000,204.791229,179.769104,0.336509,23.382662,22.377075,35.148319,12.771244
12,T4a,2.000000,0.422466,2.378377,0.158412,-1.317985,-48.749958,33.979210,196.066757,214.690247,0.000000,0.515916,0.422466,5.184173,4.761706
13,T4b,2.000000,0.870543,2.378377,0.242838,-0.843375,-48.864452,34.180977,211.542389,205.413528,0.016375,0.979834,0.870543,5.462819,4.592276
14,T4c,2.000000,-0.341444,2.378377,0.100000,-1.915401,-47.972290,32.089886,214.271667,193.777832,0.000000,-0.256869,-0.341444,3.162508,3.503952
15,T4d,2.000000,-21.739450,2.378377,1.755351,-22.730307,-27.453129,31.910704,217.463562,211.573288,0.037022,-21.623516,-21.739450,-18.026651,3.712799
16,Tm1,2.000000,-47.709927,2.378377,1.632242,-3.537554,-46.598820,10.000000,191.291275,222.163132,0.270350,-48.974464,-47.709927,-56.890648,-9.180721
17,Tm2,2.000000,-30.930862,2.378377,0.691623,-8.555361,-41.702015,20.214193,193.711502,191.546509,0.000000,-29.717125,-30.930862,-31.166603,-0.235741
18,Tm4,2.000000,-27.461536,2.378377,2.016990,-24.217304,-26.255007,10.000000,221.162857,214.073441,0.747718,-28.186449,-27.461536,-28.194269,-0.732733
