,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,6.616354,,,3.092084,4.618321,0.457419,10.000000,,,,,,,,,,,,,,,,,,10.000000,,,,0.100000,2.225955,,,,0.100000,,,,,,,,,,,,,,,,,,,,,,
R7,,,0.352700,10.000000,,0.100000,,,0.100000,,1.193596,1.647045,,,,,,,,,,,,,,,,,,0.100000,8.948967,,,0.165629,0.100000,,,0.603174,7.218182,,6.721002,,0.100000,1.994255,2.665600,1.160201,0.100000,,,,,,,,,
R8,,0.100000,10.000000,9.474169,0.100000,0.123497,,0.100000,0.100000,,2.879558,0.100000,,,,,,,,,,,,,0.462666,,,,0.100000,2.356486,6.666934,0.100000,,,0.100000,,0.100000,2.272312,10.000000,,0.551074,0.100000,,,3.608413,1.286922,,0.100000,,10.000000,,,,,0.966230,
L1,0.100000,0.100000,0.100000,0.100000,0.105615,0.100000,10.000000,0.839423,3.718833,2.339459,0.979704,,,,,,2.039597,0.309068,,,,,,,3.491181,10.000000,9.793235,,2.616120,5.484982,,6.094800,,0.100000,,,,0.100000,10.000000,,,,9.947318,,,,,,,,,0.100000,,,,
L2,8.939223,,0.100000,0.100000,10.000000,9.962158,1.657755,0.100000,0.100000,0.100000,6.351552,0.100000,,,,,0.151701,2.123240,0.997114,,,,,,1.164459,9.986101,1.170795,,0.350913,0.100000,,,,10.000000,,9.946279,0.100000,,0.100000,,10.000000,,,,0.100000,,,,,,,0.100000,,,,
L3,,0.100000,0.272598,4.315610,0.604351,,,,3.733034,,0.100000,0.100000,,,,,0.100000,10.000000,0.100000,0.100000,,,,,0.301600,,,,3.981391,10.000000,8.238367,,0.100000,,0.631234,0.100000,,10.000000,0.100000,2.738153,1.336994,1.044208,7.664144,0.168331,10.000000,0.100000,0.100000,6.378657,,,,,1.040352,,7.856683,0.100000
L4,0.262545,,,0.100000,2.347272,0.100000,0.100000,0.100000,0.100000,,,3.254027,,,,,0.100000,0.404568,4.437915,0.100000,,,,,,0.100000,,,,6.046041,10.000000,9.083806,,,,10.000000,10.000000,,,,,,10.000000,,,,,,,,,6.827389,,,,
L5,,,,5.307931,3.414063,,,0.100000,0.100000,0.244035,0.173182,10.000000,,,,,0.100000,1.716897,0.100000,,,,,,10.000000,1.065714,0.100000,,2.451904,1.477629,10.000000,10.000000,,6.485602,0.272540,10.000000,0.100000,5.284134,0.328304,,0.100000,7.798285,3.187642,,0.100000,,,,0.100000,0.100000,10.000000,0.100000,,10.000000,,
Mi1,,10.000000,10.000000,1.634265,0.100000,,,0.772510,10.000000,3.248667,0.100000,10.000000,1.476186,1.846088,1.298214,1.643592,0.100000,0.100000,0.100000,,,,,,0.385008,0.100000,9.007503,2.134316,6.275041,0.256337,0.100000,10.000000,0.100000,,0.100000,10.000000,6.210002,0.100000,2.341556,,1.572770,10.000000,0.100000,,,10.000000,,9.568513,1.042949,0.100000,0.100000,5.162881,10.000000,0.100000,0.100000,3.412224
Tm3,,,,0.100000,0.100000,,,,8.740035,0.100000,10.000000,10.000000,2.107621,2.040397,1.642286,1.549175,,,0.100000,,,0.100000,,0.100000,,0.100000,10.000000,0.100000,0.100000,0.100000,1.171080,6.227578,,,0.139038,0.412207,0.100000,,,4.839796,,,0.100000,,,,0.100000,,4.912663,3.273484,3.415562,6.897035,,10.000000,,
