cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.019458,-1.476936,2.289722,1.718385,-21.341089,-28.775616,22.760942,195.939346,198.540405,0.000000,-1.533045,-1.476936,18.463427,19.940363
1,R7,0.954057,4.498115,2.289722,1.211300,-14.410428,-35.709702,23.852282,198.422394,204.371567,0.000000,4.444073,4.498115,24.365273,19.867158
2,R8,1.026036,13.626390,2.289722,0.100000,13.627357,-63.553566,22.093281,194.923752,180.092148,1.000000,13.627357,13.626390,23.077194,9.450805
3,L1,1.531395,-21.068922,2.289722,3.361470,-14.734421,-35.030083,16.625088,214.478210,217.353500,0.873961,-20.933538,-21.068922,-38.758884,-17.689962
4,L2,2.000000,-39.616932,2.289722,1.905582,-15.109459,-34.950916,12.438703,218.235382,179.162338,0.641275,-39.114994,-39.616932,-74.849106,-35.232174
5,L3,1.075345,-30.856634,2.289722,1.743359,-20.060310,-29.683554,31.985104,223.298370,173.145432,0.635436,-30.722933,-30.856634,-47.414257,-16.557623
6,L4,0.500000,-6.726060,2.289722,0.142756,-6.668027,-43.422211,10.000000,222.803940,232.898300,0.359881,-6.674789,-6.726060,-7.410258,-0.684197
7,L5,1.403500,-22.121498,2.289722,0.726747,-14.265709,-35.422211,10.000000,210.117874,214.571213,0.757888,-22.335926,-22.121498,-5.177845,16.943653
8,Mi1,2.000000,-39.852306,2.289722,2.016810,-15.065592,-35.161663,26.870712,212.481995,189.999374,0.261556,-40.244526,-39.852306,-7.325977,32.526329
9,Tm3,2.000000,-12.300183,2.289722,0.327580,-5.579850,-44.242954,10.000000,215.469299,180.178131,0.627797,-12.614375,-12.300183,16.950705,29.250888
10,Mi4,0.768274,-22.107162,2.289722,5.946496,-20.588745,-29.532398,33.962124,217.894165,229.552765,0.796137,-22.239996,-22.107162,-9.638353,12.468809
11,Mi9,1.558372,-24.935951,2.289722,8.059807,-16.607037,-33.612148,30.532440,212.950928,228.145996,0.393709,-24.690935,-24.935951,-47.210258,-22.274307
12,T4a,0.695232,-1.887594,2.289722,0.275733,-2.186302,-48.094963,32.539120,226.410507,166.995361,0.539992,-1.905830,-1.887594,13.793302,15.680896
13,T4b,0.500000,-24.145079,2.289722,4.176506,-24.230024,-26.146593,35.662735,230.922546,167.960831,0.710283,-24.161121,-24.145079,-10.574352,13.570726
14,T4c,0.500000,-13.290048,2.289722,0.100000,-13.235552,-36.432827,33.426643,229.829086,169.831711,0.834615,-13.310645,-13.290048,0.096074,13.386121
15,T4d,0.500000,-24.971300,2.289722,10.000000,-24.968006,-25.191637,34.854900,226.689148,160.878525,0.833645,-24.985825,-24.971300,-12.981652,11.989648
