idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.184153,0.219933,1.008823,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
1,C3,0.100000,0.100000,1.024171,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
2,L1,2.677145,6.226332,4.787938,61.519262,34.651624,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
3,L2,1.306556,1.091140,7.072686,53.907543,44.935723,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
4,L3,6.404661,0.671660,5.338446,59.740792,43.106176,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
5,L4,20.068580,1.786856,23.008576,51.559476,48.970819,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
6,L5,5.283200,1.336412,4.486489,51.882071,39.469807,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
7,Mi1,0.100000,1.600097,3.539391,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
8,Mi4,0.100000,0.222751,0.100000,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
9,Mi9,2.558553,0.556561,1.046379,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
10,R1-6,6.287188,3.403719,0.963619,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
11,R7,0.100000,3.407104,1.041347,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
12,R8,0.100000,1.370623,0.996315,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
13,T1,1.498027,1.183368,0.957126,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
14,T2,6.256347,1.259088,0.968156,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
15,T2a,3.607027,3.352798,1.002408,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
16,T3,0.682588,0.651614,0.966470,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
17,T4a,3.229798,0.523872,0.961286,0.000000,0.000000,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740,-47.790129,-0.200000,-57.430673,-43.052586,-0.200000,-57.435740
