idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,1.030437,0.000000,1.830849,0.818214,-50.000000,-50.000000,10.000000,221.028822,0.000000,-30.081826,-30.021197
1,R7,1.047649,0.000000,1.830849,2.257876,-50.000000,-50.000000,10.000000,221.028822,0.000000,-37.265164,-37.337639
2,R8,1.038517,0.000000,1.830849,1.674887,-50.000000,-50.000000,10.000000,221.028822,0.000000,-31.276878,-31.212727
3,L1,0.891450,0.000000,1.830849,4.644277,-48.661156,-50.000000,10.000000,221.028822,0.975527,-49.086505,-49.123795
4,L2,1.396011,0.000000,1.830849,4.013191,-48.491918,-50.000000,10.000000,221.028822,0.992123,-48.637582,-48.721661
5,L3,3.027661,0.000000,1.830849,5.975214,-48.229314,-50.000000,10.000000,221.028822,0.000000,-48.752837,-48.747285
6,L4,0.253406,0.000000,1.830849,10.000000,-49.674708,-50.000000,10.000000,221.028822,1.000000,-49.674708,-49.695824
7,L5,0.779783,0.000000,1.830849,1.094503,-48.642785,-50.000000,10.000000,221.028822,0.767412,-49.820242,-49.773722
8,Mi1,1.074416,0.000000,1.830849,1.882542,-46.742302,-50.000000,10.000000,221.028822,0.000000,-48.387843,-48.249319
9,Tm3,0.262779,0.000000,1.830849,1.566563,-46.575537,-50.000000,10.000000,221.028822,0.000000,-49.354957,-49.207748
10,Mi4,0.227141,0.000000,1.830849,1.191500,-46.570791,-50.000000,10.000000,221.028822,0.000000,-38.642155,-38.529811
11,Mi9,0.359803,0.000000,1.830849,2.674516,-49.595665,-50.000000,10.000000,221.028822,0.000000,-41.806080,-41.950232
12,T4a,0.951417,0.000000,1.830849,3.753608,-45.948759,-50.000000,10.000000,221.028822,0.000000,-47.381444,-47.271521
13,T4b,0.999222,0.000000,1.830849,3.754962,-43.469010,-50.000000,10.000000,221.028822,0.000000,-46.512771,-46.305453
14,T4c,1.047790,0.000000,1.830849,3.704112,-49.753127,-50.000000,10.000000,221.028822,0.000000,-49.719899,-49.545910
15,T4d,1.014647,0.000000,1.830849,5.873110,-46.228995,-50.000000,10.000000,221.028822,0.000000,-44.650462,-44.512106
16,Tm1,0.789669,0.000000,1.830849,1.606861,-47.054559,-50.000000,10.000000,221.028822,0.000000,-43.238722,-43.297900
17,Tm2,0.690536,0.000000,1.830849,1.987888,-49.820179,-50.000000,10.000000,221.028822,0.000000,-45.905401,-45.965000
18,Tm4,0.429650,0.000000,1.830849,2.400324,-48.445308,-50.000000,10.000000,221.028822,0.000000,-44.576774,-44.670258
19,Tm9,0.153270,0.000000,1.830849,2.441678,-36.491459,-50.000000,10.000000,221.028822,0.000000,-32.981674,-33.063102
20,T5a,1.020358,0.000000,1.830849,4.619011,-49.721025,-50.000000,10.000000,221.028822,0.000000,-46.060692,-46.063207
21,T5b,0.953903,0.000000,1.830849,9.100844,-40.643751,-50.000000,10.000000,221.028822,0.000000,-18.892436,-18.943201
22,T5c,1.047704,0.000000,1.830849,4.392507,-45.315378,-50.000000,10.000000,221.028822,0.000000,-35.486377,-35.518240
23,T5d,0.961315,0.000000,1.830849,0.100000,-50.000000,-50.000000,10.000000,221.028822,0.000000,-49.722889,-49.723105
24,T1,0.970766,0.000000,1.830849,4.739739,-39.031426,-50.000000,10.000000,221.028822,0.000000,-39.148294,-39.153538
25,T2,1.019991,0.000000,1.830849,3.831950,-50.000000,-50.000000,10.000000,221.028822,0.000000,-35.305785,-33.907022
26,T2a,1.017290,0.000000,1.830849,7.523152,-45.311200,-50.000000,10.000000,221.028822,0.000000,-45.286428,-45.271736
27,T3,1.043814,0.000000,1.830849,1.037458,-48.524961,-50.000000,10.000000,221.028822,0.000000,-47.936699,-47.879838
28,C2,1.041375,0.000000,1.830849,2.729642,-46.529148,-50.000000,10.000000,221.028822,0.000000,-46.075194,-46.042778
29,C3,1.015691,0.000000,1.830849,3.020054,-48.130253,-50.000000,10.000000,221.028822,0.000000,-49.372157,-49.323032
30,Lawf1,1.044445,0.000000,1.830849,2.313883,-50.000000,-50.000000,10.000000,221.028822,0.000000,-47.132846,-46.911224
31,Lawf2,1.027620,0.000000,1.830849,4.828850,-48.614727,-50.000000,10.000000,221.028822,0.000000,-47.087716,-47.025344
32,Dm3v,0.992685,0.000000,1.830849,8.325812,-44.348015,-50.000000,10.000000,221.028822,0.000000,-35.394871,-35.381741
33,Lai,0.994924,0.000000,1.830849,2.650670,-48.409214,-50.000000,10.000000,221.028822,0.000000,-74.735957,-75.212995
34,Mi10,0.991756,0.000000,1.830849,3.555276,-49.379658,-50.000000,10.000000,221.028822,0.000000,-49.031556,-48.986586
35,Mi13,1.043038,0.000000,1.830849,8.652919,-50.000000,-50.000000,10.000000,221.028822,0.000000,-52.007898,-52.082135
36,Mi14,0.979401,0.000000,1.830849,4.215436,-42.801475,-50.000000,10.000000,221.028822,0.000000,-37.450717,-37.380753
37,Mi15,0.970453,0.000000,1.830849,9.268221,-46.989151,-50.000000,10.000000,221.028822,0.000000,-60.274837,-60.436635
38,Mi2,1.012015,0.000000,1.830849,6.901188,-49.527765,-50.000000,10.000000,221.028822,0.000000,-49.546756,-49.514110
39,Tm16,1.028977,0.000000,1.830849,6.119585,-47.172572,-50.000000,10.000000,221.028822,0.000000,-48.560564,-48.568575
40,Tm20,1.030388,0.000000,1.830849,4.881349,-41.770922,-50.000000,10.000000,221.028822,0.000000,-44.237734,-44.297882
41,Tm21,1.019938,0.000000,1.830849,9.608638,-44.816838,-50.000000,10.000000,221.028822,0.000000,-33.529854,-32.675589
42,Tm27,1.012906,0.000000,1.830849,9.158242,-44.411732,-50.000000,10.000000,221.028822,0.000000,-47.112319,-47.139974
43,Tm5a,1.046371,0.000000,1.830849,4.795332,-42.164597,-50.000000,10.000000,221.028822,0.000000,-43.800161,-43.810058
44,Tm5b,1.000463,0.000000,1.830849,0.100931,-50.000000,-50.000000,10.000000,221.028822,0.000000,-54.062819,-54.011369
45,Tm5c,1.037364,0.000000,1.830849,7.625763,-49.631703,-50.000000,10.000000,221.028822,0.000000,-48.644997,-48.720755
46,Tm5f,1.020289,0.000000,1.830849,6.887696,-47.651602,-50.000000,10.000000,221.028822,0.000000,-40.026495,-40.190088
47,TmY10,0.954211,0.000000,1.830849,7.862410,-41.785276,-50.000000,10.000000,221.028822,0.000000,-41.444194,-41.498662
48,TmY11,0.999540,0.000000,1.830849,0.100000,-50.000000,-50.000000,10.000000,221.028822,0.000000,-68.321010,-67.917374
49,TmY14,1.025406,0.000000,1.830849,3.741527,-49.046110,-50.000000,10.000000,221.028822,0.000000,-45.391923,-45.169228
50,TmY15,1.040670,0.000000,1.830849,3.365587,-49.534716,-50.000000,10.000000,221.028822,0.000000,-46.760115,-46.620621
51,TmY3,0.984809,0.000000,1.830849,7.503737,-48.950314,-50.000000,10.000000,221.028822,0.000000,-46.205869,-45.960352
52,TmY4,1.040419,0.000000,1.830849,10.000000,-44.601436,-50.000000,10.000000,221.028822,0.000000,-51.114552,-51.226205
53,TmY5a,1.027434,0.000000,1.830849,7.641606,-49.811163,-50.000000,10.000000,221.028822,0.000000,-47.488540,-47.450053
54,TmY9q,1.003591,0.000000,1.830849,3.566229,-49.715918,-50.000000,10.000000,221.028822,0.000000,-43.638552,-43.657810
55,TmY9q__perp,1.036623,0.000000,1.830849,5.305600,-50.000000,-50.000000,10.000000,221.028822,0.000000,-43.832457,-43.807196
