,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T2,,,,,,,,0.973748,0.542512,,0.953697,,0.961133,0.995700,0.955385,,,,,,,,,1.046164,0.992288,,1.046889,0.965164,1.020815,,,,,0.962210
T2a,,,,,,,,,0.863794,,,,0.984792,1.003946,1.047058,,,,,,,,,1.023922,,0.992331,0.990295,1.000093,0.992864,,0.992706,,,0.972611
T3,,,,,,,,,,,,,0.962691,1.025282,0.961772,,,,1.018511,,,,,0.995509,,,1.000484,0.967003,,,,0.961025,,1.025342
T4a,,,,,,,,,,,0.801687,,,,,0.966107,0.989233,1.014604,0.974787,1.019398,,,,,,,,,,,,0.505570,,
T4b,,,,,,,,,0.965253,1.044512,1.003546,,,,,1.014706,0.959345,,1.018695,,1.006326,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.984532,,1.014182,,,,,1.023688,,,,1.006247,1.014440,,,,,,,,,,,
T4d,,,,,,,,,0.967122,,,,,,,,,0.982229,0.996971,,,,0.967843,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.955652,,,1.047070,,,,1.041266,1.045998,,,,1.003690,,,,,,,,,
T5b,,,,,,,,,,,,,1.015975,,,,1.036328,,,0.984408,0.981536,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.970442,,,,,1.000029,,,1.014112,1.046119,1.019617,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.046580,,,,,1.012736,0.972673,,,,1.049407,,,,,,,,,,,
Tm1,,,,,0.010505,,,1.901771,0.799689,1.017670,0.923103,0.954950,1.020922,0.927111,0.969538,,,0.984440,,0.991113,1.021687,0.979675,1.024741,1.012261,0.760286,0.974592,0.988492,1.015663,0.992032,1.022859,1.014158,0.828501,,1.033836
Tm2,,,,0.984231,0.046951,,,1.997356,1.009143,0.971727,0.753384,1.011349,0.828638,1.036557,1.043120,0.994002,,1.033235,,1.039465,0.993725,0.994310,1.043240,1.119769,,,1.001464,1.003274,0.958739,1.039053,,0.539362,0.477787,0.983219
Tm20,,,,,,,,,,1.032653,1.009171,0.979851,0.969249,1.023149,,,,,,,,,,1.006840,0.965418,0.986948,1.039868,,,1.029155,,0.993398,,
Tm21,,,,,,,,,1.030097,,,,1.000626,0.978480,,,,,,,,,,0.964963,,,0.988245,,,,,,,
Tm3,,,,1.011311,0.955100,,,,1.037758,1.032560,1.038122,,1.025032,1.014762,1.045638,1.044888,1.043947,1.011958,0.971057,,1.008081,,0.969043,,,,,0.974358,0.958167,,1.001728,1.025575,0.988661,0.997101
Tm4,,,,,0.990895,,,,0.961177,0.952541,,0.982524,1.039372,1.021306,0.966747,,,,,1.003074,1.027605,1.043318,1.026081,1.042747,1.036293,,0.964769,0.995790,1.012745,,0.992110,0.968134,,1.001686
Tm9,,,,,,0.962718,,,,1.035471,0.986563,,1.000968,1.011206,,,,,,1.003609,1.043459,1.016802,0.981076,0.999439,1.031262,1.044043,1.004663,,1.008584,1.040225,,,,
C2,1.407140,0.959085,1.039254,1.346775,0.059638,0.026391,0.990108,0.207962,1.534113,1.003282,,1.041525,0.979359,1.011918,0.966730,,,,,,,,,0.914798,,,,,,1.022271,0.762520,0.966501,,
C3,1.196301,,,1.074225,0.403960,0.424705,1.008613,0.772805,1.052739,1.010656,1.171861,1.048495,1.045279,1.046371,1.010538,1.012738,0.970341,0.957397,1.046560,,,,,0.968922,1.021872,0.964291,1.036110,0.968244,1.018237,0.976063,1.162015,,,
Lawf1,0.987946,,,1.004318,0.966132,0.537204,,1.029084,,,1.009432,1.006330,,,,,,,,,,,,,,,,0.977745,,,,,1.025364,
Lawf2,0.954813,,,1.030128,0.964446,0.956550,,0.956778,,,,0.957947,,,,,,,,,,,,0.999168,1.043272,,,,,1.043266,0.959447,0.966176,1.014709,
