height_deg\width_deg,2.0,4.5,9.0,15.0,30.0,45.0,90.0
90.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5
45.0,10.4,10.4,10.4,1.5,10.4,10.4,10.4
30.0,32.8,32.8,20.9,32.8,32.8,32.8,32.8
15.0,54.5,54.5,54.5,65.7,65.7,65.7,54.5
9.0,44.0,65.7,54.5,54.5,65.7,54.5,54.5
4.5,32.8,44.0,54.5,54.5,54.5,54.5,44.0
2.0,1.5,32.8,44.0,44.0,44.0,44.0,32.8
