height_deg\width_deg,2.0,4.5,9.0,15.0,30.0,45.0,90.0
90.0,0.7,0.7,10.4,0.7,0.7,0.7,0.7
45.0,10.4,32.8,54.5,32.8,10.4,20.9,32.8
30.0,20.9,54.5,65.7,54.5,44.0,54.5,65.7
15.0,20.9,44.0,54.5,54.5,54.5,54.5,54.5
9.0,10.4,32.8,32.8,32.8,32.8,44.0,34.3
4.5,0.7,10.4,10.4,10.4,10.4,10.4,10.4
2.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7
