height_deg\width_deg,2.0,4.5,9.0,15.0,30.0,45.0,90.0
90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.7,9.7,0.0,0.0,0.0,0.0,0.0
15.0,44.0,56.0,9.7,0.0,0.0,9.7,9.7
9.0,78.4,78.4,32.8,21.6,32.8,32.8,32.8
4.5,78.4,90.3,78.4,44.0,56.0,56.0,56.0
2.0,21.6,78.4,78.4,56.0,44.0,44.0,44.0
