height_deg\width_deg,2.0,4.5,9.0,15.0,30.0,45.0,90.0
90.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7
45.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7
30.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7
15.0,0.7,5.2,5.2,5.2,15.7,20.9,25.4
9.0,5.2,15.7,20.9,25.4,32.8,38.1,38.1
4.5,0.7,10.4,20.9,15.7,20.9,25.4,25.4
2.0,0.7,5.2,10.4,5.2,5.2,5.2,5.2
