height_deg\width_deg,2.0,4.5,9.0,15.0,30.0,45.0,90.0
90.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7
45.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7
30.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7
15.0,0.7,0.7,0.7,0.7,3.7,6.0,3.7
9.0,1.5,1.5,0.7,1.5,6.0,10.4,12.7
4.5,1.5,3.7,1.5,6.0,7.5,12.7,12.7
2.0,0.7,3.7,3.7,6.0,6.0,7.5,10.4
