cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.015713,19.990664,0.990528,1.043019,0.104227,-25.000000,9.760466,202.954529,200.493256,0.005625,19.888363,19.990664,19.990576,-0.000088
1,R7,1.033217,19.403980,0.990528,0.973260,-0.185512,-25.000000,9.403122,196.914001,192.054260,-0.038654,19.317646,19.403980,19.404558,0.000578
2,R8,0.992462,20.132126,0.990528,1.005413,0.256440,-25.000000,9.688398,195.297943,195.047989,-0.009919,20.033821,20.132126,20.132296,0.000170
3,L1,1.049477,-3.993219,0.990528,1.015029,0.431296,-25.000000,9.335511,191.714249,197.963791,0.481334,-3.901103,-3.993219,-3.989335,0.003885
4,L2,1.029880,-6.794538,0.990528,1.041528,-0.248628,-25.000000,9.816354,190.517303,194.136154,0.539359,-6.683270,-6.794538,-6.788894,0.005644
5,L3,1.031785,-5.700058,0.990528,0.981975,-0.303409,-25.000000,10.077969,204.697998,197.678955,-0.016744,-5.606911,-5.700058,-5.700109,-0.000051
6,L4,1.047703,-0.057576,0.990528,1.031842,-0.163276,-25.000000,9.327292,200.044800,207.096252,0.542841,-0.053990,-0.057576,-0.057274,0.000302
7,L5,1.045613,-0.229872,0.990528,0.997633,0.218449,-25.000000,10.062493,193.883942,207.688416,0.509691,-0.232477,-0.229872,-0.230017,-0.000146
8,Mi1,1.018027,-1.930570,0.990528,0.966304,0.132021,-25.000000,10.171051,208.295242,202.375076,0.042153,-1.949850,-1.930570,-1.931217,-0.000647
9,Tm3,0.975419,1.080247,0.990528,0.952244,0.125521,-25.000000,10.964039,202.146423,190.822449,-0.029184,1.046886,1.080247,1.079891,-0.000355
10,Mi4,0.962158,0.383368,0.990528,0.974752,-0.092521,-25.000000,199.475327,194.414841,203.444092,0.046720,0.392661,0.383368,0.380682,-0.002686
11,Mi9,1.011476,1.610425,0.990528,1.031581,0.495022,-25.000000,9.335588,195.254440,192.386826,-0.013723,1.638986,1.610425,1.610622,0.000197
12,T4a,1.000000,1.237626,0.990528,1.035506,0.056464,-25.000000,10.152594,192.261948,201.032852,-0.008912,1.230527,1.237626,1.237601,-0.000026
13,T4b,1.000000,0.753199,0.990528,0.988033,-0.189919,-25.000000,9.548738,192.469238,208.976257,-0.046318,0.747247,0.753199,0.753197,-0.000002
14,T4c,1.000000,1.297237,0.990528,0.985389,0.104908,-25.000000,10.449759,200.250244,198.229843,-0.041315,1.290097,1.297237,1.297221,-0.000016
15,T4d,1.000000,0.908827,0.990528,0.960600,-0.033316,-25.000000,9.079987,209.936417,205.503220,0.035654,0.903098,0.908827,0.908791,-0.000036
16,Tm1,1.028765,2.244169,0.990528,0.953554,-0.464651,-25.000000,9.575957,191.562744,206.929947,-0.029489,2.322352,2.244169,2.245457,0.001288
