idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,9.031030,3.311674,-8.749478,0.998341,-0.124499,22.861763,207.714147,0.000000,0.000000,19.846952,19.846939
1,R7,9.031030,6.321652,-10.478526,0.954924,-0.156621,11.075292,194.242481,0.000000,0.000000,18.677981,18.678037
2,R8,9.031030,6.221148,-9.793429,1.004736,-0.183497,10.000000,195.780352,0.000000,0.000000,17.678967,17.679005
3,L1,9.031030,0.100000,-2.707552,0.292226,-1.083051,19.212321,181.352234,0.000000,0.600000,-1.100761,-1.097787
4,L2,9.031030,0.201507,-0.632548,0.245598,-0.915979,24.216656,174.451769,0.000000,0.600000,-0.989554,-0.990562
5,L3,9.031030,7.461498,1.268336,0.258362,-2.196423,15.023766,197.064451,0.000000,0.000000,-1.773809,-1.675988
6,L4,9.031030,5.486666,4.873117,0.480077,0.309984,10.000000,207.035943,0.000000,1.000000,0.000000,-0.001903
7,L5,9.031030,5.186668,3.669090,1.278433,-0.096135,10.000000,144.333189,0.000000,1.000000,0.000000,0.003701
8,Mi1,9.031030,7.807520,5.539432,8.160651,-1.355668,50.766863,207.079194,0.000000,0.000000,0.566439,0.566014
9,Tm3,9.031030,5.737433,1.024591,0.172384,1.079014,10.000000,204.739488,0.000000,0.000000,1.055867,1.077794
10,Mi4,9.031030,10.000000,0.031053,0.339123,0.331828,11.250223,193.408395,0.000000,0.000000,-0.030163,-0.013863
11,Mi9,9.031030,10.000000,3.831021,0.560902,0.781484,15.593312,200.341885,0.000000,0.000000,0.591937,0.600104
12,T4a,9.031030,3.680946,2.190934,0.951919,-0.444632,10.653734,193.629965,0.000000,0.000000,2.751848,2.754214
13,T4b,9.031030,4.072927,1.625237,0.970744,0.343674,10.000000,200.991461,0.000000,0.000000,0.834413,0.837628
14,T4c,9.031030,5.489557,0.130282,0.961445,0.181843,31.452649,192.353641,0.000000,0.000000,0.656011,0.658786
15,T4d,9.031030,0.100000,-1.559319,1.017390,-0.179289,44.046329,191.378748,0.000000,0.000000,1.119243,1.121114
16,Tm1,9.031030,10.000000,0.457055,1.780330,0.431563,93.163448,197.333028,0.000000,0.000000,-0.541415,-0.537491
17,Tm2,9.031030,10.000000,1.373021,1.881146,-0.580999,81.894565,190.568766,0.000000,0.000000,-0.890755,-0.878177
18,Tm4,9.031030,0.404712,-2.505384,0.299349,0.187982,98.943239,194.201115,0.000000,0.000000,-0.127538,-0.125783
19,Tm9,9.031030,0.365413,-0.509562,0.250174,0.173729,10.000000,205.965174,0.000000,0.000000,-0.068665,-0.071416
20,T5a,9.031030,8.006677,0.093511,0.991488,0.172834,32.449740,200.957362,0.000000,0.000000,0.105895,0.105721
21,T5b,9.031030,5.281964,1.340703,1.037312,-0.067547,10.000000,198.606756,0.000000,0.000000,0.159402,0.159583
22,T5c,9.031030,0.100000,-1.568960,0.954792,0.405582,47.867162,193.450244,0.000000,0.000000,0.111188,0.111184
23,T5d,9.031030,0.100000,-1.835906,1.007672,-0.117677,51.403099,196.571496,0.000000,0.000000,0.087582,0.088027
24,T1,9.031030,0.108654,-1.426862,1.046559,-0.079879,47.375782,193.879766,0.000000,0.000000,-0.617778,-0.615178
25,T2,9.031030,3.236462,2.189607,0.980514,0.142426,28.274119,205.100071,0.000000,0.000000,4.234875,4.234619
26,T2a,9.031030,2.734255,1.515199,0.995347,0.489335,58.063300,193.517756,0.000000,0.000000,2.184489,2.182966
27,T3,9.031030,3.757018,-1.482933,0.982112,-0.442803,100.000000,197.616611,0.000000,0.000000,1.008450,1.007724
28,C2,9.031030,8.214649,-0.013798,0.981421,-0.445793,10.000000,205.893284,0.000000,0.000000,3.398421,3.399633
29,C3,9.031030,3.921322,2.012151,0.973325,-0.071885,90.728622,200.190131,0.000000,0.000000,1.155392,1.155732
30,Lawf1,9.031030,10.000000,4.755622,0.979707,-0.259973,13.355005,208.388020,0.000000,0.000000,-2.745808,-2.685408
31,Lawf2,9.031030,4.602338,3.749196,0.956010,0.173693,67.703750,201.322450,0.000000,0.000000,1.001157,0.999079
32,Dm3v,9.031030,2.788900,-0.724224,1.024588,-0.463661,52.501168,192.159126,0.000000,0.000000,0.090502,0.090500
