cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.048704,17.169128,2.883451,1.495031,-1.903340,-22.973454,14.163866,206.185440,195.923645,0.043310,17.022261,17.169128,17.156096,-0.013033
1,R7,1.003470,12.008807,2.883451,7.338220,8.598098,-33.261223,27.758743,206.057327,198.190430,0.000000,12.344242,12.008807,12.898708,0.889901
2,R8,1.027532,-1.093585,2.883451,2.047266,-1.417507,-23.724390,10.000000,183.370590,204.474884,1.000000,-1.417506,-1.093585,-2.753380,-1.659795
3,L1,1.007938,4.882646,2.883451,2.427583,0.693944,-25.622040,10.555458,206.341858,212.638763,0.774217,4.797304,4.882646,5.175383,0.292737
4,L2,1.009220,5.644097,2.883451,3.679485,2.444748,-27.193106,10.780777,199.476730,209.418518,0.936368,3.994256,5.644097,5.639272,-0.004825
5,L3,0.963125,-10.927520,2.883451,1.257138,-2.785476,-21.809175,10.000000,206.222992,189.805496,0.937373,-4.047647,-10.927520,-9.373013,1.554506
6,L4,0.978297,51.403042,2.883451,2.721227,-0.335310,-24.439037,10.000000,211.735046,208.766373,0.017545,52.219494,51.403042,51.213322,-0.189720
7,L5,0.957848,19.439985,2.883451,2.485631,0.112914,-25.393497,13.716840,194.925690,219.952896,0.104740,21.004290,19.439985,20.248404,0.808418
8,Mi1,0.950831,-3.124757,2.883451,1.619838,-1.183008,-24.246002,10.000000,202.136093,195.214874,0.079301,-4.485264,-3.124757,-1.952540,1.172217
9,Tm3,1.002857,65.173882,2.883451,2.143489,-2.564615,-22.494215,16.184750,204.469223,200.670547,0.064566,55.419888,65.173882,66.310585,1.136703
10,Mi4,1.030892,35.396786,2.883451,3.449181,-7.499657,-17.860907,99.759804,212.246964,196.629135,0.000000,55.058781,35.396786,36.918316,1.521530
11,Mi9,0.978968,36.414612,2.883451,2.303231,-5.486602,-20.279236,29.385065,198.954605,204.642700,0.313939,6.872453,36.414612,32.888126,-3.526485
12,T4a,0.929990,41.327015,2.883451,1.950211,4.593781,-29.344036,18.667025,199.853638,194.087646,0.003069,33.259930,41.327015,40.805328,-0.521687
13,T4b,0.868991,8.035913,2.883451,0.857105,1.257947,-27.720469,16.269241,207.911713,190.973480,0.004145,4.945277,8.035913,7.838388,-0.197525
14,T4c,1.272710,29.220226,2.883451,0.654663,-3.184992,-21.945614,14.327226,184.210785,232.884644,0.508815,26.957048,29.220226,29.148724,-0.071503
15,T4d,0.892569,42.462494,2.883451,4.906543,11.913836,-37.123798,19.973261,204.367310,201.004364,0.193004,47.026436,42.462494,43.767311,1.304817
16,Tm1,0.962022,34.452709,2.883451,1.686867,0.492731,-25.668552,18.380384,185.442413,214.247604,0.000000,42.161098,34.452709,36.145622,1.692913
17,Tm2,1.046649,63.015755,2.883451,2.168728,0.338192,-25.650824,10.000000,183.839203,203.761093,0.008287,66.226425,63.015755,64.602882,1.587128
18,Tm4,1.013793,31.741735,2.883451,3.322163,0.738114,-25.553093,10.000000,210.519562,190.716873,0.130331,34.312428,31.741735,35.535923,3.794188
19,Tm9,1.004878,22.634968,2.883451,4.933738,-1.514701,-23.181847,24.283447,208.231781,216.101868,0.000000,5.104013,22.634968,21.674328,-0.960640
20,T5a,0.974494,5.570878,2.883451,0.822793,-0.417854,-24.339346,19.706247,205.345230,204.835754,0.940467,4.882096,5.570878,6.671337,1.100459
21,T5b,1.011646,38.102898,2.883451,2.451390,-0.710255,-23.969477,10.000000,193.595825,203.045822,1.000000,-0.710255,38.102898,36.921688,-1.181210
22,T5c,1.030993,91.498825,2.883451,3.007721,-1.435869,-24.292383,10.000000,210.464218,209.100952,0.043725,87.954620,91.498825,91.819794,0.320969
23,T5d,1.021299,95.195717,2.883451,4.579488,-0.069181,-26.777388,32.388859,222.236938,197.575317,0.024846,94.344040,95.195717,95.367104,0.171387
24,T1,0.988582,24.083246,2.883451,5.370434,4.174733,-26.621489,19.919123,225.842529,238.545990,0.382258,18.053940,24.083246,24.776861,0.693615
25,T2,0.967040,96.250183,2.883451,1.276391,-0.113950,-24.473305,16.269814,202.768311,208.044083,0.248550,96.214859,96.250183,96.528320,0.278137
26,T2a,0.999119,63.091557,2.883451,7.049359,-0.488430,-26.172333,34.595512,207.040756,208.459747,0.000000,61.660591,63.091557,61.477791,-1.613766
27,T3,1.044428,65.093353,2.883451,5.115041,-0.747246,-24.723656,14.022393,193.963531,225.056488,0.793440,30.683187,65.093353,67.779099,2.685745
28,C2,1.016402,42.948193,2.883451,1.569402,-3.087852,-21.930172,10.000000,198.622711,188.044922,0.535088,37.489651,42.948193,42.916965,-0.031227
29,C3,1.020578,46.254498,2.883451,6.977159,4.264771,-29.333042,23.637531,206.428726,192.466537,0.045901,62.923420,46.254498,44.718475,-1.536022
30,Lawf1,0.967387,6.361331,2.883451,5.220280,-5.546787,-20.308554,10.000000,193.862228,192.409836,0.805068,17.285046,6.361331,13.794868,7.433538
31,Lawf2,0.960252,23.672417,2.883451,3.237215,2.163006,-27.081337,11.416555,206.105560,194.899719,0.402459,37.793507,23.672417,23.999060,0.326643
32,Dm3v,1.040206,86.542671,2.883451,6.724157,5.018434,-29.521498,10.000000,217.237930,196.995529,0.863841,39.847473,86.542671,87.448952,0.906281
33,Lai,1.030113,50.935982,2.883451,6.039981,2.562163,-28.515560,10.000000,238.116638,193.655350,0.564058,61.137650,50.935982,52.906132,1.970150
34,Mi10,1.020882,-55.154552,2.883451,3.419400,0.654954,-25.522335,10.000000,212.810898,204.542755,0.086490,-6.034628,-55.154552,-51.820007,3.334545
35,Mi13,0.954759,-38.720066,2.883451,3.848230,-0.467951,-24.172165,23.553473,210.639572,193.110901,0.627047,-5.145232,-38.720066,-45.837254,-7.117188
36,Mi14,0.986045,96.321251,2.883451,2.969240,1.296853,-25.832455,13.103479,212.219147,182.106491,0.425844,95.709694,96.321251,96.831940,0.510689
37,Mi15,0.981672,-72.135468,2.883451,8.634876,2.509132,-27.965050,10.000000,209.174408,209.400131,0.404329,-64.279671,-72.135468,-71.381828,0.753639
38,Mi2,1.045942,21.828598,2.883451,4.560618,-0.025284,-25.462589,10.000000,188.214417,187.072021,0.671934,16.907600,21.828598,22.431879,0.603281
39,Tm16,0.975818,-34.214066,2.883451,7.015757,2.964071,-28.139038,16.838560,204.204926,191.795013,0.487669,-43.560989,-34.214066,-39.209892,-4.995827
