cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
16,Tm1,2.000000,50.000000,2.252955,0.498063,-2.273839,-100.000000,-100.000000,1.031299,348.240967,10.000000,226.395126,0.000000,17.402611,17.545948,15.837057,-1.708891,121.077179,121.225006,119.462631,-1.762375,121.077179,121.079826,121.051888,-0.027939
17,Tm2,2.000000,50.000000,2.252955,0.313754,-2.346476,-100.000000,-100.000000,0.990160,352.341095,10.000000,226.395126,0.000000,25.241667,25.316021,23.453306,-1.862715,124.009285,124.082924,122.238525,-1.844398,124.009285,124.010643,123.971054,-0.039589
18,Tm4,1.527294,50.000000,2.252955,1.543785,-0.546778,-100.000000,-100.000000,0.977255,351.421143,10.000000,226.395126,0.000000,5.948851,6.198694,5.091871,-1.106823,103.539017,103.783180,102.701530,-1.081650,103.539017,103.543274,103.543083,-0.000191
19,Tm9,1.095655,50.000000,2.252955,2.334725,-0.234149,-100.000000,-100.000000,0.969759,352.255829,10.000000,226.395126,0.000000,0.718463,0.730221,0.551574,-0.178647,97.672661,97.684067,97.510818,-0.173248,97.672661,97.672874,97.670753,-0.002121
20,T5a,0.992582,50.000000,2.252955,4.542211,3.755999,-100.000000,-100.000000,0.976071,348.325165,10.000000,226.395126,0.000000,285.504547,289.127411,291.457367,2.329956,376.279724,379.815918,382.090088,2.274170,376.279724,376.340637,376.688995,0.348358
21,T5b,0.985708,50.000000,2.252955,5.927897,-1.031598,-100.000000,-100.000000,1.037650,352.381134,10.000000,226.395126,0.000000,134.184616,138.800201,144.442947,5.642746,243.001724,247.791077,253.646301,5.855225,243.001724,243.080338,243.627594,0.547256
22,T5c,1.036332,50.000000,2.252955,5.067124,-2.197201,-100.000000,-100.000000,1.017256,349.222809,10.000000,226.395126,0.000000,206.072922,206.944672,206.846634,-0.098038,332.051910,334.257812,335.346954,1.089142,332.051910,332.090149,332.298004,0.207855
23,T5d,1.000561,50.000000,2.252955,9.867504,11.170720,-100.000000,-100.000000,0.976974,352.376434,10.000000,226.395126,0.000000,161.769852,162.180496,161.888474,-0.292023,260.915466,261.757050,261.872498,0.115448,260.915466,260.930084,261.002167,0.072083
24,T1,0.954409,50.000000,2.252955,0.474809,-6.828540,-100.000000,-100.000000,1.016029,350.468079,10.000000,226.395126,0.000000,-14.666767,-12.532584,-19.997866,-7.465281,89.314453,91.414101,84.737091,-6.677010,89.314453,89.351189,89.415810,0.064621
25,T2,0.981252,50.000000,2.252955,1.350408,-2.816080,-100.000000,-100.000000,0.994672,351.121368,10.000000,226.395126,0.000000,494.699799,496.880402,496.900391,0.019989,591.531372,593.700378,593.720276,0.019897,591.531372,591.574219,591.694885,0.120667
26,T2a,1.046062,50.000000,2.252955,10.000000,8.550413,-100.000000,-100.000000,0.985559,348.150879,10.000000,226.395126,0.000000,38.505322,38.397858,38.692429,0.294571,136.505188,136.399292,136.689606,0.290314,136.505188,136.503571,136.497894,-0.005676
27,T3,0.954649,50.000000,2.252955,1.744947,-2.369466,-100.000000,-100.000000,0.966885,351.027039,10.000000,226.395126,0.000000,54.236935,54.209305,55.585358,1.376053,149.129349,149.102631,150.433121,1.330490,149.129349,149.128937,149.151428,0.022491
28,C2,1.013257,5.333667,2.252955,1.824359,-0.978395,-100.000000,-100.000000,1.001277,349.643585,10.000000,226.395126,0.000000,-112.087372,-112.356201,-100.068672,12.287529,5.334683,5.284766,9.706016,4.421250,5.334683,5.333666,5.421899,0.088233
29,C3,0.997392,5.089216,2.252955,1.605047,-4.863100,-100.000000,-100.000000,1.026053,351.792358,10.000000,226.395126,0.000000,-122.903267,-123.375984,-103.636360,19.739624,5.090863,5.005266,12.171843,7.166577,5.090863,5.089216,5.218400,0.129184
30,Lawf1,1.036589,50.000000,2.252955,0.684807,-0.998240,-100.000000,-100.000000,1.045549,352.345490,10.000000,226.395126,0.000000,2.002475,1.498044,1.163958,-0.334086,106.648628,106.121216,105.771927,-0.349289,106.648628,106.639534,106.588974,-0.050560
31,Lawf2,1.048779,50.000000,2.252955,0.432437,-2.844888,-100.000000,-100.000000,1.031556,348.297028,10.000000,226.395126,0.000000,14.031780,13.982100,14.469755,0.487655,118.046768,118.070099,118.669464,0.599365,118.046768,118.046997,118.062958,0.015961
32,Dm3v,0.964683,50.000000,2.252955,0.567829,-5.050196,-100.000000,-100.000000,0.981484,349.661865,10.000000,226.395126,0.000000,32.461166,32.807652,32.852749,0.045097,130.008514,130.348587,130.392853,0.044266,130.008514,130.014420,130.044052,0.029633
33,Lai,1.045385,5.129882,2.252955,0.100000,-1.144713,-100.000000,-100.000000,0.991350,349.586456,10.000000,226.395126,0.000000,-283.804962,-285.338287,-296.209778,-10.871490,5.130225,5.110722,5.021325,-0.089396,5.130225,5.129882,5.125548,-0.004334
34,Mi10,1.027490,50.000000,2.252955,0.501141,-2.599075,-100.000000,-100.000000,0.955478,351.937805,10.000000,226.395126,0.000000,17.493977,17.847412,18.252766,0.405354,112.262970,112.600647,112.987976,0.387329,112.262970,112.268578,112.305672,0.037094
35,Mi13,0.975068,50.000000,2.252955,0.158359,-1.973117,-100.000000,-100.000000,0.969996,351.685364,10.000000,226.395126,0.000000,16.272131,16.268442,16.507383,0.238941,112.783485,112.779922,113.011703,0.231781,112.783485,112.783478,112.786919,0.003441
36,Mi14,0.975471,50.000000,2.252955,3.881055,-5.632911,-100.000000,-100.000000,0.985877,347.555420,10.000000,226.395126,0.000000,144.848679,146.367111,146.849304,0.482193,241.390610,242.887604,243.363007,0.475403,241.390610,241.416763,241.553680,0.136917
37,Mi15,0.979161,50.000000,2.252955,0.592884,-1.078258,-100.000000,-100.000000,1.012770,349.471924,10.000000,226.395126,0.000000,-28.460691,-28.933537,-29.461578,-0.528042,72.452858,71.973984,71.479385,-0.494598,72.452858,72.444923,72.390991,-0.053932
38,Mi2,1.011342,50.000000,2.252955,0.632391,-5.270113,-100.000000,-100.000000,1.023959,349.035492,10.000000,226.395126,0.000000,2.488245,2.063357,2.427073,0.363717,106.238815,106.048180,106.952049,0.903870,106.238815,106.235573,106.236191,0.000618
39,Tm16,0.970459,13.177833,2.252955,1.577810,-1.946184,-100.000000,-100.000000,1.038390,351.296509,10.000000,226.395126,0.000000,-114.408379,-115.611237,-117.010292,-1.399055,13.181316,12.979909,12.810693,-0.169216,13.181316,13.177831,13.158116,-0.019714
40,Tm20,0.974836,36.197475,2.252955,2.907233,-2.848574,-100.000000,-100.000000,0.975085,350.367493,10.000000,226.395126,0.000000,-69.390862,-69.625626,-75.044121,-5.418495,36.196152,36.322803,33.869457,-2.453346,36.196152,36.197475,36.138275,-0.059200
41,Tm21,1.013412,50.000000,2.252955,0.757899,-2.362284,-100.000000,-100.000000,0.986112,350.238708,10.000000,226.395126,0.000000,32.230511,32.665516,33.053272,0.387756,130.394135,130.823120,131.205475,0.382355,130.394135,130.401871,130.441467,0.039597
42,Tm27,1.041434,50.000000,2.252955,1.226784,-3.166146,-100.000000,-100.000000,0.954011,350.863342,10.000000,226.395126,0.000000,62.017788,62.498348,64.357155,1.858807,154.667969,155.161926,156.960754,1.798828,154.667969,154.676392,154.752518,0.076126
43,Tm5a,0.971198,50.000000,2.252955,6.845812,20.968489,-100.000000,-100.000000,0.981124,350.770752,10.000000,226.395126,0.000000,75.495125,88.487816,111.371841,22.884026,180.314102,193.394089,216.836014,23.441925,180.314102,180.522079,182.234589,1.712509
44,Tm5b,0.954705,50.000000,2.252955,10.000000,18.300556,-100.000000,-100.000000,0.992840,347.712494,10.000000,226.395126,0.000000,-36.122894,-36.205544,-35.883572,0.321972,84.037155,84.963142,87.624390,2.661247,84.037155,84.050102,84.199913,0.149811
45,Tm5c,1.036379,50.000000,2.252955,4.030372,1.516817,-100.000000,-100.000000,0.998919,351.132690,10.000000,226.395126,0.000000,55.838993,56.943340,58.484966,1.541626,155.670593,156.773743,158.313705,1.539963,155.670593,155.688400,155.821518,0.133118
46,Tm5f,0.993599,50.000000,2.252955,10.000000,14.597342,-100.000000,-100.000000,1.029447,350.564392,10.000000,226.395126,0.000000,190.596390,199.476349,215.636658,16.160309,299.153595,308.295013,324.931213,16.636200,299.153595,299.299683,300.508179,1.208496
47,TmY10,1.008791,50.000000,2.252955,1.374720,-3.283628,-100.000000,-100.000000,0.988782,349.533875,10.000000,226.395126,0.000000,52.411194,55.644821,61.066742,5.421921,150.701462,153.898804,159.308395,5.409592,150.701462,150.753113,151.164444,0.411331
48,TmY11,0.978618,50.000000,2.252955,1.077308,-1.732510,-100.000000,-100.000000,1.040408,347.963684,10.000000,226.395126,0.000000,224.641479,225.475067,226.352737,0.877670,337.759521,338.626801,339.539948,0.913147,337.759521,337.776733,337.841949,0.065216
49,TmY14,1.025554,50.000000,2.252955,1.358647,-1.803067,-100.000000,-100.000000,1.027711,350.018005,10.000000,226.395126,0.000000,161.712524,161.893234,162.189545,0.296310,332.318237,336.426392,340.171844,3.745453,332.318237,332.388611,332.810028,0.421417
50,TmY15,1.047647,50.000000,2.252955,3.488399,-17.741522,-100.000000,-100.000000,0.980048,351.677307,10.000000,226.395126,0.000000,95.835037,97.372894,98.654282,1.281387,191.927780,193.434921,194.690750,1.255829,191.927780,191.953796,192.101898,0.148102
51,TmY3,1.042794,50.000000,2.252955,10.000000,12.931930,-100.000000,-100.000000,1.005264,350.528442,10.000000,226.395126,0.000000,262.426605,259.610382,261.214691,1.604309,373.741425,371.831543,374.148712,2.317169,373.741425,373.709259,373.555298,-0.153961
52,TmY4,1.007585,50.000000,2.252955,0.898444,-5.098662,-100.000000,-100.000000,1.049118,350.408966,10.000000,226.395126,0.000000,4.888921,5.652026,6.777621,1.125596,110.040802,110.841400,112.022278,1.180878,110.040802,110.053917,110.151207,0.097290
53,TmY5a,0.962659,50.000000,2.252955,0.991721,-8.885955,-100.000000,-100.000000,1.003929,351.847656,10.000000,226.395126,0.000000,152.390808,160.007812,173.134705,13.126892,253.935440,261.585266,274.765442,13.180176,253.935440,254.058670,255.038849,0.980179
54,TmY9q,1.005539,50.000000,2.252955,0.100000,-2.733102,-100.000000,-100.000000,1.004325,349.862946,10.000000,226.395126,0.000000,37.562218,38.587055,39.690395,1.103340,138.157196,139.186478,140.294601,1.108124,138.157196,138.174515,138.287155,0.112640
55,TmY9q__perp,0.976369,50.000000,2.252955,2.488579,-6.594949,-100.000000,-100.000000,0.967535,348.412628,10.000000,226.395126,0.000000,161.355301,163.701004,165.539902,1.838898,252.870377,255.139954,256.919098,1.779144,252.870377,252.909698,253.136261,0.226562
