,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,0.228174,1.586927,,0.168811,0.173264,,,1.558323,1.136248,1.877035,0.196842,1.663629,1.708353,1.799051,,,,,1.806268,1.739005,1.673943,1.745256,1.840437,0.319209,1.572288,1.059719,,1.759276,0.322124
T1,1.877654,0.100000,1.986063,,0.321873,0.400618,,1.394419,,,0.194569,,,,,,,,,,,,,0.250813,2.157693,0.100000,,,0.100000,,,,,
T2,,,,,,,,1.659684,0.280746,,0.158902,,0.100000,1.001294,0.576766,,,,,,,,,0.100010,0.136810,,0.424133,2.127559,0.100016,,,,,1.117467
T2a,,,,,,,,,0.100000,,,,2.105014,0.100004,0.100000,,,,,,,,,0.100002,,0.280183,0.975485,0.219217,0.398576,,1.789935,,,0.100000
T3,,,,,,,,,,,,,0.836910,1.000719,0.997886,,,,1.004074,,,,,0.100017,,,0.952053,0.126748,,,,1.757109,,1.293340
T4a,,,,,,,,,,,0.266998,,,,,0.100012,0.965987,0.953690,0.957706,1.014441,,,,,,,,,,,,1.708199,,
T4b,,,,,,,,,0.287073,0.823920,0.357725,,,,,0.407848,0.274461,,0.966242,,0.249339,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.314123,,0.973818,,,,,0.327916,,,,0.997690,1.044272,,,,,,,,,,,
T4d,,,,,,,,,0.129684,,,,,,,,,0.966126,0.100000,,,,1.027643,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.202827,,,0.282933,,,,0.132315,1.041123,,,,0.274282,,,,,,,,,
T5b,,,,,,,,,,,,,0.286091,,,,0.271330,,,1.250238,0.318269,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.100000,,,,,0.172605,,,1.027377,0.100000,1.027488,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.660870,,,,,2.336633,1.049874,,,,1.385137,,,,,,,,,,,
Tm1,,,,,0.292053,,,1.687086,0.259946,1.752618,0.302632,0.281270,0.127711,0.223800,0.100000,,,1.019386,,0.376327,0.271800,0.139655,1.166909,0.331663,0.177724,0.232787,0.233534,0.213832,0.575014,0.434463,1.745584,1.755646,,1.343997
Tm2,,,,0.100000,0.307735,,,1.447781,2.539645,1.611998,0.438601,0.359383,0.100000,0.100049,0.100000,1.041176,,0.123752,,0.100109,0.358370,0.164983,1.530770,0.106375,,,1.106651,2.146276,0.146679,0.520571,,1.617482,0.203391,0.888415
Tm20,,,,,,,,,,1.687714,0.235794,0.280206,0.162089,1.796921,,,,,,,,,,0.731043,0.100000,0.331122,0.985066,,,0.333303,,1.726750,,
Tm21,,,,,,,,,1.683851,,,,0.100000,1.038972,,,,,,,,,,0.226931,,,0.100000,,,,,,,
Tm3,,,,0.497875,0.109830,,,,0.100079,1.242306,0.100000,,0.100002,0.100001,0.100001,1.260172,0.280425,0.390539,0.100000,,1.026746,,0.959938,,,,,0.109148,1.533517,,1.630557,1.714199,0.247135,0.634539
Tm4,,,,,0.185349,,,,0.473439,1.128822,,1.558851,0.359668,0.105843,0.375940,,,,,0.100045,0.478363,0.171824,2.036231,0.102409,0.101540,,0.961812,0.100000,0.408541,,2.320999,0.935824,,0.664038
Tm9,,,,,,1.709703,,,,1.794273,0.141995,,1.477956,1.828723,,,,,,0.290400,0.188465,0.174389,0.183504,0.402240,0.705002,0.329590,1.165975,,1.567774,1.004820,,,,
C2,0.453817,0.100000,0.879990,2.112926,1.744702,1.692015,1.699991,0.637181,0.116239,1.134797,,1.769182,0.100000,0.119771,2.352750,,,,,,,,,1.744158,,,,,,0.192819,0.100000,3.446807,,
C3,1.163500,,,1.193331,1.749296,0.100000,1.845500,1.464952,1.128953,0.583377,1.504742,1.695459,2.148133,1.936576,0.525195,0.892889,1.613680,1.572365,1.042416,,,,,1.829754,0.596970,1.723753,1.558495,1.027491,1.570298,1.003815,0.102213,,,
Lawf1,1.574719,,,0.324304,0.285108,0.252679,,1.648133,,,1.012554,0.323873,,,,,,,,,,,,,,,,0.100018,,,,,0.251926,
Lawf2,1.856188,,,0.100000,0.152028,0.450292,,1.461675,,,,0.109098,,,,,,,,,,,,0.100427,0.100000,,,,,0.100000,1.096082,1.598407,0.299256,
