idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,5.579106,1.953183,-19.494711,1.028096,0.307815,10.000000,206.731642,0.000000,0.000000,19.985826,19.985813
1,R7,5.579106,0.100000,-13.820418,0.969973,0.338818,26.185444,204.098040,0.000000,0.000000,19.926901,19.926901
2,R8,5.579106,0.100000,-14.636683,0.977606,-0.163576,96.545345,192.618671,0.000000,0.000000,19.987582,19.987583
3,L1,5.579106,1.151686,5.816227,1.828963,0.362520,10.000000,209.171171,0.000000,0.600000,0.037853,0.037858
4,L2,5.579106,0.258585,4.183765,3.166576,0.131870,10.000000,174.387642,0.000000,0.600000,-0.645654,-0.645589
5,L3,5.579106,0.721943,5.532403,1.588385,-4.545497,49.080867,190.949669,0.000000,0.000000,-0.157474,-0.157752
6,L4,5.579106,2.481132,-1.040639,0.100000,0.057798,10.000000,251.336657,0.000000,1.000000,0.000000,0.000001
7,L5,5.579106,10.000000,0.169766,0.320307,-0.073502,10.000000,166.507776,0.000000,1.000000,0.000000,0.000002
8,Mi1,5.579106,1.926863,7.211116,1.084247,-4.736624,10.000000,203.964709,0.000000,0.000000,-4.384329,-4.384292
9,Tm3,5.579106,2.535826,-3.623928,0.377893,-1.044360,10.000000,194.369508,0.000000,0.000000,-0.949513,-0.949397
10,Mi4,5.579106,8.681601,-1.307912,0.784483,1.766494,15.308722,193.776624,0.000000,0.000000,0.888491,0.890055
11,Mi9,5.579106,0.100000,14.152647,2.064631,1.783978,21.056087,204.790388,0.000000,0.000000,2.019512,2.026635
12,T4a,5.579106,0.100000,-8.789782,0.990019,-0.193688,31.025633,206.310086,0.000000,0.000000,1.659228,1.659613
13,T4b,5.579106,10.000000,-1.515157,1.012298,0.049694,10.000000,193.622058,0.000000,0.000000,1.412902,1.413672
14,T4c,5.579106,7.176141,-1.215683,0.980594,0.150656,10.000000,209.896154,0.000000,0.000000,1.603520,1.604108
15,T4d,5.579106,10.000000,0.804508,0.994372,-0.242042,10.000000,199.888894,0.000000,0.000000,1.534628,1.534960
16,Tm1,5.579106,0.100000,-14.007538,0.462358,1.239006,10.000000,207.975284,0.000000,0.000000,0.960615,0.960839
17,Tm2,5.579106,0.100000,-10.877918,0.377775,0.925057,10.000000,192.475046,0.000000,0.000000,0.756519,0.756508
18,Tm4,5.579106,0.100000,-4.622924,0.145838,0.536403,10.000000,204.123262,0.000000,0.000000,0.453576,0.453571
19,Tm9,5.579106,0.100000,-2.419736,0.639646,1.107223,36.083981,200.531581,0.000000,0.000000,0.620915,0.623148
20,T5a,5.579106,0.282581,-0.215412,0.972996,-0.088442,49.784778,194.553803,0.000000,0.000000,-0.039548,-0.039535
21,T5b,5.579106,0.502274,-0.904305,1.037079,0.234957,62.045646,198.962531,0.000000,0.000000,-0.018202,-0.018194
22,T5c,5.579106,10.000000,0.114021,0.954143,-0.145958,20.124114,196.624906,0.000000,0.000000,-0.015354,-0.015339
23,T5d,5.579106,0.976015,-0.378874,0.972277,-0.286767,49.693114,196.725532,0.000000,0.000000,-0.045540,-0.045532
24,T1,5.579106,0.100000,-16.338575,1.000382,0.248076,59.676456,209.982087,0.000000,0.000000,0.503277,0.502901
25,T2,5.579106,0.100000,-10.140103,0.990746,-0.107011,59.402539,199.813334,0.000000,0.000000,0.879526,0.879536
26,T2a,5.579106,0.100000,-9.485430,1.047484,0.383838,76.556572,202.468330,0.000000,0.000000,1.628553,1.628602
27,T3,5.579106,0.100000,-17.299259,1.019359,-0.388003,75.762028,198.709071,0.000000,0.000000,1.957876,1.957877
28,C2,5.579106,2.850991,-0.972695,1.043252,-0.053931,61.575000,206.398768,0.000000,0.000000,-1.002412,-1.002408
29,C3,5.579106,1.795412,2.104755,1.040521,0.497777,10.000000,190.737584,0.000000,0.000000,-2.712023,-2.712011
30,Lawf1,5.579106,3.000717,3.001041,0.982114,-0.259110,20.756352,199.406559,0.000000,0.000000,0.015096,0.014943
31,Lawf2,5.579106,4.667906,0.643087,0.993964,0.257663,69.381705,195.409525,0.000000,0.000000,-0.099761,-0.099707
32,Dm3v,5.579106,0.100000,-1.365946,0.992870,-0.414545,64.527618,193.092384,0.000000,0.000000,0.146076,0.146932
33,Lai,5.579106,9.437497,0.920500,0.970361,-0.436167,10.000000,198.120969,0.000000,0.000000,-0.280849,-0.280671
34,Mi10,5.579106,0.100000,-2.437257,0.989083,-0.075486,48.837963,205.153777,0.000000,0.000000,-0.534263,-0.534440
35,Mi13,5.579106,0.156307,-1.114527,1.041065,-0.262928,54.442472,199.813979,0.000000,0.000000,-0.183033,-0.182982
36,Mi14,5.579106,0.100000,-4.406966,1.021060,0.255315,51.092361,203.346657,0.000000,0.000000,-0.008762,-0.008760
37,Mi15,5.579106,9.947681,-7.070462,0.957074,0.290275,48.054763,195.055269,0.000000,0.000000,-0.217665,-0.216901
38,Mi2,5.579106,4.195020,-0.833947,1.012303,0.285882,10.000000,194.188570,0.000000,0.000000,0.788210,0.788361
39,Tm16,5.579106,0.100000,-1.420147,0.987667,0.284431,50.993282,207.243347,0.000000,0.000000,-0.390606,-0.378363
40,Tm20,5.579106,0.100000,-3.646903,1.028905,0.050549,54.094184,201.506416,0.000000,0.000000,0.854114,0.856674
41,Tm21,5.579106,0.723482,-2.468626,0.950727,-0.123309,63.626917,206.295535,0.000000,0.000000,0.204743,0.204974
42,Tm27,5.579106,0.247329,-4.122320,0.958861,0.277393,52.666794,198.702247,0.000000,0.000000,1.345102,1.346430
43,Tm5a,5.579106,0.100000,-0.439851,0.987869,0.170964,50.586424,202.441953,0.000000,0.000000,-0.129422,-0.127462
44,Tm5b,5.579106,1.036160,-0.313597,1.048805,-0.460774,48.251341,203.944702,0.000000,0.000000,-0.361304,-0.358949
45,Tm5c,5.579106,10.000000,-0.476470,1.036033,0.110326,82.016792,206.414256,0.000000,0.000000,0.872127,0.872732
46,Tm5f,5.579106,0.216921,-0.768973,1.000237,-0.329523,50.046566,199.672495,0.000000,0.000000,0.030282,0.030922
47,TmY10,5.579106,9.510702,0.220912,1.046987,0.294856,10.000000,201.073877,0.000000,0.000000,0.317788,0.320908
48,TmY11,5.579106,0.592918,-0.449798,1.020583,0.156507,50.656197,206.772870,0.000000,0.000000,-1.262573,-1.253155
49,TmY14,5.579106,10.000000,0.890837,0.978840,-0.155691,91.084869,203.335312,0.000000,0.000000,-0.273243,-0.273085
50,TmY15,5.579106,10.000000,-0.247197,0.976892,-0.326652,10.000000,198.136918,0.000000,0.000000,0.494312,0.494371
51,TmY3,5.579106,0.100000,-6.420961,1.016866,0.432214,61.415445,207.908445,0.000000,0.000000,1.141088,1.146041
52,TmY4,5.579106,10.000000,-2.504221,0.998734,0.073007,68.563347,194.353496,0.000000,0.000000,0.802733,0.803188
53,TmY5a,5.579106,5.698832,-1.831449,0.992255,-0.426086,57.065792,204.332480,0.000000,0.000000,0.037263,0.038541
54,TmY9q,5.579106,0.100000,-2.782784,1.001172,-0.147320,54.318613,203.189780,0.000000,0.000000,0.240044,0.240137
55,TmY9q__perp,5.579106,0.100000,-1.668819,0.984215,-0.035294,77.533680,202.794348,0.000000,0.000000,0.165789,0.166061
