,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,5.000000,5.000000,,1.004203,0.989110,,,0.973155,0.985191,1.008386,0.500000,0.545236,0.500000,1.039136,,,,,1.043462,0.974951,0.500000,1.019195,1.007099,1.015198,0.500000,0.955219,,5.000000,0.500000
T1,0.745299,0.703396,4.511421,,0.500000,5.000000,,0.951485,,,0.500000,,,,,,,,,,,,,1.017686,1.025060,5.000000,,,1.032774,,,,,
T2,,,,,,,,0.978918,1.043939,,1.040119,,0.997697,1.029364,1.049101,,,,,,,,,1.041190,0.978261,,1.044185,1.014251,1.039519,,,,,0.597419
T2a,,,,,,,,,1.023253,,,,0.973333,1.012969,0.988802,,,,,,,,,0.993267,,0.975417,0.965834,1.022513,0.969743,,0.961413,,,1.037189
T3,,,,,,,,,,,,,0.500000,1.035521,0.998625,,,,0.990370,,,,,1.002899,,,0.956805,0.500000,,,,0.500000,,3.095171
T4a,,,,,,,,,,,0.500000,,,,,0.500000,0.962846,1.031897,0.975563,0.952334,,,,,,,,,,,,0.500000,,
T4b,,,,,,,,,1.004198,1.047498,0.500000,,,,,1.203460,0.501199,,0.963734,,1.025958,,,,,,,,,,,,,
T4c,,,,,,,,,,,2.410503,,1.024087,,,,,4.724531,,,,0.994135,1.006100,,,,,,,,,,,
T4d,,,,,,,,,1.037051,,,,,,,,,1.017128,0.989907,,,,0.963098,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.990885,,,1.005598,,,,0.986037,0.973246,,,,0.950625,,,,,,,,,
T5b,,,,,,,,,,,,,0.500000,,,,4.968588,,,1.042113,0.500000,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.965210,,,,,0.516813,,,1.020905,0.965098,1.028686,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.047333,,,,,0.901207,1.038625,,,,1.042857,,,,,,,,,,,
Tm1,,,,,0.952616,,,0.964982,0.950624,1.049410,1.007364,1.048719,0.989121,1.019920,0.984881,,,1.024022,,1.008288,0.993689,1.039480,0.946227,1.035021,0.961282,0.990063,1.047927,1.023163,1.032287,0.968895,0.955996,0.970835,,1.008804
Tm2,,,,1.035723,1.009246,,,1.037255,1.045410,1.012745,1.019909,1.041002,0.955236,1.024961,0.969603,0.998094,,0.957729,,0.958625,1.049542,1.019150,1.045505,0.961608,,,1.018317,0.962430,0.976418,0.974499,,1.028968,1.044991,1.046550
Tm20,,,,,,,,,,1.030579,5.000000,5.000000,1.013418,0.500000,,,,,,,,,,1.041746,1.043172,5.000000,1.048726,,,5.000000,,0.637615,,
Tm21,,,,,,,,,1.024301,,,,1.016607,1.049776,,,,,,,,,,1.019657,,,1.038451,,,,,,,
Tm3,,,,1.042128,1.004342,,,,1.040017,0.971498,0.971757,,1.012443,1.023234,0.987284,1.016004,1.026697,0.500000,0.982651,,0.962059,,0.950041,,,,,1.047673,1.006769,,1.004879,1.006766,0.603445,0.987906
Tm4,,,,,1.022395,,,,1.013326,1.047118,,1.038177,1.014821,1.014286,0.976428,,,,,0.965607,0.971551,1.006074,1.012649,1.024678,1.008088,,0.978115,1.017682,1.042489,,1.033618,0.959988,,1.553869
Tm9,,,,,,0.500000,,,,0.981930,5.000000,,1.033128,0.953844,,,,,,0.973110,5.000000,0.500000,0.849292,0.983067,1.011098,5.000000,0.975906,,1.038539,0.984743,,,,
C2,1.014678,0.995666,0.950434,1.013636,1.049320,0.660946,0.961922,0.991975,0.982609,1.042566,,1.001275,1.004275,1.044311,0.999846,,,,,,,,,1.047189,,,,,,0.992236,0.995872,1.036233,,
C3,1.012896,,,0.968271,0.972113,0.989217,0.951396,0.986606,1.035961,0.978525,0.626141,1.034642,1.047110,1.015032,0.964833,1.006562,1.021154,1.038690,1.015386,,,,,0.965958,0.975090,0.977080,0.953782,1.039447,1.002618,0.998632,0.994588,,,
Lawf1,5.000000,,,1.045025,0.532476,5.000000,,1.039824,,,1.019426,5.000000,,,,,,,,,,,,,,,,0.500000,,,,,5.000000,
Lawf2,5.000000,,,1.042993,0.989075,3.548231,,1.049168,,,,0.500000,,,,,,,,,,,,1.030592,0.998231,,,,,0.978796,0.551078,1.002449,0.570682,
