,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,5.000000,,,3.451601,0.500000,0.963148,0.500000,,,,,0.500000,,,,,,,,,,,,,,,,,,,1.047709,0.998891,,
R7,,,0.628280,5.000000,,2.967893,,,1.020030,1.020302,5.000000,,,,,,,,,,,,,,,5.000000,,,,,,1.011074,0.500000,
R8,,4.329579,0.500000,5.000000,0.500000,0.854700,,0.979619,0.962045,0.979095,5.000000,0.500000,,,,,,,,,,,,,,5.000000,1.030313,,,,0.988618,1.016675,0.500000,0.972146
L1,0.500000,0.500000,5.000000,1.047753,1.482508,0.500000,0.943430,1.052106,0.500000,0.992831,,5.000000,1.001659,1.014433,,,,,,,,,,1.011147,0.982382,,,0.651572,,,0.500000,1.158895,,1.031247
L2,2.125259,,0.898251,2.153671,0.958306,0.500000,0.500000,0.903300,1.017359,1.014426,0.964540,0.500000,1.035431,0.982819,,,,,,,,,,0.997380,0.746652,0.984779,,1.015028,0.994394,,1.007271,0.979068,,
L3,,5.000000,0.500000,5.000000,1.010619,,,,0.500000,1.010735,5.000000,5.000000,,,,,,,,,,,,1.011199,0.992157,5.000000,1.035498,,0.987890,5.000000,0.996372,0.772257,0.500000,
L4,0.500348,,,4.991044,0.500000,5.000000,0.676740,0.990678,0.974556,,4.701324,,0.500000,,,,,,,,,,,0.998649,0.961671,,,,0.500000,0.500000,,1.029334,3.986934,5.000000
L5,,,,0.969484,0.978288,,,0.956521,0.950994,0.974115,0.963029,1.003637,1.010301,0.953520,,,,,,,,,,0.985422,1.031014,1.024286,1.020047,0.988013,0.971737,,1.010321,0.951548,0.969005,1.023937
Mi1,,0.996615,1.028655,1.789977,1.026458,,,1.040578,1.022610,1.041159,3.328893,1.014333,1.048537,0.969710,0.994249,3.565710,1.991644,4.019976,1.034737,,,,,0.986961,0.974589,1.072267,0.976748,0.995895,0.975096,,0.992976,0.979742,1.040066,0.981074
Mi4,,,,,0.960376,1.044311,,1.043985,0.995583,1.004052,0.987596,1.013806,,0.996363,,0.999739,1.031637,1.009127,1.028356,,,,,1.015137,1.009600,0.994481,,1.006954,1.010448,0.956362,1.005067,0.977154,1.040339,1.016596
