,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,10.000000,,,2.282589,1.665392,1.240324,0.100000,,,,,,,,,,,,,,,,,,2.172984,,,,4.952252,4.312324,,,,4.313527,,,,,,,,,,,,,,,,,,,,,,
R7,,,2.461691,10.000000,,5.721398,,,0.100000,,0.209784,1.358671,,,,,,,,,,,,,,,,,,0.100000,0.100000,,,3.109788,0.991751,,,0.100000,0.960916,,1.016572,,0.100000,1.028289,1.788577,0.309280,10.000000,,,,,,,,,
R8,,10.000000,6.513106,10.000000,0.100000,5.075168,,0.100000,0.100000,,0.100000,2.057626,,,,,,,,,,,,,0.952939,,,,3.285162,0.100000,5.827237,0.103511,,,1.598679,,10.000000,0.100000,0.992605,,1.446819,10.000000,,,2.019779,1.928735,,5.423167,,1.950983,,,,,0.983240,
L1,0.100000,0.100000,2.690873,0.100000,0.100000,1.013089,0.100000,7.308132,4.204830,0.100000,3.798974,,,,,,0.100000,4.496598,,,,,,,1.042390,7.551018,0.557608,,4.464025,3.072976,,0.100000,,10.000000,,,,0.100000,0.977880,,,,0.100000,,,,,,,,,0.951333,,,,
L2,5.211648,,0.100000,0.100000,1.726807,0.336122,10.000000,0.100000,0.100000,0.513606,0.100000,0.100000,,,,,1.250962,0.723854,0.306971,,,,,,0.100000,10.000000,0.962147,,10.000000,1.469628,,,,7.055966,,7.623250,10.000000,,1.005049,,0.100000,,,,0.969462,,,,,,,1.041523,,,,
L3,,0.100000,0.100000,4.917610,2.489419,,,,0.211165,,0.100000,4.371757,,,,,0.653944,4.538989,0.100000,7.015277,,,,,0.100000,,,,8.982580,9.034587,0.100000,,4.305474,,0.998681,3.341817,,1.031458,0.361023,1.016502,0.125853,1.020323,0.100000,0.100000,0.996798,0.419038,0.100000,3.416178,,,,,1.044711,,1.624886,0.100000
L4,0.100000,,,4.184675,2.908402,3.166248,0.100000,0.100000,0.100000,,,1.408591,,,,,0.100000,4.836590,5.332805,0.100000,,,,,,0.100000,,,,3.059305,3.556846,0.100000,,,,7.437112,10.000000,,,,,,10.000000,,,,,,,,,0.100000,,,,
L5,,,,0.100000,0.100000,,,7.080294,3.911964,10.000000,1.930831,0.100000,,,,,0.100000,0.100000,0.100000,,,,,,1.024422,3.923389,6.225168,,4.634152,0.100000,0.248352,0.100000,,0.100000,1.032619,0.666112,8.662974,10.000000,0.145033,,0.285943,0.100000,0.100000,,0.988201,,,,1.005870,0.100000,1.034151,0.100000,,0.987204,,
Mi1,,0.100000,10.000000,0.159486,10.000000,,,0.432802,0.100000,0.100000,10.000000,0.100000,0.212304,0.100000,0.100000,1.008313,0.100000,0.153438,0.100000,,,,,,1.016297,0.100000,0.792095,0.100000,0.527279,2.497839,4.870113,0.100000,0.100000,,0.112996,8.075015,10.000000,3.405998,0.100000,,0.151995,0.279870,1.511207,,,0.997279,,1.097432,0.988213,0.100000,0.100000,0.431211,0.100000,1.006352,4.860820,1.958165
Tm3,,,,0.100000,0.100000,,,,0.960992,1.462321,1.585502,0.100000,0.566721,0.100000,0.100000,1.766820,,,0.773267,,,0.974059,,0.990946,,0.100000,1.173923,1.379678,0.423317,7.266252,0.925739,10.000000,,,0.145254,0.100000,2.633543,,,0.100000,,,0.100000,,,,0.100000,,1.035974,0.100000,0.100000,0.462152,,0.100000,,
Mi4,,,,,3.766959,0.100000,,0.100000,0.100000,9.242666,2.756547,2.234206,1.968400,2.044448,1.513615,10.000000,0.100000,0.100000,0.100000,3.672370,,,,,1.000520,,10.000000,,1.807370,9.172271,7.103904,0.100000,6.878107,,1.511167,,10.000000,,1.000265,2.050989,1.818422,,7.303532,1.019325,1.644270,0.100000,10.000000,10.000000,1.028192,,0.963071,1.549864,1.048792,2.101700,,
Mi9,,,,,,0.100000,10.000000,,0.100000,0.100000,4.929027,,0.969438,1.039152,1.001302,0.100000,2.419145,2.985901,0.215916,0.100000,,,,,,0.100000,0.100000,1.135297,1.637783,,3.591753,0.100000,1.043776,,1.009405,,1.443318,9.787992,,1.001113,1.000013,0.100000,3.654510,1.042799,1.032101,,0.999521,,1.009835,1.007753,,2.175899,1.044310,0.956776,3.209750,
T4a,,,,,,,,,,,,2.170010,0.142617,1.045914,1.007073,0.990490,,,,,1.014363,,,,,,,,,0.100000,,,,,,0.999530,,,,,,,0.100000,,,,,,,1.017706,,,,,0.100000,0.100000
T4b,,,,,,,,,1.908754,,1.645718,0.100000,1.049745,0.100000,,0.989984,,,,,,0.217944,,,,,,,,,,,,,,1.030639,,,,,,,2.046868,,,,,,1.017767,0.100000,0.967667,,,,,
T4c,,,,,,,,,,,,0.100000,,,0.963721,,,,,,,,0.962753,0.964561,,1.025025,,,,,,,,,,,,,,,,,,,,,,,,1.024477,0.955830,,0.960382,1.044274,,
