cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,0.962789,13.724658,3.000566,4.442265,-6.619778,-43.409412,10.000000,205.752060,200.355789,0.000000,13.650713,13.724658,33.177574,19.452916
1,R7,1.040776,16.398821,3.000566,10.000000,9.271415,-59.256660,10.000000,197.837952,186.881805,0.607392,16.342245,16.398821,29.503855,13.105034
2,R8,1.038013,-29.597298,3.000566,8.401998,7.167990,-57.397224,10.000000,199.466660,218.225159,0.010246,-29.269342,-29.597298,-20.926588,8.670710
3,L1,1.029097,-0.879646,3.000566,2.864853,1.021699,-50.990536,15.797645,222.189301,202.767410,0.994991,-0.820309,-0.879646,-95.417534,-94.537888
4,L2,1.004675,-63.391544,3.000566,2.490810,-4.181303,-46.200573,10.000000,222.684235,197.147644,0.954219,-61.751347,-63.391544,-341.284698,-277.893154
5,L3,0.952918,-43.855247,3.000566,0.781338,-0.484441,-49.265751,16.703188,218.557602,218.157944,0.614722,-43.437832,-43.855247,-68.147102,-24.291855
6,L4,0.977965,-1.024852,3.000566,2.797372,-1.019202,-49.398647,12.894512,217.564331,196.584854,1.000000,-1.019201,-1.024852,-50.679115,-49.654263
7,L5,0.961570,-75.778915,3.000566,3.477519,-0.800775,-49.547703,10.000000,206.233154,209.579559,0.431896,-74.164528,-75.778915,-98.133377,-22.354462
8,Mi1,0.955923,-17.169195,3.000566,1.324816,-5.901946,-44.255203,10.000000,202.871384,222.889008,0.864612,-16.868935,-17.169195,204.281158,221.450354
9,Tm3,1.025785,-37.107376,3.000566,0.759399,-5.980896,-44.271095,10.000000,206.360474,218.352295,0.572756,-35.550564,-37.107376,284.992920,322.100296
10,Mi4,1.044862,-0.548867,3.000566,1.451569,-2.614483,-47.080326,17.163265,189.619797,241.547958,1.000000,-2.614483,-0.548867,358.303650,358.852517
11,Mi9,1.020987,-19.078272,3.000566,4.166862,0.883561,-50.885307,19.255684,202.922791,203.455933,0.000000,-18.254284,-19.078272,-364.808167,-345.729895
12,T4a,2.000000,-12.003689,3.000566,0.571141,-11.081784,-38.429241,21.717703,208.904022,186.029556,0.000000,-11.597802,-12.003689,39.365807,51.369495
13,T4b,2.000000,-13.753410,3.000566,0.758556,-13.001099,-37.286053,18.840357,214.876053,193.858917,0.000000,-13.327063,-13.753410,37.440777,51.194187
14,T4c,1.851703,-2.042900,3.000566,0.100000,-1.301314,-48.642803,16.667877,200.288208,202.302048,0.000000,-1.722834,-2.042900,46.454529,48.497429
15,T4d,2.000000,-4.062253,3.000566,0.100000,-3.290328,-46.380978,19.356684,216.994934,197.382217,0.006155,-3.166546,-4.062253,-12.812725,-8.750472
16,Tm1,0.957068,-17.368225,3.000566,2.634089,3.853717,-53.843281,25.671267,201.482788,189.903641,0.713431,-15.390515,-17.368225,-322.034546,-304.666321
17,Tm2,0.955629,-75.158577,3.000566,2.152287,-3.952872,-46.164394,10.000000,213.254181,224.834564,0.808139,-35.089455,-75.158577,-2996.105713,-2920.947136
18,Tm4,1.004207,-79.714577,3.000566,2.396973,-4.815999,-45.401028,10.000000,208.313705,206.500534,0.574170,-59.076900,-79.714577,-1757.326172,-1677.611595
19,Tm9,1.003511,-52.786297,3.000566,2.601108,-10.067346,-40.418823,10.000000,210.666504,202.862015,0.000000,-51.955090,-52.786297,-520.088623,-467.302326
20,T5a,2.000000,1.685543,3.000566,1.242343,4.011672,-54.044994,13.275138,202.616180,200.176651,0.019449,2.306841,1.685543,-11.141204,-12.826747
21,T5b,2.000000,-0.846491,3.000566,0.650744,-4.083960,-45.687443,11.458263,214.240570,184.776733,0.000000,-0.689779,-0.846491,-0.644015,0.202476
22,T5c,2.000000,-6.596272,3.000566,0.395946,-4.785961,-45.202377,12.663420,214.626129,197.052887,0.076226,-6.045219,-6.596272,-17.791903,-11.195631
23,T5d,2.000000,-2.423551,3.000566,1.116572,-0.588842,-49.259388,10.432658,209.657898,200.928360,0.000000,-0.979609,-2.423551,-82.139664,-79.716113
24,T1,1.036233,11.590154,3.000566,4.865507,13.197125,-63.014328,17.518353,194.117310,189.264145,0.146645,11.606343,11.590154,-46.843117,-58.433270
25,T2,0.987812,6.356334,3.000566,4.796220,2.519675,-52.077236,10.000000,209.531677,231.079895,0.970783,4.201381,6.356334,473.328186,466.971852
26,T2a,1.028541,200.000000,3.000566,9.940713,8.720409,-58.866638,10.000000,207.973511,221.345901,0.079885,209.824615,208.998154,742.576721,533.578568
27,T3,0.954575,0.787814,3.000566,2.660520,1.139628,-51.194199,14.498250,193.041901,204.712784,0.994314,1.552705,0.787814,-10.350759,-11.138573
28,C2,1.015321,-59.882465,3.000566,3.560878,0.052350,-49.564701,25.410959,197.265274,192.003189,0.000000,-59.631462,-59.882465,94.651375,154.533840
29,C3,1.006859,-9.945762,3.000566,2.764368,-0.014339,-49.962418,10.000000,191.734421,214.711334,0.758932,-10.110130,-9.945762,68.812561,78.758323
30,Lawf1,0.950805,0.380342,3.000566,0.381515,-2.129259,-47.930843,11.034200,201.160599,211.970139,0.976935,-0.346488,0.380342,109.350578,108.970236
31,Lawf2,0.964224,12.298249,3.000566,3.648930,6.125074,-55.697620,23.172749,211.510086,181.080139,0.912296,12.374705,12.298249,70.874107,58.575858
32,Dm3v,1.030028,94.879120,3.000566,3.704124,5.839772,-56.217522,19.493725,195.778839,181.298401,0.078692,93.747818,94.879120,125.530556,30.651436
33,Lai,1.046052,-200.000000,3.000566,3.848146,7.357756,-56.952988,27.494513,201.584854,196.474823,0.000000,-297.359070,-299.365936,-514.808899,-215.442963
34,Mi10,0.968864,42.776615,3.000566,2.086024,-0.958882,-49.432869,10.000000,190.159348,218.228653,0.453133,40.247066,42.776615,365.479095,322.702480
35,Mi13,1.004935,38.280277,3.000566,8.077503,4.329696,-54.680130,10.000000,179.842834,211.058289,1.000000,4.329696,38.280277,1292.924927,1254.644650
36,Mi14,1.037540,14.847442,3.000566,4.754912,-6.502411,-43.492016,10.000000,194.765656,184.543045,0.296736,15.732800,14.847442,388.395142,373.547700
37,Mi15,1.028739,7.903563,3.000566,10.000000,7.870600,-57.405758,10.000000,176.116058,222.483047,1.000000,7.870600,7.903563,-11.317827,-19.221391
38,Mi2,0.965793,8.861315,3.000566,8.691423,6.539606,-56.246880,17.084030,197.706604,210.771408,0.514968,8.607562,8.861315,5.586073,-3.275242
39,Tm16,1.043690,2.348491,3.000566,2.603702,2.382027,-52.302399,10.000000,214.554672,182.562042,1.000000,2.382026,2.348491,-86.348579,-88.697070
40,Tm20,0.956152,-94.210037,3.000566,4.129023,-2.975247,-46.795704,20.878326,205.061874,204.269165,0.144726,-95.495010,-94.210037,-239.733521,-145.523483
41,Tm21,1.016257,62.802437,3.000566,6.081933,12.757848,-62.998463,16.241413,207.855484,196.182449,0.383396,64.972946,62.802437,-96.241905,-159.044342
42,Tm27,1.021093,-2.850339,3.000566,7.057482,-6.240383,-43.415146,17.599213,200.922043,198.827179,0.000000,-2.400104,-2.850339,392.207489,395.057828
43,Tm5a,0.997947,0.761503,3.000566,2.484619,0.582233,-50.115486,11.426432,215.250031,194.996948,1.000000,0.582233,0.761503,24.085836,23.324333
44,Tm5b,0.971516,22.802120,3.000566,5.639152,1.024680,-51.066120,10.000000,194.042145,203.729202,0.520540,20.908865,22.802120,218.076233,195.274113
45,Tm5c,0.985745,-42.861942,3.000566,2.556138,-16.605614,-33.386147,11.971122,213.428009,191.134506,0.479606,-43.530422,-42.861942,70.869476,113.731419
46,Tm5f,1.020085,10.783343,3.000566,4.323505,2.004085,-51.993492,13.808283,211.945877,216.094772,0.961785,9.121154,10.783343,144.906433,134.123090
47,TmY10,0.960725,4.034941,3.000566,7.337117,7.206378,-57.574707,15.884273,202.354996,224.197357,0.589738,4.194795,4.034941,-191.523163,-195.558104
48,TmY11,1.023775,-113.502548,3.000566,9.897768,0.739230,-50.334522,10.000000,200.947479,232.734406,0.062906,-128.006714,-113.502548,32.845257,146.347805
49,TmY14,0.955779,42.951153,3.000566,9.147378,12.428878,-62.480064,10.000000,235.981339,178.949722,0.720896,47.655746,42.951153,-70.131340,-113.082493
50,TmY15,1.002232,158.232697,3.000566,0.856178,-24.047363,-25.827477,19.755505,183.623245,212.814301,0.000000,153.278427,158.232697,422.017456,263.784760
