cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.014501,17.613804,1.211818,0.346008,-2.009742,-47.512779,23.914995,204.359238,0.000000,17.700239,17.613804,32.095421,14.481617
1,R7,0.983405,24.370518,1.211818,2.565668,5.587285,-55.193474,10.000000,204.694168,0.000000,24.290813,24.370518,39.603008,15.232491
2,R8,0.965179,2.893145,1.211818,2.307801,-9.946674,-40.260750,21.433594,194.491989,0.000000,2.877015,2.893145,17.178810,14.285665
3,L1,2.000000,-11.520370,1.211818,2.842429,-8.202630,-42.041042,10.207167,190.056656,0.727501,-10.984952,-11.520370,-19.903963,-8.383594
4,L2,2.000000,-19.316669,1.211818,6.484900,-16.546083,-33.609467,10.554962,188.186371,0.965096,-17.255901,-19.316669,-41.107689,-21.791019
5,L3,2.000000,-16.965879,1.211818,2.683623,-25.023005,-25.154013,10.000000,190.265533,0.000000,-13.372467,-16.965879,-26.404276,-9.438396
6,L4,1.455804,-3.437654,1.211818,3.266303,-11.952393,-38.253937,11.789405,208.736328,0.533174,-2.532677,-3.437654,-15.674642,-12.236988
7,L5,2.000000,-9.350093,1.211818,1.651673,-11.656846,-37.956791,10.000000,191.868881,1.000000,-11.656845,-9.350093,2.338310,11.688403
8,Mi1,2.000000,-20.414162,1.211818,4.724987,-20.707769,-29.167299,10.000000,207.352585,0.000000,-22.569601,-20.414162,-7.362441,13.051721
9,Tm3,1.921080,-30.225815,1.211818,4.726715,-19.425470,-30.388725,10.000000,199.553329,0.000000,-31.649008,-30.225815,-8.848950,21.376864
10,Mi4,2.000000,-15.928411,1.211818,3.276966,-16.452084,-33.731487,10.000000,191.721207,0.000000,-18.283413,-15.928411,-1.799054,14.129358
11,Mi9,2.000000,-22.367123,1.211818,5.331019,-15.321764,-34.185318,10.000000,196.691299,0.000000,-19.018593,-22.367123,-40.264572,-17.897449
12,T4a,1.942593,3.483026,1.211818,8.174193,1.474526,-51.461563,27.887644,204.236511,0.000000,1.805116,3.483026,31.957670,28.474644
13,T4b,1.998727,-24.605921,1.211818,1.637358,-24.179628,-26.160976,40.387505,206.166687,0.000000,-25.820927,-24.605921,4.431182,29.037103
14,T4c,1.453076,-3.110785,1.211818,3.149631,-3.304454,-46.431610,39.799629,201.721588,0.000000,-4.050276,-3.110785,18.169504,21.280290
15,T4d,1.552368,-10.080040,1.211818,7.679729,-10.548778,-39.437309,41.044044,197.655411,0.000000,-11.063553,-10.080040,12.403888,22.483928
16,Tm1,2.000000,17.985510,1.211818,2.030489,-4.876329,-45.324463,10.000000,193.512283,0.000000,19.485722,17.985510,-1.195538,-19.181048
17,Tm2,2.000000,14.009009,1.211818,4.610725,-2.897895,-47.507660,10.000000,197.428970,0.000000,14.357164,14.009009,1.654087,-12.354922
18,Tm4,1.219247,12.700531,1.211818,1.014610,-1.233412,-48.831749,10.000000,206.038437,0.000000,13.527259,12.700531,-0.415392,-13.115923
19,Tm9,2.000000,17.485231,1.211818,9.578174,8.149215,-58.151608,23.532381,203.624069,0.000000,20.098648,17.485231,-0.406005,-17.891236
20,T5a,1.007503,200.000000,1.211818,4.481629,-17.637714,-32.340126,20.796289,201.034302,0.000000,425.559906,427.308533,323.844177,-103.464355
21,T5b,1.043588,200.000000,1.211818,8.287107,-6.644356,-43.752773,23.632309,206.752487,0.000000,303.284088,302.096863,226.076752,-76.020111
22,T5c,1.024787,200.000000,1.211818,7.232607,-5.041862,-45.058956,13.349158,197.009918,0.000000,280.196777,279.410126,210.094437,-69.315689
23,T5d,0.999462,96.868698,1.211818,5.629325,3.872071,-54.277431,10.000000,204.096191,0.000000,97.426491,96.868698,73.103920,-23.764778
24,T1,0.975363,-52.383030,1.211818,5.651255,3.993267,-54.187542,20.907003,209.983902,0.000000,-43.618401,-52.383030,-163.879425,-111.496395
25,T2,1.021726,200.000000,1.211818,5.811386,-10.888534,-38.626839,10.000000,191.679718,0.000000,359.949066,401.919159,441.360840,39.441681
26,T2a,1.042783,13.806055,1.211818,8.314474,-20.277349,-29.752668,10.000000,201.465012,0.000000,8.295975,13.806055,59.565151,45.759096
27,T3,1.009401,95.266296,1.211818,4.610406,-11.327997,-38.228195,10.000000,196.358871,0.000000,88.834900,95.266296,139.264420,43.998123
28,C2,0.963744,-30.364220,1.211818,2.786161,0.079719,-49.967747,12.158788,205.947205,0.000000,-30.568398,-30.364220,-20.726770,9.637449
29,C3,1.021778,36.931042,1.211818,2.444289,-4.631390,-45.857815,10.000000,206.796982,0.000000,33.000473,36.931042,68.800034,31.868992
30,Lawf1,0.981715,-7.274266,1.211818,7.543395,-27.240665,-22.837770,10.000000,206.401794,0.000000,-0.254086,-7.274266,-23.551313,-16.277048
31,Lawf2,1.009711,95.799286,1.211818,2.380449,-3.875329,-46.450890,10.000000,208.358307,0.000000,82.700920,95.799286,113.297974,17.498688
32,Dm3v,1.010918,99.547272,1.211818,2.728299,-5.701324,-44.538914,41.046143,194.441391,0.000000,99.645660,99.547272,78.389122,-21.158150
33,Lai,1.011842,96.888657,1.211818,1.880144,-2.861256,-47.110622,15.999552,194.524734,0.000000,83.274971,96.888657,117.376953,20.488297
34,Mi10,1.006884,-3.241083,1.211818,0.956995,-4.847734,-44.870567,11.141169,206.886444,0.000000,-3.625772,-3.241083,1.245698,4.486782
35,Mi13,1.046356,-55.882862,1.211818,6.096976,0.505259,-50.066032,10.000000,203.494003,0.000000,-40.199707,-55.882862,-73.410492,-17.527630
36,Mi14,1.040249,-2.603568,1.211818,8.463079,-4.576177,-45.751305,14.953307,199.971283,0.000000,-3.307312,-2.603568,44.022961,46.626529
37,Mi15,1.035372,-24.236416,1.211818,9.068875,-4.146566,-45.540318,10.000000,201.083603,0.000000,-26.277918,-24.236416,-15.097194,9.139222
38,Mi2,1.033623,-18.706934,1.211818,7.045859,1.345832,-50.960171,24.400642,206.270966,0.000000,-18.577921,-18.706934,-17.254000,1.452934
39,Tm16,0.982091,-49.630684,1.211818,7.238148,0.846030,-50.767048,10.000000,200.609161,0.000000,-41.272808,-49.630684,-99.326759,-49.696075
40,Tm20,0.969961,4.982388,1.211818,8.140609,-22.140337,-27.860546,10.000000,204.152908,0.000000,1.310873,4.982388,34.908974,29.926585
41,Tm21,1.018629,1.816097,1.211818,5.507183,-3.890823,-45.795803,11.214645,192.185120,0.000000,-12.506701,1.816097,29.965923,28.149826
42,Tm27,1.048906,10.083867,1.211818,2.600883,-8.265749,-41.483585,10.000000,199.587692,0.000000,4.755052,10.083867,58.423042,48.339175
43,Tm5a,0.979413,74.732849,1.211818,7.977135,14.849259,-65.237343,12.916866,197.268936,0.000000,61.778996,74.732849,207.316910,132.584061
44,Tm5b,1.013420,78.285713,1.211818,9.492589,17.465302,-67.572807,11.024556,204.818314,0.000000,62.711796,78.285713,478.946899,400.661186
45,Tm5c,0.965361,35.867474,1.211818,9.036007,11.079943,-60.924404,18.901070,203.167358,0.000000,36.843697,35.867474,31.486883,-4.380590
46,Tm5f,1.025521,106.928009,1.211818,10.000000,25.521128,-75.893608,10.774957,200.296677,0.000000,96.200836,106.928009,197.162674,90.234665
47,TmY10,1.049954,2.491302,1.211818,2.175312,-3.880355,-45.840195,19.313782,200.561462,0.000000,3.216374,2.491302,0.201767,-2.289535
48,TmY11,1.019441,-59.547882,1.211818,0.774175,-5.357758,-45.073460,10.000000,204.041687,0.000000,-74.387527,-59.547882,-19.516674,40.031208
