cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.046751,19.540070,0.993044,1.006140,-0.412946,-50.000000,-50.000000,0.977138,350.053955,10.000000,190.895477,0.000000,19.477060,19.540070,21.445000,1.904930
1,R7,1.002563,17.867123,0.993044,0.955577,-0.378516,-50.000000,-50.000000,1.031384,349.770935,10.000000,190.895477,0.000000,17.816704,17.867123,19.720335,1.853212
2,R8,0.964242,19.235086,0.993044,0.965666,-0.214086,-50.000000,-50.000000,0.958003,349.111023,10.000000,190.895477,0.000000,19.175663,19.235086,21.061241,1.826155
3,L1,1.009000,-12.228886,0.993044,0.958883,-0.050904,-50.000000,-50.000000,1.045750,352.187592,10.000000,190.895477,-0.024294,-12.118663,-12.228886,-12.686906,-0.458020
4,L2,0.983687,-22.067198,0.993044,0.952145,-0.374868,-50.000000,-50.000000,0.957853,350.195007,10.000000,190.895477,-0.004788,-21.911715,-22.067198,-22.646351,-0.579153
5,L3,0.961437,-8.182090,0.993044,1.021231,0.059203,-50.000000,-50.000000,1.016421,348.014374,10.000000,190.895477,0.000000,-8.120706,-8.182090,-8.436330,-0.254240
6,L4,1.012118,0.407748,0.993044,0.996783,0.216519,-50.000000,-50.000000,1.030209,349.344330,10.000000,190.895477,0.002385,0.417309,0.407748,0.389567,-0.018181
7,L5,1.015197,-1.606797,0.993044,0.957095,0.458955,-50.000000,-50.000000,1.024488,350.258209,10.000000,190.895477,-0.048087,-1.605385,-1.606797,-1.593512,0.013284
8,Mi1,1.013459,-3.084604,0.993044,0.972675,-0.040991,-50.000000,-50.000000,1.004032,349.674774,10.000000,190.895477,0.000000,-3.113636,-3.084604,-3.031617,0.052987
9,Tm3,0.981652,2.636865,0.993044,0.966613,0.230802,-50.000000,-50.000000,1.004443,351.606262,10.000000,190.895477,0.000000,2.598036,2.636865,2.704410,0.067544
10,Mi4,0.962899,1.491306,0.993044,1.031077,0.091280,-50.000000,-50.000000,1.040538,349.199463,10.000000,190.895477,0.000000,1.496941,1.491306,1.448589,-0.042716
