cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
11,Mi9,0.994754,2.629400,0.993044,0.976447,0.230859,-50.000000,-50.000000,0.962392,349.995819,10.000000,190.895477,0.000000,2.647002,2.629400,2.587201,-0.042200
12,T4a,1.011546,2.559266,0.993044,1.043794,0.096626,-50.000000,-50.000000,0.987252,350.888306,10.000000,190.895477,0.000000,2.549622,2.559266,2.570359,0.011092
13,T4b,1.044005,2.025655,0.993044,0.990496,0.029655,-50.000000,-50.000000,0.968947,348.656647,10.000000,190.895477,0.000000,2.017608,2.025655,2.035374,0.009719
14,T4c,1.048830,2.701483,0.993044,1.033926,0.376917,-50.000000,-50.000000,1.012461,351.209808,10.000000,190.895477,0.000000,2.692225,2.701483,2.711855,0.010372
15,T4d,0.986911,1.803789,0.993044,0.950741,-0.290241,-50.000000,-50.000000,0.982781,351.036255,10.000000,190.895477,0.000000,1.795454,1.803789,1.813050,0.009261
16,Tm1,0.967272,2.554186,0.993044,1.027465,-0.178769,-50.000000,-50.000000,0.973612,348.901611,10.000000,190.895477,0.000000,2.658707,2.554186,2.363302,-0.190884
17,Tm2,0.982141,4.492696,0.993044,1.026391,-0.272164,-50.000000,-50.000000,0.971342,352.443726,10.000000,190.895477,0.000000,4.565969,4.492696,4.344916,-0.147779
18,Tm4,1.032635,2.262899,0.993044,1.049977,0.338906,-50.000000,-50.000000,0.966258,347.825317,10.000000,190.895477,0.000000,2.314743,2.262899,2.165901,-0.096997
19,Tm9,0.963499,-0.071942,0.993044,0.983182,-0.364609,-50.000000,-50.000000,0.954302,349.056824,10.000000,190.895477,0.000000,-0.065730,-0.071942,-0.083562,-0.011620
20,T5a,0.995035,4.811282,0.993044,1.015116,0.427567,-50.000000,-50.000000,0.995857,351.049988,10.000000,190.895477,0.000000,4.805369,4.811282,4.804386,-0.006896
21,T5b,1.014556,3.330344,0.993044,1.024472,-0.477750,-50.000000,-50.000000,0.967465,348.761841,10.000000,190.895477,0.000000,3.324531,3.330344,3.325433,-0.004911
22,T5c,0.999129,3.996907,0.993044,1.008820,-0.351971,-50.000000,-50.000000,1.021803,348.458130,10.000000,190.895477,0.000000,3.990486,3.996907,3.990971,-0.005936
23,T5d,0.956419,3.201346,0.993044,1.011026,-0.364434,-50.000000,-50.000000,0.977533,352.466034,10.000000,190.895477,0.000000,3.197037,3.201346,3.195313,-0.006033
24,T1,1.008340,-0.897454,0.993044,0.955464,0.381401,-50.000000,-50.000000,1.011684,349.830719,10.000000,190.895477,0.000000,-0.815414,-0.897454,-1.045708,-0.148255
25,T2,0.953272,7.312716,0.993044,0.975454,-0.151425,-50.000000,-50.000000,0.956759,348.453033,10.000000,190.895477,0.000000,7.292525,7.312716,7.318319,0.005602
26,T2a,0.996908,5.820745,0.993044,0.977241,-0.185044,-50.000000,-50.000000,0.984783,349.295837,10.000000,190.895477,0.000000,5.813033,5.820745,5.814169,-0.006576
27,T3,0.999370,7.735119,0.993044,1.024815,-0.192797,-50.000000,-50.000000,0.992722,351.942963,10.000000,190.895477,0.000000,7.719890,7.735119,7.733988,-0.001131
28,C2,1.030139,1.062361,0.993044,1.018455,0.418312,-50.000000,-50.000000,0.995761,349.195923,10.000000,190.895477,0.000000,1.043172,1.062361,1.098755,0.036394
29,C3,0.989528,-0.083702,0.993044,0.978701,0.340045,-50.000000,-50.000000,0.962999,351.011627,10.000000,190.895477,0.000000,-0.110288,-0.083702,-0.027414,0.056288
30,Lawf1,0.959738,7.859745,0.993044,1.042759,0.359982,-50.000000,-50.000000,0.962671,351.850311,10.000000,190.895477,0.000000,7.842510,7.859745,7.869276,0.009531
31,Lawf2,1.043504,1.794579,0.993044,0.993653,0.285860,-50.000000,-50.000000,0.958877,350.451233,10.000000,190.895477,0.000000,1.793059,1.794579,1.790257,-0.004322
32,Dm3v,1.034529,2.541728,0.993044,0.973753,-0.172451,-50.000000,-50.000000,0.959866,349.621857,10.000000,190.895477,0.000000,2.541903,2.541728,2.530657,-0.011071
33,Lai,0.974483,-21.048006,0.993044,1.000483,-0.341339,-50.000000,-50.000000,1.009247,350.292511,10.000000,190.895477,0.000000,-20.867989,-21.048006,-21.857319,-0.809313
34,Mi10,1.046443,-1.373482,0.993044,1.037486,0.439411,-50.000000,-50.000000,0.997499,349.922150,10.000000,190.895477,0.000000,-1.367392,-1.373482,-1.375689,-0.002207
35,Mi13,0.954968,0.580822,0.993044,1.005528,0.360632,-50.000000,-50.000000,1.040018,349.152222,10.000000,190.895477,0.000000,0.583044,0.580822,0.577182,-0.003640
36,Mi14,1.019944,4.918046,0.993044,1.028016,0.158612,-50.000000,-50.000000,1.021300,347.656281,10.000000,190.895477,0.000000,4.904663,4.918046,4.922427,0.004382
37,Mi15,0.976239,-1.625945,0.993044,1.027052,0.405571,-50.000000,-50.000000,0.997753,348.749756,10.000000,190.895477,0.000000,-1.613426,-1.625945,-1.670301,-0.044355
38,Mi2,1.020522,2.260002,0.993044,1.036347,0.054348,-50.000000,-50.000000,0.970045,349.247955,10.000000,190.895477,0.000000,2.257226,2.260002,2.257838,-0.002165
39,Tm16,0.958214,-5.087081,0.993044,0.964710,0.102948,-50.000000,-50.000000,0.989776,347.626984,10.000000,190.895477,0.000000,-5.069653,-5.087081,-5.093886,-0.006805
40,Tm20,1.038378,0.403747,0.993044,1.019400,-0.264855,-50.000000,-50.000000,0.972228,351.093964,10.000000,190.895477,0.000000,0.424892,0.403747,0.338118,-0.065629
41,Tm21,0.952047,3.894829,0.993044,0.971540,0.182957,-50.000000,-50.000000,0.976036,349.246429,10.000000,190.895477,0.000000,3.891630,3.894829,3.887400,-0.007428
42,Tm27,1.002470,1.655843,0.993044,0.979837,-0.230890,-50.000000,-50.000000,0.956282,350.589264,10.000000,190.895477,0.000000,1.648900,1.655843,1.663792,0.007949
43,Tm5a,1.018361,-0.875129,0.993044,1.034364,0.430348,-50.000000,-50.000000,0.967246,351.503296,10.000000,190.895477,0.000000,-0.865333,-0.875129,-0.932420,-0.057291
44,Tm5b,0.960510,-1.481557,0.993044,0.967989,0.304946,-50.000000,-50.000000,0.975686,350.506317,10.000000,190.895477,0.000000,-1.470631,-1.481557,-1.517764,-0.036207
45,Tm5c,0.961982,1.571149,0.993044,0.994079,0.256803,-50.000000,-50.000000,1.043574,350.749664,10.000000,190.895477,0.000000,1.578404,1.571149,1.523193,-0.047956
46,Tm5f,1.031747,1.839753,0.993044,0.973572,0.149996,-50.000000,-50.000000,0.977502,352.489624,10.000000,190.895477,0.000000,1.835834,1.839753,1.839818,0.000066
47,TmY10,0.956506,-0.213380,0.993044,0.976573,0.216447,-50.000000,-50.000000,1.028439,349.658234,10.000000,190.895477,0.000000,-0.208484,-0.213380,-0.219717,-0.006337
48,TmY11,0.962289,-9.639517,0.993044,1.002054,0.472875,-50.000000,-50.000000,0.972445,347.724365,10.000000,190.895477,0.000000,-9.608671,-9.639517,-9.647614,-0.008098
49,TmY14,0.966568,11.131978,0.993044,1.026672,-0.133188,-50.000000,-50.000000,1.010831,351.287323,10.000000,190.895477,0.000000,11.105438,11.131978,11.139199,0.007221
50,TmY15,1.003290,12.370378,0.993044,0.954174,0.002763,-50.000000,-50.000000,1.007168,349.161072,10.000000,190.895477,0.000000,12.337075,12.370378,12.383081,0.012704
51,TmY3,1.011653,6.541121,0.993044,0.956915,0.468411,-50.000000,-50.000000,1.035895,350.019257,10.000000,190.895477,0.000000,6.532590,6.541121,6.537269,-0.003853
52,TmY4,0.988102,1.767406,0.993044,0.990534,0.188605,-50.000000,-50.000000,1.040784,347.803009,10.000000,190.895477,0.000000,1.768486,1.767406,1.760476,-0.006930
53,TmY5a,0.975734,6.009492,0.993044,0.953541,-0.147638,-50.000000,-50.000000,0.999863,347.556946,10.000000,190.895477,0.000000,5.989309,6.009492,6.019012,0.009521
54,TmY9q,0.952035,3.428947,0.993044,0.992147,0.423226,-50.000000,-50.000000,0.986061,350.193878,10.000000,190.895477,0.000000,3.426079,3.428947,3.422658,-0.006289
55,TmY9q__perp,1.007843,3.238973,0.993044,1.044092,-0.006745,-50.000000,-50.000000,0.986811,349.714905,10.000000,190.895477,0.000000,3.235616,3.238973,3.232903,-0.006071
