idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,2.675049,-19.879531,1.018032,0.202143,18.795104,198.118314,0.000000,0.000000
1,R7,1.000000,4.756458,-20.000000,0.972342,0.261493,16.222842,194.307085,0.000000,0.000000
2,R8,1.000000,2.400492,-19.742394,0.962246,-0.275311,21.549829,190.348218,0.000000,0.000000
3,L1,1.000000,8.477034,1.169181,2.640679,3.101157,18.059670,215.047955,0.000000,0.600000
4,L2,1.000000,4.541459,5.184601,0.603063,1.173840,32.707632,220.985272,0.000000,0.600000
5,L3,1.000000,2.021308,3.554364,0.309482,-2.070083,17.627724,207.741669,0.000000,0.000000
6,L4,1.000000,8.161337,0.255353,0.227340,0.912185,61.365630,228.677930,0.000000,1.000000
7,L5,1.000000,3.787739,0.001948,0.384727,-0.154350,16.645037,178.217993,0.000000,1.000000
8,Mi1,1.000000,6.589040,3.701202,0.578398,-4.046668,18.550374,191.455428,0.000000,0.000000
9,Tm3,1.000000,3.823678,-0.097659,0.322590,-1.253706,17.904699,193.139461,0.000000,0.000000
10,Mi4,1.000000,3.639149,2.057513,0.444383,-1.360003,53.688907,207.807868,0.000000,0.000000
11,Mi9,1.000000,6.372390,3.006678,0.502916,2.125034,35.491239,197.030031,0.000000,0.000000
12,T4a,1.000000,0.100000,-0.816636,1.019730,-0.283319,48.114690,199.128963,0.000000,0.000000
13,T4b,1.000000,1.144511,-0.463934,0.961490,-0.291732,46.205591,209.346308,0.000000,0.000000
14,T4c,1.000000,0.151614,-0.782155,0.956407,0.169982,50.532157,200.629582,0.000000,0.000000
15,T4d,1.000000,6.252180,1.065947,0.992324,-0.035915,68.949544,202.867047,0.000000,0.000000
16,Tm1,1.000000,1.699328,-3.729947,0.338380,2.412323,22.408301,209.447925,0.000000,0.000000
17,Tm2,1.000000,1.888604,-0.945066,0.417862,2.605917,32.658072,204.554458,0.000000,0.000000
18,Tm4,1.000000,9.918823,-0.651982,0.330003,1.596872,10.739524,203.398049,0.000000,0.000000
19,Tm9,1.000000,1.283226,10.546799,0.247375,1.928756,60.586180,208.063873,0.000000,0.000000
20,T5a,1.000000,2.350427,-1.092813,1.025366,0.191576,39.150663,190.907971,0.000000,0.000000
