idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
21,T5b,1.000000,10.000000,-1.421712,1.003377,-0.176998,68.508708,191.716530,0.000000,0.000000
22,T5c,1.000000,10.000000,8.845455,0.962383,0.127429,41.973641,202.467483,0.000000,0.000000
23,T5d,1.000000,9.065421,0.943190,0.989016,-0.038347,86.698604,198.535695,0.000000,0.000000
24,T1,1.000000,10.000000,1.944775,1.035448,0.035637,65.617286,190.457447,0.000000,0.000000
25,T2,1.000000,10.000000,-0.890744,1.021198,0.024034,63.817186,196.573673,0.000000,0.000000
26,T2a,1.000000,0.100000,-0.990883,1.049176,0.100422,51.860973,207.525871,0.000000,0.000000
27,T3,1.000000,1.338076,0.945236,0.996240,0.060340,58.578066,195.759394,0.000000,0.000000
28,C2,1.000000,5.922595,3.639988,1.043165,-0.239956,35.566088,194.044772,0.000000,0.000000
29,C3,1.000000,4.122289,0.212437,0.979772,0.053093,13.705422,190.888279,0.000000,0.000000
30,Lawf1,1.000000,3.826824,0.592963,1.025754,0.330068,56.631717,191.188193,0.000000,0.000000
31,Lawf2,1.000000,7.903668,2.463931,1.038113,-0.208189,36.399793,190.683703,0.000000,0.000000
32,Dm3v,1.000000,3.274286,-0.152285,0.966612,0.009474,73.261459,194.967989,0.000000,0.000000
33,Lai,1.000000,7.282394,-0.004411,0.971595,0.195927,29.208371,197.453323,0.000000,0.000000
34,Mi10,1.000000,0.100000,-1.382307,0.992713,0.084664,49.002090,192.376475,0.000000,0.000000
35,Mi13,1.000000,0.277074,-0.970632,0.972870,0.186934,49.656564,194.923374,0.000000,0.000000
36,Mi14,1.000000,4.730166,-0.024864,0.993874,0.282693,10.000000,190.613344,0.000000,0.000000
37,Mi15,1.000000,10.000000,7.172366,0.979685,0.083613,40.886470,207.017662,0.000000,0.000000
38,Mi2,1.000000,9.699738,-1.622321,1.021907,-0.467196,26.180136,209.442828,0.000000,0.000000
39,Tm16,1.000000,0.992028,-0.009128,1.025503,0.193538,48.201031,203.905959,0.000000,0.000000
40,Tm20,1.000000,8.950771,0.447677,0.994736,0.201019,29.361319,198.478671,0.000000,0.000000
41,Tm21,1.000000,7.849701,1.349052,1.023627,0.333261,23.630466,192.674196,0.000000,0.000000
42,Tm27,1.000000,4.325592,-0.882708,0.994941,-0.034285,57.873323,201.928511,0.000000,0.000000
43,Tm5a,1.000000,0.763481,-1.209145,1.025484,-0.079313,51.495849,203.099312,0.000000,0.000000
44,Tm5b,1.000000,0.100000,-1.151529,1.028762,-0.062616,46.977770,190.236432,0.000000,0.000000
45,Tm5c,1.000000,0.100000,-0.705404,1.043271,0.100018,48.928622,199.097355,0.000000,0.000000
46,Tm5f,1.000000,0.726981,-1.590233,1.028791,0.210793,50.666301,197.333180,0.000000,0.000000
47,TmY10,1.000000,4.532248,2.774714,1.002957,0.270154,17.122405,196.766338,0.000000,0.000000
48,TmY11,1.000000,0.977032,-0.089483,1.017260,-0.358797,49.909263,209.639095,0.000000,0.000000
49,TmY14,1.000000,10.000000,-0.044933,0.984835,0.460984,36.540865,195.035532,0.000000,0.000000
50,TmY15,1.000000,9.552972,-0.142830,0.956350,0.079433,52.878380,198.853462,0.000000,0.000000
51,TmY3,1.000000,7.862991,3.994127,1.016599,-0.480468,59.085838,204.897113,0.000000,0.000000
52,TmY4,1.000000,10.000000,-2.740644,0.988572,-0.260003,31.945651,195.552967,0.000000,0.000000
53,TmY5a,1.000000,10.000000,-0.375422,0.980077,0.321614,15.740060,195.509854,0.000000,0.000000
54,TmY9q,1.000000,0.419915,0.283786,1.037761,0.385929,46.001956,205.147261,0.000000,0.000000
55,TmY9q__perp,1.000000,0.400843,-0.820232,0.962973,0.214438,49.722917,196.569989,0.000000,0.000000
