cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
36,Mi14,1.036151,200.000000,2.524991,3.411263,-4.312465,-100.000000,10.000000,199.721756,0.000000,-100.000000,0.988828,348.711639,134.431580,135.751892,136.385147,0.633255,231.812592,233.118149,233.744339,0.626190,231.812592,231.835175,231.960037,0.124863
37,Mi15,1.034381,69.328171,2.524991,0.624237,-0.616601,-99.992218,10.000000,207.571075,0.000000,-100.000000,0.954097,351.054199,-27.356449,-27.682655,-27.800598,-0.117943,69.333015,69.042084,68.963806,-0.078278,69.333015,69.328178,69.299904,-0.028275
38,Mi2,0.972859,65.655762,2.524991,2.613695,-21.704937,-99.866005,10.000000,205.496689,0.000000,-100.000000,1.039213,349.575989,-38.856026,-38.582829,-38.252991,0.329838,65.648056,66.107269,66.713570,0.606300,65.648056,65.655777,65.709373,0.053596
39,Tm16,1.022747,13.317953,2.524991,4.970564,-0.723896,-99.962494,10.000000,190.664139,0.000000,-100.000000,0.995543,348.765350,-110.382477,-112.647804,-115.444672,-2.796867,13.323046,13.042674,12.837770,-0.204904,13.323046,13.317951,13.291533,-0.026419
40,Tm20,0.964991,23.011274,2.524991,4.003632,-11.333141,-99.883179,45.207344,203.978867,0.000000,-100.000000,0.961114,347.765442,-90.912895,-90.971603,-92.973099,-2.001495,23.010473,23.070255,22.565840,-0.504416,23.010473,23.011274,23.006351,-0.004923
41,Tm21,0.987638,200.000000,2.524991,3.708091,-13.527390,-99.898010,10.000000,204.826202,0.000000,-100.000000,1.013867,350.685242,328.331177,371.442413,475.523895,104.081482,434.270905,477.979950,583.504761,105.524811,434.270905,434.957123,441.408875,6.451752
42,Tm27,1.035447,189.811325,2.524991,1.261348,-4.567887,-99.997429,10.000000,198.301437,0.000000,-100.000000,0.974036,350.334076,94.615578,97.374771,102.828888,5.454117,189.765915,192.496490,197.836670,5.340179,189.765915,189.811325,190.158737,0.347412
43,Tm5a,0.996120,163.189255,2.524991,7.406485,30.586954,-100.000000,10.000000,208.736725,0.000000,-100.000000,1.033891,351.106049,51.510586,57.509041,68.397057,10.888016,163.083969,169.697433,181.753693,12.056259,163.083969,163.189301,164.064682,0.875381
44,Tm5b,0.995289,74.129944,2.524991,9.689501,22.050039,-100.000000,12.836092,191.020752,0.000000,-100.000000,1.016499,348.968872,-55.048740,-54.797039,-54.476418,0.320621,74.117790,74.895706,76.373802,1.478096,74.117790,74.129936,74.234741,0.104805
45,Tm5c,1.028940,120.724106,2.524991,4.761006,-1.080703,-100.000000,10.000000,206.379883,0.000000,-100.000000,1.006996,350.781433,19.878561,20.289791,20.703875,0.414083,120.717285,121.131386,121.548378,0.416992,120.717285,120.724106,120.768066,0.043961
46,Tm5f,0.983953,200.000000,2.524991,9.998646,17.330261,-99.985016,10.000000,208.234772,0.000000,-100.000000,0.989370,349.068604,205.524277,212.126572,223.208588,11.082016,302.276703,308.808777,319.773010,10.964233,302.276703,302.382385,303.221283,0.838898
47,TmY10,0.981404,135.969681,2.524991,1.190339,-12.508016,-99.944916,10.000000,193.121063,0.000000,-100.000000,1.027965,350.031372,32.233486,34.530628,38.111813,3.581184,135.931381,138.292770,142.084854,3.792084,135.931381,135.969681,136.266922,0.297241
48,TmY11,1.041225,63.324085,2.524991,6.058712,-3.189903,-99.927391,10.000000,209.619385,0.000000,-100.000000,0.967549,350.253967,-34.545231,-34.938782,-35.157047,-0.218266,63.330727,62.949944,62.738750,-0.211193,63.330727,63.324085,63.288551,-0.035534
49,TmY14,1.024446,200.000000,2.524991,0.804567,-5.538690,-99.989296,48.008095,203.408829,0.000000,-100.000000,0.963980,351.674438,154.052002,161.031357,187.853683,26.822327,444.655670,454.434113,486.438416,32.004303,444.655670,444.801147,446.491760,1.690613
50,TmY15,1.017248,181.442688,2.524991,6.608551,-29.569117,-99.890640,17.879318,207.268021,0.000000,-100.000000,0.998195,347.664001,81.764137,82.108315,81.850060,-0.258255,181.436111,181.779663,182.115585,0.335922,181.436111,181.442688,181.474869,0.032181
51,TmY3,1.028498,200.000000,2.524991,10.000000,13.295781,-99.937096,10.000000,207.659836,0.000000,-100.000000,1.042321,347.893677,175.933762,173.517502,172.935242,-0.582260,290.555145,288.559875,288.305725,-0.254150,290.555145,290.521545,290.311737,-0.209808
52,TmY4,0.983863,128.180283,2.524991,0.844468,-5.064907,-99.986511,32.702827,197.099167,0.000000,-100.000000,1.048500,348.045654,21.575336,21.624378,21.572741,-0.051638,128.176819,128.401749,128.942719,0.540970,128.176819,128.180283,128.213562,0.033279
53,TmY5a,0.964500,200.000000,2.524991,0.515816,-19.516758,-99.895935,10.000000,190.039383,0.000000,-100.000000,1.004554,349.849579,322.138855,345.916809,386.173950,40.257141,424.742462,448.631134,489.076019,40.444885,424.742462,425.129761,428.188416,3.058655
54,TmY9q,0.961016,105.547745,2.524991,0.100000,-2.687262,-99.988205,10.000000,204.666473,0.000000,-100.000000,0.992292,351.443115,6.147779,6.422933,6.851862,0.428929,105.543152,105.826019,106.258324,0.432304,105.543152,105.547752,105.582535,0.034782
55,TmY9q__perp,0.952106,200.000000,2.524991,3.047519,-17.006001,-99.840065,30.505539,203.435028,0.000000,-100.000000,0.987004,352.285156,609.644958,661.190125,841.365540,180.175415,700.422180,751.297485,929.131348,177.833862,700.422180,701.181885,710.186279,9.004395
