idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
0,R1-6,5.228255,3.762411,-50.000000,0.959586,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-29.055890,-30.355159
1,R7,5.228255,3.662263,-50.000000,0.986384,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-29.784175,-30.147993
2,R8,5.228255,0.100000,-50.000000,0.969008,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-26.718434,-57.379742
3,L1,5.228255,3.926213,-50.000000,0.460304,0.000000,53.668695,40.122240,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-12.537789,-52.168132
4,L2,5.228255,2.914795,-50.000000,1.779430,0.000000,47.142126,42.576581,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-33.956441,-63.327762
5,L3,5.228255,2.360311,-50.000000,0.100000,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-17.408462,-69.516506
6,L4,5.228255,0.252023,-50.000000,3.051718,0.000000,38.562841,50.308178,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,8.165879,-54.097236
7,L5,5.228255,0.100000,-50.000000,2.242716,0.000000,46.341658,37.629733,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-69.410816,-17.043453
8,Mi1,5.228255,7.927783,-50.000000,1.287496,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-68.816135,-7.133760
9,Tm3,5.228255,3.300488,-50.000000,0.100000,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-69.325091,9.153924
10,Mi4,5.228255,0.969957,-50.000000,4.565788,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-46.654622,-13.019689
11,Mi9,5.228255,3.315765,-50.000000,4.398503,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,4.065789,-45.397128
12,T4a,5.228255,0.710531,-50.000000,1.038377,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-34.288424
13,T4b,5.228255,0.235450,-50.000000,0.978701,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-28.525533
14,T4c,5.228255,0.100000,-50.000000,0.976377,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-20.379696
15,T4d,5.228255,5.017556,-50.000000,1.022350,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-16.934905
16,Tm1,5.228255,0.821877,-50.000000,4.677851,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,9.543784,-64.060646
17,Tm2,5.228255,0.392325,-50.000000,3.760382,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,9.735519,-64.506883
18,Tm4,5.228255,1.380900,-50.000000,4.085885,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,8.021589,-66.567070
19,Tm9,5.228255,6.994693,-50.000000,3.687323,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,3.711062,-55.554955
20,T5a,5.228255,0.614636,-50.000000,1.042437,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-29.154539
21,T5b,5.228255,0.108687,-50.000000,1.003344,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-36.521222
22,T5c,5.228255,0.100000,-50.000000,0.981845,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-30.804119
23,T5d,5.228255,0.100000,-50.000000,0.953905,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,-40.016939
24,T1,5.228255,0.846659,-50.000000,1.006366,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,8.235852,-58.860378
25,T2,5.228255,4.285755,-50.000000,1.033553,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-49.829609,5.343991
26,T2a,5.228255,3.212002,-50.000000,1.005292,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.024412,5.947457
27,T3,5.228255,3.119955,-50.000000,1.010437,0.000000,0.000000,0.000000,-50.084890,-0.200000,-49.543588,-50.371160,-0.200000,-41.345089,-50.000000,8.119750
