idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.681136,0.468150,-15.894066,0.964590,0.000000,19.612646,195.019516,0.000000,0.000000,20.255209,20.255499
1,R7,1.681136,0.971577,-0.482531,0.957009,0.000000,20.768517,206.991943,0.000000,0.000000,19.960116,19.960121
2,R8,1.681136,0.844298,-4.900300,1.015179,0.000000,14.651245,194.023736,0.000000,0.000000,18.350605,18.350609
3,L1,1.681136,1.780061,-29.197738,0.100000,0.000000,22.459099,179.980696,0.000000,0.600000,-0.327382,-0.327421
4,L2,1.681136,0.100000,-30.000000,0.781216,0.000000,27.611624,191.210831,0.000000,0.600000,-18.452608,-18.409785
5,L3,1.681136,0.100000,-29.869386,1.460512,0.000000,48.412132,194.354111,0.000000,0.000000,130.749520,130.550276
6,L4,1.681136,1.043826,-0.279063,0.100000,0.000000,10.000000,209.021816,0.000000,1.000000,0.000000,-0.000036
7,L5,1.681136,2.378716,-0.484230,3.276045,0.000000,47.386660,208.216060,0.000000,1.000000,0.000000,-0.008109
8,Mi1,1.681136,0.705990,-0.513485,1.048629,0.000000,50.290971,206.534009,0.000000,0.000000,-0.496644,-0.492496
9,Tm3,1.681136,1.047606,0.118387,1.037877,0.000000,51.116804,191.154189,0.000000,0.000000,0.782431,0.777782
10,Mi4,1.681136,1.698292,-4.452943,1.038756,0.000000,53.934411,206.184331,0.000000,0.000000,0.841544,0.861856
11,Mi9,1.681136,1.262722,-4.158236,1.027513,0.000000,49.475601,204.978346,0.000000,0.000000,-21.865708,-21.808752
12,T4a,1.681136,9.520792,-0.737878,1.040742,0.000000,47.107052,209.301526,0.000000,0.000000,-0.507211,-0.507218
13,T4b,1.681136,0.921422,-1.209151,1.033277,0.000000,50.135689,204.123334,0.000000,0.000000,-2.648841,-2.642866
14,T4c,1.681136,1.329599,-2.244072,0.965653,0.000000,50.165591,203.482115,0.000000,0.000000,-0.752062,-0.752925
15,T4d,1.681136,0.479600,-0.944866,1.049472,0.000000,49.265317,192.345858,0.000000,0.000000,-0.537789,-0.536217
16,Tm1,1.681136,6.273175,2.603638,0.958996,0.000000,50.260735,198.160069,0.000000,0.000000,-1.019764,-0.992146
17,Tm2,1.681136,1.828767,1.817207,0.986717,0.000000,52.811777,195.445239,0.000000,0.000000,0.953507,0.963840
18,Tm4,1.681136,8.832105,9.615791,0.966401,0.000000,52.249293,201.961171,0.000000,0.000000,0.194264,0.272054
19,Tm9,1.681136,9.075940,22.942411,1.015938,0.000000,50.786301,202.240417,0.000000,0.000000,6.431320,6.433576
20,T5a,1.681136,4.352574,5.079700,0.996390,0.000000,50.019892,208.265236,0.000000,0.000000,77.201038,77.426991
21,T5b,1.681136,0.871536,0.039750,0.967032,0.000000,50.931488,205.074170,0.000000,0.000000,24.680098,24.853917
22,T5c,1.681136,8.994748,29.794333,1.006982,0.000000,43.904374,209.397329,0.000000,0.000000,183.247424,183.355695
23,T5d,1.681136,0.100000,-6.982345,1.023743,0.000000,47.577451,203.432318,0.000000,0.000000,4.500460,4.507975
24,T1,1.681136,4.411459,5.941345,1.015626,0.000000,50.831359,198.001611,0.000000,0.000000,58.795480,58.850964
25,T2,1.681136,0.851747,1.009703,0.951545,0.000000,52.081110,198.522699,0.000000,0.000000,1.717582,1.697795
26,T2a,1.681136,0.100000,-1.184204,1.019024,0.000000,48.811583,203.875328,0.000000,0.000000,0.191637,0.193801
27,T3,1.681136,0.818442,-1.168233,1.047986,0.000000,53.173277,209.044573,0.000000,0.000000,19.389983,19.425483
28,C2,1.681136,0.980965,-1.525285,0.961749,0.000000,51.222801,209.893156,0.000000,0.000000,3.190026,3.188591
29,C3,1.681136,9.134224,3.234483,0.992440,0.000000,53.549098,192.059350,0.000000,0.000000,17.862114,17.820227
30,Lawf1,1.681136,6.391273,10.965677,1.033031,0.000000,53.491895,207.100536,0.000000,0.000000,70.218696,70.153340
31,Lawf2,1.681136,8.714300,23.225485,1.037628,0.000000,57.592998,198.266345,0.000000,0.000000,31.161785,31.132687
32,Dm3v,1.681136,0.100000,-6.447927,0.991490,0.000000,51.827237,195.679572,0.000000,0.000000,0.571587,0.571451
33,Lai,1.681136,9.815351,25.227916,1.024670,0.000000,29.909969,207.134350,0.000000,0.000000,-71.673793,-71.527056
34,Mi10,1.681136,1.573797,0.917466,1.004196,0.000000,53.557048,209.411469,0.000000,0.000000,1.676436,1.673827
35,Mi13,1.681136,5.680916,-7.983703,1.006708,0.000000,47.881655,204.401165,0.000000,0.000000,1.115922,1.114311
36,Mi14,1.681136,7.226845,-9.580569,1.024771,0.000000,46.084612,191.864338,0.000000,0.000000,42.241094,42.296905
37,Mi15,1.681136,7.645331,8.249208,0.977619,0.000000,56.063907,198.501505,0.000000,0.000000,-0.373451,-0.372832
38,Mi2,1.681136,3.070215,-3.537242,1.016817,0.000000,44.624045,197.899633,0.000000,0.000000,5.399015,5.391135
39,Tm16,1.681136,10.000000,11.926597,1.038693,0.000000,47.995740,204.652445,0.000000,0.000000,0.425918,0.422827
40,Tm20,1.681136,0.100000,-1.895196,0.982733,0.000000,52.331011,209.749548,0.000000,0.000000,-6.923446,-6.902672
41,Tm21,1.681136,0.100000,-1.295999,0.965716,0.000000,49.540825,204.542948,0.000000,0.000000,-0.478899,-0.474636
42,Tm27,1.681136,0.596386,-0.734409,0.959695,0.000000,51.355346,196.808706,0.000000,0.000000,0.328976,0.311823
43,Tm5a,1.681136,0.585276,-0.560768,1.049836,0.000000,52.504741,209.407420,0.000000,0.000000,-0.665706,-0.666499
44,Tm5b,1.681136,6.159664,5.718863,1.029382,0.000000,52.324254,205.964292,0.000000,0.000000,0.593761,0.592629
45,Tm5c,1.681136,1.084752,-0.622817,0.958814,0.000000,47.449929,193.719481,0.000000,0.000000,2.105418,2.113741
46,Tm5f,1.681136,0.100000,-0.768593,1.024281,0.000000,50.644167,190.384592,0.000000,0.000000,0.466445,0.466192
47,TmY10,1.681136,4.639383,15.698429,1.034605,0.000000,55.109160,199.659267,0.000000,0.000000,2.857505,2.862088
48,TmY11,1.681136,0.384639,-0.527449,1.011516,0.000000,50.716280,209.877243,0.000000,0.000000,2.615832,2.631954
49,TmY14,1.681136,0.187228,-11.713678,1.040438,0.000000,51.900099,206.991053,0.000000,0.000000,-1.618831,-1.562519
50,TmY15,1.681136,1.136601,-9.381272,1.006306,0.000000,49.286204,190.925302,0.000000,0.000000,32.241656,32.202457
51,TmY3,1.681136,0.168366,-0.971769,0.995557,0.000000,52.304381,205.492351,0.000000,0.000000,-3.015817,-2.949149
52,TmY4,1.681136,9.001458,28.226530,0.982561,0.000000,42.701443,191.318980,0.000000,0.000000,155.214037,155.296018
53,TmY5a,1.681136,0.126135,-11.935552,1.033986,0.000000,50.799433,206.325470,0.000000,0.000000,3.703258,3.697435
54,TmY9q,1.681136,0.100000,-6.112476,1.021594,0.000000,47.743281,208.376660,0.000000,0.000000,2.928205,2.932884
55,TmY9q__perp,1.681136,9.137146,13.498301,0.953207,0.000000,54.383486,197.849512,0.000000,0.000000,86.874983,86.855472
