cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
0,R1-6,1.020589,52.643440,2.940281,1.845205,-16.551735,-33.793388,10.480979,200.809296,0.000000,-50.000000,1.000000,350.000000,2.609976,2.683562,9.572869,6.889307,52.640537,52.715599,59.608746,6.893147,52.640537,52.643436,52.943687,0.300251
1,R7,0.956234,20.280664,2.940281,8.649147,-35.187729,-15.244638,45.416702,193.215759,0.000000,-50.000000,1.000000,350.000000,-29.716848,-29.793667,-27.059494,2.734173,20.283152,20.206337,22.940506,2.734169,20.283152,20.280663,20.378454,0.097792
2,R8,0.985324,49.439274,2.940281,6.197625,-20.422548,-29.538561,45.836235,195.342072,0.000000,-50.000000,1.000000,350.000000,-0.561885,-0.526423,2.577119,3.103542,49.438114,49.473576,52.577122,3.103546,49.438114,49.439281,49.553055,0.113773
3,L1,2.000000,6.124971,2.940281,3.448959,-20.827759,-29.450432,16.097897,227.015930,0.994801,-29.242933,0.804786,360.438446,-21.629293,-21.735550,-31.444265,-9.708715,6.127349,6.041833,1.675163,-4.366670,6.127349,6.124971,5.951916,-0.173055
4,L2,1.891737,0.154070,2.940281,3.712672,-23.827761,-26.552845,10.018440,210.357040,0.960974,-27.498821,0.547871,347.809265,-28.130095,-28.299637,-43.397423,-15.097786,0.154209,0.148299,0.028212,-0.120086,0.154209,0.154070,0.148367,-0.005703
5,L3,2.000000,15.512140,2.940281,0.860266,-21.615757,-28.534058,10.031548,194.134079,0.000000,-45.407661,0.729469,334.759521,-24.143528,-24.113966,-24.542664,-0.428698,15.511518,15.533080,15.220362,-0.312718,15.511518,15.512141,15.505296,-0.006845
6,L4,0.878554,11.558096,2.940281,0.253663,-13.162292,-37.058773,10.013504,213.797546,0.357247,-47.272682,0.340855,355.598877,-13.363541,-13.362194,-13.470418,-0.108224,11.558087,11.558546,11.521658,-0.036888,11.558087,11.558096,11.557364,-0.000732
7,L5,1.999946,1.303607,2.940281,1.635822,-22.441343,-27.354887,10.000000,191.643723,0.924540,-28.102850,0.737662,360.197510,-26.341286,-26.061598,-6.446895,19.614703,1.299440,1.505754,15.974766,14.469011,1.299440,1.303607,1.677348,0.373741
8,Mi1,1.993921,0.151998,2.940281,2.251314,-15.757273,-34.383472,10.124326,196.088776,0.000000,-30.878857,0.524408,327.901886,-41.184345,-40.956760,-21.741070,19.215691,0.152003,0.152351,5.901558,5.749208,0.152003,0.151998,0.245112,0.093114
9,Tm3,1.869882,10.379493,2.940281,0.478976,-8.947472,-41.267094,10.017064,200.979111,0.000000,-41.282253,0.368290,328.602661,-13.099407,-13.019207,0.863682,13.882889,10.379456,10.408992,15.521920,5.112928,10.379456,10.379493,10.484040,0.104548
10,Mi4,1.996694,0.043660,2.940281,2.559720,-20.780487,-29.645006,10.222984,209.492188,0.000000,-20.436165,0.692975,350.920868,-21.881908,-21.936989,-18.452738,3.484251,0.043707,0.043130,1.690580,1.647450,0.043707,0.043660,0.059961,0.016301
11,Mi9,2.000000,10.088136,2.940281,6.724794,-23.863670,-26.547579,18.213686,205.529251,0.000000,-50.812561,0.465315,339.714600,-29.138067,-28.971502,-29.179220,-0.207718,10.085514,10.162969,10.066314,-0.096655,10.085514,10.088135,10.092896,0.004761
12,T4a,0.999744,22.302158,2.940281,1.587521,-21.257160,-28.682901,10.000000,207.365570,0.000000,-50.000000,1.000000,350.000000,-27.702782,-27.564426,-25.573101,1.991325,22.297218,22.435574,24.426903,1.991329,22.297218,22.302156,22.333385,0.031229
13,T4b,0.965774,44.547592,2.940281,0.769938,-2.838456,-46.678577,10.000000,196.167496,0.000000,-50.000000,1.000000,350.000000,-5.466484,-5.069721,-4.769579,0.300142,44.533516,44.930283,45.230423,0.300140,44.533516,44.547592,44.575775,0.028183
14,T4c,0.977149,39.948990,2.940281,0.100865,-4.732005,-45.186382,10.647350,204.520798,0.000000,-50.000000,1.000000,350.000000,-10.052302,-10.040388,-10.104813,-0.064425,39.947697,39.959614,39.895187,-0.064426,39.947697,39.948986,39.947323,-0.001663
15,T4d,0.991362,71.606903,2.940281,8.711079,21.411325,-70.954727,10.000000,207.726868,0.000000,-50.000000,1.000000,350.000000,21.575600,21.558947,22.624521,1.065575,71.607147,71.590126,72.650414,1.060287,71.607147,71.606903,71.619316,0.012413
16,Tm1,2.000000,7.734825,2.940281,1.545136,-24.714193,-25.507349,13.254227,206.559647,0.000000,-47.556267,0.357222,339.636169,-25.904142,-25.887711,-26.142317,-0.254606,7.734624,7.740494,7.649543,-0.090950,7.734624,7.734825,7.733430,-0.001394
17,Tm2,2.000000,7.032169,2.940281,3.252503,-29.067125,-21.407438,10.001559,208.772751,0.000000,-46.471718,0.399560,338.430176,-28.871944,-28.868841,-28.936689,-0.067848,7.032170,7.033410,7.006299,-0.027111,7.032170,7.032168,7.031497,-0.000672
18,Tm4,2.000000,4.252139,2.940281,1.959384,-23.540342,-26.821510,10.000443,202.723007,0.000000,-43.275661,0.243455,334.951080,-25.810730,-25.787342,-26.437925,-0.650583,4.251927,4.257620,4.099232,-0.158388,4.251927,4.252140,4.249279,-0.002861
19,Tm9,1.938143,44.068203,2.940281,1.095696,0.556899,-50.849091,10.000000,201.108292,0.000000,-51.079453,0.882469,340.568665,-1.144886,-1.067255,-1.332472,-0.265216,44.065697,44.134209,43.900158,-0.234051,44.065697,44.068203,44.070072,0.001869
20,T5a,1.017617,102.060570,2.940281,2.901468,0.735372,-50.836876,27.518955,202.415436,0.000000,-50.000000,1.000000,350.000000,52.039860,52.671295,53.101551,0.430256,102.039856,102.671295,103.101540,0.430244,102.039856,102.060570,102.113716,0.053146
21,T5b,1.045348,183.548828,2.940281,7.712916,3.862571,-53.615917,13.461514,208.092834,0.000000,-50.000000,1.000000,350.000000,133.138870,145.944534,157.321625,11.377090,183.138870,195.944534,207.321609,11.377075,183.138870,183.548798,184.699661,1.150864
22,T5c,0.984794,80.469757,2.940281,5.335485,0.689434,-50.432667,10.270858,196.761261,0.000000,-50.000000,1.000000,350.000000,30.457352,30.794516,30.859610,0.065094,80.457352,80.794518,80.859604,0.065086,80.457352,80.469757,80.493027,0.023270
