idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,2.494576,1.454960,0.093755,0.956256,0.000000,39.405340,202.458774,0.000000,0.000000,19.971072,19.971072
1,R7,2.494576,2.552948,1.136874,1.017140,0.000000,37.584263,209.116518,0.000000,0.000000,19.970736,19.970736
2,R8,2.494576,0.346788,-1.138924,1.032218,0.000000,39.849025,207.810519,0.000000,0.000000,18.043119,18.043119
3,L1,2.494576,0.242482,18.594172,0.901519,0.000000,39.293211,202.768850,0.000000,0.600000,-13.318954,-13.318954
4,L2,2.494576,0.100000,18.416117,0.964907,0.000000,38.998176,200.153003,0.000000,0.600000,-37.211188,-37.211188
5,L3,2.494576,0.817681,19.480677,0.854001,0.000000,38.351192,205.971003,0.000000,0.000000,-15.076692,-15.076692
6,L4,2.494576,0.165415,19.039937,0.100000,0.000000,38.336758,193.317465,0.000000,1.000000,0.000000,-0.000000
7,L5,2.494576,2.536574,21.769129,0.100000,0.000000,38.159276,207.568078,0.000000,1.000000,0.000000,0.000000
8,Mi1,2.494576,2.432519,21.585476,0.100000,0.000000,38.221342,204.314997,0.000000,0.000000,37.509795,37.509795
9,Tm3,2.494576,2.417429,21.622312,0.100000,0.000000,38.436835,195.529890,0.000000,0.000000,96.397432,96.397432
10,Mi4,2.494576,2.497914,21.018879,1.957239,0.000000,41.286227,198.543079,0.000000,0.000000,45.353708,45.353708
11,Mi9,2.494576,2.161538,20.858752,0.100000,0.000000,38.904686,203.010829,0.000000,0.000000,-87.740229,-87.740229
12,T4a,2.494576,1.382961,20.284298,1.041477,0.000000,40.173927,205.985358,0.000000,0.000000,43.530798,43.530798
13,T4b,2.494576,0.100000,18.839919,1.024325,0.000000,40.968822,192.127154,0.000000,0.000000,-6.860478,-6.860478
14,T4c,2.494576,0.100000,18.602239,0.960725,0.000000,41.087349,193.112925,0.000000,0.000000,-3.543816,-3.543816
15,T4d,2.494576,2.478198,21.041306,0.997588,0.000000,38.919806,200.364874,0.000000,0.000000,57.784329,57.784329
16,Tm1,2.494576,0.723386,19.285505,0.100000,0.000000,39.390147,205.042567,0.000000,0.000000,-41.742939,-41.742939
17,Tm2,2.494576,0.691251,19.092540,0.100000,0.000000,37.959845,203.991966,0.000000,0.000000,-4.926136,-4.926136
18,Tm4,2.494576,2.419369,21.023731,0.100000,0.000000,38.609489,202.834435,0.000000,0.000000,-39.082292,-39.082292
19,Tm9,2.494576,0.100000,19.274085,0.100000,0.000000,38.893212,190.127809,0.000000,0.000000,-26.665093,-26.665093
20,T5a,2.494576,0.961746,20.127863,1.027572,0.000000,40.436560,206.929823,0.000000,0.000000,0.949614,0.949614
21,T5b,2.494576,2.357738,21.673184,1.012790,0.000000,42.129900,199.933498,0.000000,0.000000,2.563121,2.563121
22,T5c,2.494576,1.264131,20.167801,0.958764,0.000000,38.220296,207.739160,0.000000,0.000000,1.041954,1.041954
23,T5d,2.494576,1.915240,21.256786,1.043863,0.000000,41.071268,206.257097,0.000000,0.000000,1.455574,1.455574
24,T1,2.494576,0.100000,19.121810,1.039397,0.000000,38.780947,194.263929,0.000000,0.000000,-73.435481,-73.435481
25,T2,2.494576,2.467650,21.629116,1.028558,0.000000,40.286991,202.131438,0.000000,0.000000,107.029008,107.029008
26,T2a,2.494576,2.453631,21.571176,1.004112,0.000000,41.274173,195.947168,0.000000,0.000000,56.259091,56.259091
